L,environment_id,environment_seed,samples,replica_1_mean,replica_2_mean,mean_height,conditional_variance,replica_1_variance,replica_2_variance,replica_1_ess,replica_2_ess,start_gap,standardized_start_gap,minimum_pair_swap_acceptance,target_exchange_acceptance
10,4,11208604188797321581,2000,-0.034,0.038,0.0019999999999999983,2.8548354177088537,2.728208104052026,3.080096048024011,1187.6754146025266,1430.146499609932,-0.07200000000000001,1.0792296259884995,NaN,NaN
10,5,1685098628245155492,2000,-0.004,0.022,0.009,2.7490365182591296,2.8974327163581775,2.776904452226114,1210.6997863695076,1279.406136975549,-0.026,0.3848726823299489,NaN,NaN
10,6,11831954831747995411,2000,-0.024,0.036,0.005999999999999998,2.76758379189595,3.0569524762381164,2.608008004002,1132.2411056218962,1291.4848556180807,-0.06,0.8733985122903969,NaN,NaN
10,7,11265630418659545729,2000,0.0,-0.026,-0.013,2.845084542271136,2.769384692346173,2.8727603801900945,1330.769230769231,1259.1135491101668,0.026,0.393640651399722,NaN,NaN
10,8,3784532774542960869,2000,0.002,0.072,0.037,2.931015507753879,2.681336668334166,2.9082701350675375,1257.082138108726,1355.1096471043184,-0.06999999999999999,1.0700892831484792,NaN,NaN
10,9,17536847434358346520,2000,0.02,-0.114,-0.047,2.9004722361180613,2.7369684842421234,3.020514257128562,1301.2551146898638,1226.2302296886176,0.134,1.9829381880907362,NaN,NaN
10,10,5490003794602813490,2000,-0.088,-0.032,-0.06,2.8478559279639826,3.001756878439221,2.67231215607804,1187.3668513359491,1394.5770088271333,-0.055999999999999994,0.8400140552041827,NaN,NaN
10,11,12837680020888255223,2000,-0.04,-0.038,-0.039,2.8374167083541777,2.8318159079539758,2.839975987993997,1379.2850718705618,1115.0119554066698,-0.0020000000000000018,0.02948794087582169,NaN,NaN
10,12,14701841586993216202,2000,0.02,-0.062,-0.020999999999999998,2.810043021510757,2.7689844922461253,2.805558779389693,1413.137584129065,1277.9210791645446,0.082,1.2721411135162886,NaN,NaN
10,13,4783047253212517465,2000,0.014,0.046,0.03,2.680828414207101,2.8092086043021505,2.647207603801902,1251.632511525325,1415.8412544241644,-0.032,0.49889635682014943,NaN,NaN
10,14,16705887328434311963,2000,0.06,-0.066,-0.0030000000000000027,2.9575407703851924,2.941870935467736,2.9010945472736376,1240.4504635700537,1064.7491035355076,0.126,1.7649951115512452,NaN,NaN
10,15,736976916787963966,2000,0.084,0.028,0.056,2.9038839419709856,2.8423651825912977,2.8966643321660843,1105.9779297111404,1192.4469398229387,0.05600000000000001,0.7920246680350082,NaN,NaN
10,16,2498111445247666054,2000,0.058,0.02,0.039,2.8847203601800904,2.790031015507757,2.817008504252127,1339.7417637128115,1365.5783653120923,0.038000000000000006,0.590202838451162,NaN,NaN
10,17,3789522744183958603,2000,0.042,0.068,0.05500000000000001,2.733028514257129,2.807639819909956,2.7327423711855956,1306.4089968201026,1231.8191608568088,-0.026000000000000002,0.3934164316375974,NaN,NaN
10,18,6361663928343116701,2000,-0.086,-0.014,-0.049999999999999996,2.9268714357178585,2.8820450225112566,2.777192596298147,1352.119591575844,1552.8402624211053,-0.072,1.1499834644374294,NaN,NaN
10,19,5665620413717295845,2000,0.002,0.028,0.015,2.8771005502751374,2.9374647323661813,2.8326323161580795,1267.7088831081828,1317.9553626421794,-0.026000000000000002,0.38903993805278325,NaN,NaN
10,20,12647349670289356742,2000,0.02,-0.006,0.007,2.8690965482741375,3.041120560280142,2.8573926963481715,1306.7264859306279,1204.096056553738,0.026000000000000002,0.37923517789724576,NaN,NaN
10,21,8024558062172001956,2000,0.036,-0.042,-0.0030000000000000027,2.882399199599797,2.896152076038018,2.9036878439219613,1079.5340775100642,1060.2699123202974,0.078,1.0593475277664337,NaN,NaN
10,22,16117980717228522132,2000,0.078,0.032,0.055,2.8603721860930467,2.867349674837417,2.8964242121060546,1192.8928623402992,1388.8687606527915,0.046,0.686555703357044,NaN,NaN
10,23,9035467340488488302,2000,-0.014,0.04,0.013000000000000001,2.948016008004005,2.841224612306152,2.9758879439719848,1108.0473516232287,1345.787843315246,-0.054,0.7814251126555771,NaN,NaN
10,24,7885318457810222084,2000,-0.062,-0.016,-0.039,2.8283561780890447,2.8855987993996974,2.7691285642821395,1198.1789741479395,1395.4826838624128,-0.046,0.6940542805576864,NaN,NaN
10,25,12567975995850403901,2000,0.03,0.014,0.022,2.9533486743371675,2.8565282641320673,2.873240620310154,1415.7095012300351,1450.9502314295278,0.016,0.2530459978114081,NaN,NaN
10,26,1460870102762030283,2000,-0.018,-0.076,-0.047,2.931783891945971,2.873112556278142,3.083765882941468,1253.7111439179325,1392.547310367002,0.057999999999999996,0.8640213393275495,NaN,NaN
10,27,5090357265361258621,2000,-0.022,-0.034,-0.028,2.673264632316156,2.664848424212107,2.728208104052025,1159.3941373018358,1369.6345114842934,0.012000000000000004,0.18320273783484298,NaN,NaN
10,28,14651468918679071311,2000,-0.048,0.018,-0.015000000000000001,2.8592516258129055,2.6710315157578797,2.873112556278142,1188.8455880131742,1480.8365397775108,-0.066,1.019989250120824,NaN,NaN
10,29,14808917669426215290,2000,-0.024,-0.004,-0.014,3.0173086543271657,3.217032516258126,2.7373526763381673,1183.6268230838518,1096.1966769116339,-0.02,0.27694877660622347,NaN,NaN
10,30,2949112590726383564,2000,-0.004,0.052,0.024,2.831847923961982,2.8334007003501736,2.7986953476738337,1361.588453449289,1210.6343079855553,-0.055999999999999994,0.8449318269960276,NaN,NaN
10,31,16931586929597396370,2000,-0.042,0.064,0.011,2.5836738369184595,2.5675197598799406,2.621214607303654,1542.5137866502052,1371.818604669864,-0.10600000000000001,1.7727679769684153,NaN,NaN
10,32,2005575690865363947,2000,-0.044,0.058,0.007000000000000003,2.9042501250625303,2.7994637318659334,2.9501110555277665,1266.5403580924335,1066.7237547077375,-0.10200000000000001,1.4459862241549482,NaN,NaN
10,33,6017420965282841432,2000,0.03,0.062,0.046,2.8489124562281116,2.8565282641320673,2.901606803401698,1283.8687208146475,1252.2009594296662,-0.032,0.4748096752334784,NaN,NaN
10,34,14676483367135629872,2000,0.024,0.11,0.067,2.785694847423715,2.816832416208101,2.8773386693346685,923.810168108935,1234.3981997590752,-0.086,1.1724729429903684,NaN,NaN
10,35,10540711949122131907,2000,0.02,-0.07,-0.025,2.713306653326666,2.9450725362681363,2.6604302151075543,1265.3472139234543,1396.9726130902989,0.09000000000000001,1.3834849574165857,NaN,NaN
10,36,16101363915291251814,2000,-0.018,0.072,0.026999999999999996,3.0734867433716886,3.049200600300153,3.1323821910955516,1260.337077504462,1538.4601595380036,-0.09,1.3483386658243437,NaN,NaN
10,37,16513191859743777072,2000,-0.07,0.024,-0.023000000000000003,2.792978489244621,2.900550275137568,2.752800400200097,1203.3688599926043,1251.7406841461047,-0.094,1.3845200021349597,NaN,NaN
10,38,12978446163546373266,2000,0.018,0.024,0.020999999999999998,2.8133886943471764,2.8571045522761414,2.6727603801900925,1087.5975398896821,1281.364414731864,-0.006000000000000002,0.08739952912089183,NaN,NaN
10,39,10543628295913762314,2000,-0.056,0.01,-0.023,2.9392916458229097,2.7822551275637823,2.9853926963481765,1195.2395351381642,1245.6014789091287,-0.066,0.9602066529579313,NaN,NaN
10,40,4656220758899720165,2000,0.068,0.0,0.034,2.959167583791895,2.7487503751875972,3.105552776388194,1222.8662115704642,1007.7922077922079,0.068,0.9314776602975249,NaN,NaN
10,41,16534254048656573747,2000,-0.082,0.04,-0.021,2.7179169584792384,2.754653326663331,2.8318159079539758,1341.8898770366684,1430.480969912983,-0.122,1.9212142816998272,NaN,NaN
10,42,688509079828235158,2000,0.086,0.032,0.059,2.795939969984996,3.058133066533268,2.800376188094048,1061.5456996742655,1284.3328658119765,0.05399999999999999,0.7590408452874183,NaN,NaN
10,43,1153046512682424623,2000,-0.006,0.12,0.056999999999999995,3.0856048024012006,3.0174727363681813,2.738969484742369,1158.3138951846563,1348.4598318956737,-0.126,1.8504936639037701,NaN,NaN
10,44,16776193359461453854,2000,0.004,-0.008,-0.002,2.8893726863431697,2.9774727363681817,2.8333526763381687,1282.8314145101178,1264.3836896018504,0.012,0.17766740686593743,NaN,NaN
10,45,1720947261759246071,2000,0.074,0.016,0.045,2.9477918959479723,3.0280380190095015,2.977232616308153,1277.5719646465195,1249.0884899246576,0.057999999999999996,0.8412271064356639,NaN,NaN
10,46,15565093420509613889,2000,-0.002,-0.022,-0.012,2.873236618309156,2.8094007003501735,2.808920460230116,1368.4257853929714,1380.3258777674569,0.019999999999999997,0.3128061762827907,NaN,NaN
10,47,17213734304342865241,2000,-0.024,-0.132,-0.078,3.05169384692346,2.8488484242121035,3.0400960480240147,1264.1228421337617,1145.0039340424114,0.10800000000000001,1.5414871875635923,NaN,NaN
10,48,2816569394327125262,2000,-0.002,-0.002,-0.002,2.88144072036018,2.9534727363681825,2.7773846923461725,1200.0071642801283,1162.4939734064822,0.0,0.0,NaN,NaN
10,49,17434519646025809075,2000,-0.012,-0.048,-0.03,2.768736368184095,2.6731925962981524,2.9591755877938986,1201.7896908342877,1196.9749226320262,0.036000000000000004,0.5253065272093711,NaN,NaN
10,50,12536072491275107825,2000,0.012,-0.03,-0.009,2.988612306153075,2.977344672336171,3.048624312156079,1100.9504873724852,1261.9359976758255,0.041999999999999996,0.5869580209010333,NaN,NaN
10,51,18239090034812882037,2000,-0.058,0.04,-0.009000000000000001,3.0167063531765894,3.270271135567787,2.9598799399699836,871.4246433996327,1333.5766323331347,-0.098,1.2681060022464878,NaN,NaN
10,52,18243888478080708810,2000,0.062,0.022,0.041999999999999996,2.6885442721360664,2.821566783391693,2.664848424212107,1103.8171490419434,1284.2438169516363,0.04,0.5877763694850087,NaN,NaN
10,53,17177007254081632465,2000,-0.048,0.05,0.0010000000000000009,2.8246103051525777,2.8471195597798906,2.822911455727863,1205.6890823313477,1251.716313126493,-0.098,1.4423252575247467,NaN,NaN
10,54,5437349203534792889,2000,0.012,-0.032,-0.01,2.9044842421210597,3.0253686843421743,2.7363441720860444,1335.993921093719,1292.89636135023,0.044,0.6647653636085759,NaN,NaN
10,55,12819031541248852950,2000,-0.002,0.002,0.0,2.7773806903451717,2.921456728364181,2.761376688344171,1156.8968373843345,1243.2492884725411,-0.004,0.058060417096102816,NaN,NaN
10,56,1035226270712935574,2000,0.06,0.02,0.04,2.992696348174085,3.069934967483744,2.8010005002501273,1268.128190881474,1260.0611126939025,0.039999999999999994,0.5869831923212491,NaN,NaN
10,57,14248478671399734181,2000,0.044,-0.03,0.006999999999999999,3.0507873936968464,3.135631815907954,2.920560280140071,1297.599524679209,1103.7056849368853,0.074,1.0400249373989314,NaN,NaN
10,58,8767081385706132541,2000,-0.01,-0.016,-0.013000000000000001,2.9574607303651854,2.8733366683341695,3.0252566283141555,1194.9973389370427,1177.911097854228,0.006,0.08508460572182956,NaN,NaN
10,59,3376976631274982004,2000,-0.012,-0.07,-0.041,2.8837598799399684,2.8973046523261665,2.8045022511255624,1274.948540764693,1127.792360837224,0.05800000000000001,0.840738113252626,NaN,NaN
10,60,15503037391899563322,2000,-0.002,0.01,0.004,2.7453006503251607,2.7933926963481723,2.777288644322164,1248.6688218685688,1128.6304961985747,-0.012,0.17507791926460337,NaN,NaN
10,61,8904329334796982791,2000,0.008,0.014,0.011,2.725344672336171,2.8013366683341667,2.64912856428214,1400.1250380242707,1242.3670576306758,-0.006,0.09332829087304453,NaN,NaN
10,62,17228090572226400938,2000,0.154,-0.124,0.015,2.654685342671337,2.9137408704352183,2.3377928964482253,1201.9727616857024,1332.5205486290397,0.278,4.3006310340965355,NaN,NaN
10,63,2860635712704256799,2000,0.064,-0.02,0.022,3.142043021510755,3.19750275137569,2.9450725362681363,1317.6835368298043,1215.9845707602485,0.084,1.2063470153093114,NaN,NaN
