L,environments,pooled_mean,conditional_component,disorder_component,total_component,direct_annealed_variance,maximum_absolute_start_gap,maximum_standardized_start_gap,minimum_chain_ess,minimum_pair_swap_acceptance,minimum_target_exchange_acceptance
16,64,-0.14360937499999998,2.301159736118059,2.198523007936508,4.499682744054567,4.495313847412109,1.29,6.280144656110217,88.8285955291588,0.111,0.6900833333333334
20,32,-0.23475000000000007,2.3017795147573787,3.137316778225807,5.439096292983185,5.4031424375000014,1.8519999999999999,7.76468667199118,95.54743374465501,0.04816666666666667,0.6128416666666666
