model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
uniform,1,16,256,32,6000,-0.01066666667,-0.03266666667,0.6123449464,0.5971797588,0.6274942101,0.620528088,0.5982742905,0.6434781533,-0.008183141635,-0.0236207743,0.006997616964
uniform,1,16,512,64,5000,-0.0284,-0.0448,0.6999331866,0.6813291783,0.718355115,0.6792013603,0.6530538708,0.7056911882,0.02073182637,0.001406987397,0.04002334167
uniform,1,16,768,96,4000,-0.01225,-0.006,0.7172112716,0.6955433741,0.7387151616,0.7245366029,0.6941232089,0.7555438336,-0.007325331333,-0.02882741779,0.01481279539
uniform,1,16,1024,128,3000,-0.041,-0.01133333333,0.7661840058,0.7388845976,0.7941146938,0.773317717,0.7351726353,0.8121370332,-0.007133711237,-0.03477325775,0.01957006224
uniform,1,16,1536,192,1600,-0.026875,-0.006875,0.8032422608,0.7644447702,0.841890923,0.8196873046,0.7625570669,0.8755466649,-0.01644504378,-0.05506808943,0.02239400602
uniform,1,16,2048,256,1000,0.002,-0.033,0.8347882883,0.7836095971,0.8852706832,0.8247122122,0.753732545,0.8976985861,0.01007607608,-0.04126081081,0.0602952953
uniform,1,16,2560,320,400,0.0525,-0.0125,0.8381390977,0.7573401472,0.9195934367,0.8550250627,0.751164552,0.9604480733,-0.01688596491,-0.09353414787,0.06495050125
uniform,1,16,3072,384,300,-0.07,-0.05,0.9126755853,0.8059283724,1.021667224,0.8459531773,0.718974359,0.9738907469,0.06672240803,-0.04178595318,0.1826092531
uniform,1,16,4096,512,150,-0.08,-0.04,0.9288590604,0.7799994407,1.075081096,0.8448322148,0.6636241611,1.033131991,0.08402684564,-0.06711409396,0.24098434
uniform,1,16,5120,640,80,-0.025,-0.05,0.9477848101,0.7350474684,1.148107199,0.860443038,0.6063291139,1.127770965,0.08734177215,-0.1392484177,0.3272310127
uniform,1,16,6144,768,40,-0.025,0.125,1.325,0.8461538462,1.788461538,1.296153846,0.7483974359,1.868950321,0.02884615385,-0.3384775641,0.3897435897
uniform,1,8,32,8,6000,-0.05466666667,-0.05833333333,0.4888858699,0.4773883692,0.5003415698,0.4870744569,0.469902149,0.5044996249,0.001811413013,-0.01046051286,0.01429103323
uniform,1,8,64,16,6000,-0.05083333333,-0.048,0.5608994694,0.5474879494,0.5740406502,0.5535049036,0.534880404,0.5723921879,0.007394565761,-0.006492946047,0.02119979372
uniform,1,8,128,32,6000,-0.0335,-0.04783333333,0.6310667056,0.616231865,0.6463685409,0.6275018614,0.6055540368,0.6499380716,0.003564844141,-0.01241199992,0.0192612491
uniform,1,8,256,64,6000,-0.054,-0.05783333333,0.6917349419,0.6742074672,0.7094365182,0.6908577957,0.6660938823,0.716503095,0.000877146191,-0.01703440782,0.01859058524
uniform,1,8,512,128,5000,-0.0602,-0.055,0.7302215243,0.7098329851,0.750289923,0.7275319864,0.6987802536,0.7560434587,0.002689537908,-0.01777440888,0.02327828566
uniform,1,8,768,192,4000,-0.02575,-0.04125,0.7880146912,0.7640108777,0.8119728745,0.8015802701,0.7669575495,0.8358448737,-0.01356557889,-0.03729982496,0.01027285415
uniform,1,8,1024,256,3000,-0.04033333333,-0.065,0.825015783,0.7958541069,0.85431827,0.7869580971,0.7472916917,0.8268539499,0.0380576859,0.007677773147,0.0680292014
uniform,1,8,1536,384,1600,-0.023125,-0.001875,0.8909126798,0.8481382114,0.9327223509,0.8771974672,0.8175518342,0.9383338757,0.01371521263,-0.03023121873,0.05766146811
uniform,1,8,2048,512,1000,-0.05,-0.055,0.8756131131,0.8213805681,0.9286445946,0.8993868869,0.8172385761,0.9814582082,-0.02377377377,-0.07875155155,0.03291273774
uniform,1,8,2560,640,400,-0.055,-0.025,0.8778696742,0.7936768484,0.9633552632,0.9393984962,0.804197995,1.080930843,-0.06152882206,-0.1510313283,0.02538909774
uniform,1,8,3072,768,300,0.02333333333,-0.04666666667,0.920039019,0.8153274805,1.026732441,0.8721237458,0.7381210981,1.01438573,0.04791527313,-0.05093394649,0.1452959866
uniform,1,8,4096,1024,150,-0.18,-0.12,0.9529530201,0.8096991051,1.089779083,0.880738255,0.6907315436,1.076635347,0.0722147651,-0.07973154362,0.2182595078
uniform,1,8,5120,1280,80,-0.2125,0.1,1.003718354,0.7789556962,1.230067247,1.058148734,0.7607594937,1.367009494,-0.05443037975,-0.253164557,0.1447824367
uniform,1,8,6144,1536,40,-0.25,0.175,0.9650641026,0.7189102564,1.180480769,0.8945512821,0.6038461538,1.174358974,0.07051282051,-0.1602564103,0.3109134615
uniform,1,4,32,16,6000,-0.1133333333,-0.1256666667,0.5436056565,0.5311342738,0.5565799078,0.5525160304,0.533581208,0.5720046702,-0.008910373951,-0.02278011335,0.004516944491
uniform,1,4,64,32,6000,-0.1071666667,-0.09783333333,0.6157412624,0.601015297,0.6305613522,0.6163925099,0.5950407314,0.6381054756,-0.0006512474301,-0.01627262669,0.01447452909
uniform,1,4,128,64,6000,-0.0905,-0.1001666667,0.6888363338,0.6718428651,0.7058298025,0.7027370673,0.6776692893,0.7276817497,-0.01390073346,-0.03191756959,0.003675494527
uniform,1,4,256,128,6000,-0.1105,-0.096,0.763164069,0.744087974,0.7823170011,0.7662725871,0.7400437851,0.7928327134,-0.003108518086,-0.02242535423,0.01592628494
uniform,1,4,512,256,5000,-0.0796,-0.11,0.8127444689,0.7902692999,0.835267402,0.80969986,0.7770563588,0.8419992203,0.003044608922,-0.01959258552,0.02627454891
uniform,1,4,768,384,4000,-0.102,-0.117,0.8346621655,0.8091610598,0.860723309,0.8430982746,0.8068597235,0.8819009377,-0.008436109027,-0.03500849119,0.01790123625
uniform,1,4,1024,512,3000,-0.1283333333,-0.1086666667,0.8829887185,0.8517310145,0.9138806116,0.8742646993,0.8307270535,0.9185901967,0.008724019117,-0.02272529732,0.04011404635
uniform,1,4,1536,768,1600,-0.093125,-0.073125,0.9248182458,0.8799014765,0.9701924982,0.9003627267,0.8372206017,0.965448928,0.02445551907,-0.02196701063,0.0699350473
uniform,1,4,2048,1024,1000,-0.098,-0.111,0.977515015,0.9175648148,1.035901514,0.9954109109,0.9145623498,1.078928278,-0.0178958959,-0.07801486486,0.04086098599
uniform,1,4,2560,1280,400,-0.045,0.0325,0.9571021303,0.8640281955,1.046414082,0.9230545113,0.8006723058,1.045112782,0.03404761905,-0.06015100251,0.127424812
uniform,1,4,3072,1536,300,-0.1833333333,-0.19,1.031917503,0.9122787068,1.147802815,1.020044593,0.8639910814,1.180670011,0.0118729097,-0.1030551839,0.1240827759
uniform,1,4,4096,2048,150,-0.18,-0.1066666667,0.9343400447,0.7869535794,1.078688479,0.9536689038,0.7645637584,1.145885347,-0.01932885906,-0.1508724832,0.1107416107
uniform,1,4,5120,2560,80,-0.125,-0.25,1.150316456,0.8809335443,1.40697587,1.068037975,0.7087816456,1.477768987,0.08227848101,-0.1712143987,0.3057001582
uniform,1,4,6144,3072,40,-0.175,0,0.8689102564,0.6153766026,1.091987179,0.7407051282,0.4458333333,1.048397436,0.1282051282,-0.1057692308,0.3512820513
