model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.0018131405,-0.00726192617,0.002063788064,0.1383,-3.300605564,-3.868534523,5.2819166,0.184,0.1579760264,0.1657112921
gamma,conditional,block_gls,-0.005249607816,-0.01232612239,0.0005028895297,0.0356,-1.34142922,-3.84555841,10.07579187,0.4337,0.2318898727,0.2289508284
gamma,disorder,block_gls,0.003651537305,-0.001268019352,0.008608198205,0.9253,-1.778155818,-3.862503945,7.760725189,0.3036,0.116688777,0.1149738574
uniform,marginal,block_gls,0.002470918104,-0.00314332324,0.006936944864,0.775,-2.936097596,-3.869384751,3.509385015,0.1087,0.158253761,0.1545788232
uniform,conditional,block_gls,0.002581083287,-0.005036512739,0.00885359078,0.7066,-3.348575437,-3.869756314,2.357185423,0.0825,0.1735363215,0.1728347656
uniform,disorder,block_gls,-0.0006318073733,-0.005670718169,0.004433970675,0.412,-3.81036039,-3.870171318,1.514628753,0.058,0.06244956387,0.06662089376
