model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log_intercept,log_slope,quadratic_intercept,quadratic_log_slope,log2_coefficient,log2_coefficient_low,log2_coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,1,32,marginal,128,6144,12,0.2603721687,0.1020991011,0.315107937,0.07284139698,0.003567454307,-0.02138930787,0.02543062055,0.5297,-2.385033848,-2.484045853,2.147890619,0.0833,0.0660265537,0.122920214
gamma,1,32,conditional,128,6144,12,0.2814321177,0.08599134041,0.1604834989,0.1506415502,-0.007882938048,-0.03583241396,0.01680508747,0.226,-1.945741944,-2.483188509,4.654351173,0.1942,0.1025823151,0.1098975466
gamma,1,32,disorder,128,6144,12,-0.02105994899,0.01610776073,0.1546244381,-0.07780015323,0.01145039235,-0.01351611798,0.03725216479,0.8067,0.9054121157,-2.481760916,8.413701094,0.3627,0.04537331117,0.06414239185
gamma,1,16,marginal,128,6144,12,0.2082525098,0.1139271962,0.4181191961,0.02037638274,0.009757502336,-0.02153795515,0.0388192314,0.6666,1.672413659,-2.482084374,6.040256001,0.2879,0.01923258846,0.02789126888
gamma,1,16,conditional,128,6144,12,0.200355336,0.1069260944,0.3575014475,0.03687616497,0.007306321823,-0.02813474547,0.03977908961,0.6046,-1.494031949,-2.483524043,3.651599385,0.1943,0.04834658387,0.04588036959
gamma,1,16,disorder,128,6144,12,0.007897173853,0.007001101806,0.06061774866,-0.01649978223,0.002451180513,-0.02801109081,0.03478769853,0.5573,-2.353537909,-2.482455919,3.952760907,0.195,0.04557493527,0.07375096984
gamma,1,8,marginal,128,6144,12,0.4565605742,0.0612942358,-0.5877576124,0.4615211231,-0.03647089004,-0.06027079878,-0.01600253948,0.0001,0.4413602237,-2.184068493,7.781555295,0.585,0.2628771005,0.2377428346
gamma,1,8,conditional,128,6144,12,0.3449139536,0.07814018181,-0.446765147,0.3815450888,-0.02764793508,-0.06200402935,0.004578011063,0.0441,-1.788165928,-2.481929175,3.587653084,0.1785,0.3672421796,0.35879119
gamma,1,8,disorder,128,6144,12,0.1116466205,-0.01684594601,-0.1409924654,0.07997603438,-0.008822954958,-0.03231409171,0.01451574387,0.2275,-2.120586902,-2.483709384,1.721623294,0.0834,0.1647235359,0.1681657629
gamma,1,4,marginal,128,6144,12,0.4286836102,0.06981603133,-0.186232553,0.2767933282,-0.01674551029,-0.04855286454,0.01256193483,0.1073,1.237824354,-2.476510292,6.664188171,0.4605,0.11821684,0.1285183931
gamma,1,4,conditional,128,6144,12,0.4619933687,0.05903846663,-0.9831755545,0.5454741388,-0.03935510648,-0.07265247578,-0.006598973229,0.0099,2.310445853,-2.398632525,8.120749958,0.6571,0.2420839602,0.2245960036
gamma,1,4,disorder,128,6144,12,-0.03330975844,0.0107775647,0.7969430015,-0.2686808107,0.02260959618,-0.00697975738,0.05101541177,0.9311,0.6564717424,-2.47609567,5.349489907,0.4171,0.1353060587,0.115123019
uniform,1,32,marginal,128,6144,12,0.2674372351,0.1015487521,0.2560024429,0.1076609485,-0.0007452731496,-0.02930465706,0.02314986476,0.3898,-2.449575911,-2.482633629,5.830572978,0.252,0.01383199523,0.02376858206
