model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log_intercept,log_slope,quadratic_intercept,quadratic_log_slope,log2_coefficient,log2_coefficient_low,log2_coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
uniform,1,32,conditional,128,6144,12,0.2691625666,0.1003254937,0.2703567528,0.0996871698,7.783219116e-05,-0.03708879131,0.03438921798,0.4265,-2.483951,-2.48259587,5.844360076,0.2773,0.01246227613,0.02102724673
uniform,1,32,disorder,128,6144,12,-0.001725331501,0.001223258434,-0.01435430986,0.007973778689,-0.0008231053408,-0.02440575371,0.02305768599,0.4793,-2.448626871,-2.483218033,4.125109639,0.206,0.005251685936,0.005208441662
uniform,1,16,marginal,128,6144,12,0.1011215815,0.1415611217,0.9427187375,-0.2335917904,0.03912906026,-0.008653597165,0.08338344732,0.9359,1.816402035,-2.431808933,6.587608662,0.6098,0.2596046143,0.2428359143
uniform,1,16,conditional,128,6144,12,0.1817071322,0.1220964768,0.8079653602,-0.1570662988,0.02911713255,-0.02639213739,0.0853796503,0.8179,-0.6191636193,-2.477810048,3.986468798,0.2796,0.2699173507,0.2848476371
uniform,1,16,disorder,128,6144,12,-0.08058555066,0.01946464493,0.1347533773,-0.07652549162,0.01001192771,-0.02827854795,0.04753074759,0.6821,0.1442058499,-2.481995028,7.289593914,0.3511,0.03570849011,0.04271397363
uniform,1,8,marginal,128,6144,12,0.2988262911,0.09380899665,0.3329133782,0.08074538352,0.001190428762,-0.02799009596,0.02573062326,0.4485,-2.401702287,-2.482920371,4.35434139,0.2266,0.02924673985,0.02882583458
uniform,1,8,conditional,128,6144,12,0.3231174127,0.08826955117,0.2048438395,0.1335969855,-0.004130486797,-0.04037510715,0.0283322479,0.3387,-2.319147599,-2.483271419,3.82062296,0.194,0.09199370129,0.09715261851
uniform,1,8,disorder,128,6144,12,-0.02429112163,0.005539445487,0.1280695386,-0.05285160199,0.005320915558,-0.02045449835,0.03227009355,0.6528,-2.132522587,-2.483514061,2.957294651,0.1504,0.06292723147,0.06965354942
uniform,1,4,marginal,128,6144,12,0.3569628418,0.0835576412,-0.06916259624,0.2269890495,-0.01160432647,-0.04251337772,0.01421883335,0.1532,-1.847714395,-2.482683722,3.824001114,0.2123,0.1504799457,0.1465570629
uniform,1,4,conditional,128,6144,12,0.4763077456,0.06233423473,-0.4272358892,0.3664619033,-0.0246054668,-0.06334088698,0.0128284386,0.0842,-0.506080022,-2.47781374,5.137533334,0.3838,0.2082999784,0.2056172429
uniform,1,4,disorder,128,6144,12,-0.1193449038,0.02122340648,0.3580732929,-0.1394728538,0.01300114033,-0.01451008137,0.0388816122,0.8183,0.8664333321,-2.480358509,4.909274358,0.3247,0.0987290714,0.1125952085
