model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log2_coefficient,log2_coefficient_low,log2_coefficient_high,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high
gamma,1,32,disorder,1024,6144,8,0.01475902181,-0.1292159812,0.1668637492,-1.919122906,-2.077572632,5.344417364
gamma,1,32,disorder,1536,6144,7,0.02123160914,-0.2492156313,0.3046880218,-1.853839234,-1.944063983,6.253767736
gamma,1,32,disorder,2048,6144,6,-0.06020920493,-0.5797569355,0.4677006792,-1.556840197,-1.78977462,7.22644173
gamma,1,32,disorder,2560,6144,5,-0.1224374251,-1.075026387,0.8221489401,-1.318017677,-1.607155932,12.95311287
gamma,1,16,disorder,1024,6144,8,-0.04404248035,-0.2233713292,0.1536926554,-0.9258947315,-2.076437732,5.17474382
gamma,1,16,disorder,1536,6144,7,-0.1349778044,-0.4718338779,0.2321653266,1.606592754,-1.941555205,11.39212907
gamma,1,16,disorder,2048,6144,6,-0.1309968085,-0.7617683252,0.5426010722,-0.6461151968,-1.788408314,12.96084169
gamma,1,16,disorder,2560,6144,5,0.08466112347,-1.088520954,1.286848505,-1.387198978,-1.60539754,13.30353288
gamma,1,8,disorder,1024,6144,8,0.0106086218,-0.1155938571,0.1402481353,-2.066192261,-2.079057732,1.655256292
gamma,1,8,disorder,1536,6144,7,0.05830662666,-0.1751319018,0.2943231526,-1.834486661,-1.945353119,2.405061547
gamma,1,8,disorder,2048,6144,6,0.07006076223,-0.3766016608,0.5148627753,-1.744979274,-1.791256527,1.903320966
gamma,1,8,disorder,2560,6144,5,0.1005141902,-0.7836323221,0.9621742984,-1.58090492,-1.608806175,3.84009383
gamma,1,4,disorder,1024,6144,8,0.12310156,-0.04462308384,0.2889678347,0.9791983529,-2.070628395,7.03718662
gamma,1,4,disorder,1536,6144,7,0.2164630399,-0.0970839106,0.5328054259,0.9771813294,-1.939679918,8.186267944
gamma,1,4,disorder,2048,6144,6,0.304923925,-0.2842542447,0.8838286611,0.068198914,-1.788360968,8.950353671
gamma,1,4,disorder,2560,6144,5,0.06269192376,-1.036561917,1.165008843,-1.578335035,-1.607583729,10.68456251
uniform,1,32,marginal,1024,6144,8,0.008182604017,-0.1499042127,0.1471427454,-1.963531168,-2.077370074,5.247959779
uniform,1,32,marginal,1536,6144,7,0.02500461133,-0.2669573376,0.2893842086,-1.642781906,-1.943711399,5.315942147
uniform,1,32,marginal,2048,6144,6,0.120667032,-0.413210087,0.6277865753,0.7198900059,-1.789198976,11.46674614
uniform,1,32,marginal,2560,6144,5,-0.03053111446,-1.053889358,0.9104989193,-1.503361974,-1.606054989,12.74808781
uniform,1,16,marginal,1024,6144,8,0.2094373469,-0.07141580905,0.4747074876,2.277526375,-2.047252722,8.225782675
uniform,1,16,marginal,1536,6144,7,0.3578637666,-0.160346952,0.8585377644,2.172985691,-1.91968487,8.448093187
uniform,1,16,marginal,2048,6144,6,0.6022039805,-0.3212411078,1.502432821,2.204521324,-1.767015698,9.02007732
uniform,1,16,marginal,2560,6144,5,0.9810718252,-0.6173054037,2.603232915,2.155202438,-1.59006693,10.61483707
uniform,1,8,marginal,1024,6144,8,0.01007438458,-0.1504308826,0.1517285945,-1.899169152,-2.077672824,5.327250374
uniform,1,8,marginal,1536,6144,7,0.04265467888,-0.252341256,0.3135340694,-0.9992772113,-1.944071886,8.314970476
uniform,1,8,marginal,2048,6144,6,-0.05389290772,-0.5851965502,0.4391947203,-1.081866456,-1.7889877,7.9272928
uniform,1,8,marginal,2560,6144,5,-0.2030430359,-1.179530916,0.7236704111,2.65074292,-1.604325248,13.42512221
uniform,1,4,marginal,1024,6144,8,-0.09291308224,-0.2598902404,0.06143020935,-0.9613005361,-2.075886278,6.599557657
uniform,1,4,marginal,1536,6144,7,-0.1583841234,-0.4649329011,0.1266011907,-1.013907724,-1.94307779,6.1070871
uniform,1,4,marginal,2048,6144,6,-0.2394845484,-0.8033327721,0.3000994183,-1.154210111,-1.789152012,4.962083927
uniform,1,4,marginal,2560,6144,5,-0.5417165322,-1.593512513,0.4726556555,-0.5915293575,-1.604804795,7.754043013
