model,fraction_num,fraction_den,component,log2_coefficient,log2_coefficient_low,log2_coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,1,32,marginal,0.003032546642,-0.006394927362,0.01143598842,0.7063,-1.972706234,-2.484212797,1.841092657,0.0884,0.09674532533,0.09410977567
gamma,1,32,conditional,0.01060950513,0.0002527373287,0.02050326271,0.977,6.433726515,-2.434041978,10.15467006,0.6148,0.08079070273,0.0192645773
gamma,1,32,disorder,-0.007653208944,-0.01695461287,0.001216649065,0.0444,3.13879803,-2.469623741,8.477999121,0.4834,0.1027388246,0.08652163488
gamma,1,16,marginal,0.00557284562,-0.004972619221,0.0146648047,0.8399,-0.8653663445,-2.482644561,3.528084797,0.1754,0.0546166187,0.0629741019
gamma,1,16,conditional,-0.003467930361,-0.01499584613,0.006936947138,0.2345,-1.137051572,-2.483469824,4.713302215,0.2092,0.03842576623,0.01969331022
gamma,1,16,disorder,0.008282099894,-0.00153768811,0.01798362069,0.9503,2.392321584,-2.471975237,7.680621879,0.4366,0.07195630864,0.05601383194
gamma,1,8,marginal,-0.006540866144,-0.01758256275,0.003423462189,0.0931,-1.082140963,-2.480968468,4.225887835,0.2364,0.1503203609,0.184008709
gamma,1,8,conditional,-0.003316905073,-0.01530560285,0.008117545188,0.2662,-2.145133002,-2.48373758,2.183981241,0.103,0.145240579,0.1700646581
gamma,1,8,disorder,-0.002406594996,-0.01299182847,0.007990076661,0.3141,-2.250396885,-2.484058828,1.749989153,0.0838,0.03335688763,0.02829797519
gamma,1,4,marginal,-0.00454669001,-0.0160209178,0.005451264544,0.165,-0.6374512984,-2.482047902,5.408241302,0.2579,0.1063502897,0.1009481054
gamma,1,4,conditional,0.001022640732,-0.01215218855,0.01293328454,0.5256,-2.449749274,-2.48408368,1.283331519,0.0692,0.1266107517,0.1240994606
gamma,1,4,disorder,-0.006111559265,-0.01757095228,0.00531055966,0.1388,-0.9337849904,-2.482357237,4.27424122,0.2188,0.1404983483,0.1187851614
uniform,1,32,marginal,-0.003463365764,-0.01263812186,0.00472384213,0.1845,-1.210098257,-2.482747441,4.51389299,0.2103,0.00853318262,0.02211290975
uniform,1,32,conditional,-0.001353806115,-0.01370694865,0.01029636508,0.3791,-2.306200814,-2.483802771,3.489638684,0.14,0.005799654182,0.01501377971
uniform,1,32,disorder,-0.001656347704,-0.01017128222,0.006771677484,0.3504,-2.084331796,-2.483927771,3.239411847,0.139,0.008779314471,0.005674179584
uniform,1,16,marginal,0.006414201296,-0.003872289738,0.01572414919,0.8763,0.0974814949,-2.482173047,5.146749164,0.2628,0.2753270472,0.2497151803
uniform,1,16,conditional,0.0065979991,-0.007134886814,0.01931787636,0.8129,-0.01548505533,-2.482892431,4.7861032,0.2286,0.2647439199,0.240136881
uniform,1,16,disorder,-0.001066169247,-0.01099141078,0.008634376562,0.4052,-2.431512419,-2.48433956,1.092283966,0.0618,0.05652963234,0.06723179444
uniform,1,8,marginal,0.006906004459,-0.004120870136,0.01617712484,0.8876,0.1559704548,-2.481504651,4.84933978,0.2552,0.03180511203,0.04224625085
uniform,1,8,conditional,0.004545619456,-0.01033591064,0.01806557652,0.6996,-1.856670107,-2.484115662,2.396433954,0.114,0.09141015873,0.09343421076
uniform,1,8,disorder,0.001588871347,-0.00868682954,0.01166539224,0.6223,-2.393725904,-2.484330577,0.9227418502,0.052,0.06237153172,0.06224264307
uniform,1,4,marginal,0.0008769259628,-0.01063405518,0.01118483437,0.5115,-2.453303996,-2.484240567,1.158676616,0.0602,0.1510125481,0.1546672215
uniform,1,4,conditional,-0.0002133073195,-0.0161250849,0.01478612243,0.4529,-2.483655483,-2.484035188,1.734981831,0.0809,0.2048295832,0.2204447599
uniform,1,4,disorder,0.000135334386,-0.01080920315,0.01078283795,0.5027,-2.483153688,-2.484129105,2.524496236,0.1152,0.09119204742,0.1052256274
