model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.0005187225674,-0.006255644523,0.003805592174,0.3161,-3.830953984,-3.870397111,2.173777562,0.0744,0.107173831,0.1068924753
gamma,conditional,block_gls,0.002162953611,-0.004232917445,0.007416114303,0.7062,-3.34625514,-3.869966407,2.363910344,0.0792,0.106374393,0.1017701975
gamma,disorder,block_gls,-0.002513012451,-0.007741631441,0.002546110706,0.1657,-2.977176447,-3.868971802,4.629881836,0.1618,0.09559991736,0.09238926543
uniform,marginal,block_gls,0.002610693318,-0.003061350202,0.006925781037,0.7798,-2.825674435,-3.869673384,3.497236888,0.1219,0.1581804783,0.1543202489
uniform,conditional,block_gls,0.002682101693,-0.005005182791,0.009128011072,0.7172,-3.30676995,-3.869781098,2.721358243,0.0862,0.1736098942,0.1729603445
uniform,disorder,block_gls,-0.0006546221821,-0.005699280115,0.00444231858,0.3974,-3.806052257,-3.869907815,1.549455359,0.059,0.06239927345,0.06662933368
