model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
gamma,1,32,32,2,6000,-0.02116666667,-0.01833333333,0.3454154998,0.3362374562,0.354426204,0.3136315914,0.3017915819,0.3251395167,0.03178390843,0.02293889398,0.04066047119
gamma,1,32,64,4,6000,-0.0145,-0.001833333333,0.4066276324,0.3963139881,0.4169503157,0.3623134967,0.349297469,0.3753738734,0.04431413569,0.0337792139,0.05508824943
gamma,1,32,128,8,6000,-0.01333333333,-0.008833333333,0.4708672418,0.4588761061,0.4825328503,0.4513150942,0.43519854,0.4672694133,0.01955214758,0.007327967161,0.03183875438
gamma,1,32,256,16,6000,-0.006333333333,-0.02066666667,0.5433569484,0.5296787187,0.5568692192,0.5039812747,0.4857444935,0.5221679724,0.03937567372,0.02541819887,0.05330738456
gamma,1,32,512,32,5000,-0.0114,-0.0316,0.620459832,0.6036329316,0.6373329186,0.5878135427,0.5649831286,0.6107664293,0.03264628926,0.01502337367,0.05044781156
gamma,1,32,768,48,4000,-0.0045,-0.0165,0.6672705676,0.6470086772,0.6870954957,0.6238339585,0.5977031266,0.6505376727,0.04343660915,0.02321838585,0.06354710553
gamma,1,32,1024,64,3000,0.0003333333333,-0.031,0.6847476937,0.6610681283,0.7083698788,0.6303859064,0.5983534845,0.6635495985,0.05436178726,0.02982510837,0.07971978993
gamma,1,32,1536,96,1600,0.001875,-0.015625,0.7359611476,0.6995675911,0.7723295761,0.6558818011,0.6112999287,0.7016877932,0.08007934647,0.04457503713,0.1157321373
gamma,1,32,2048,128,1000,-0.076,-0.009,0.7192907908,0.6786335085,0.7595154279,0.6979534535,0.6425297297,0.7541154279,0.02133733734,-0.02223893894,0.06504214214
gamma,1,32,2560,160,400,-0.1225,-0.03,0.7376409774,0.6600187187,0.8145374373,0.718768797,0.6129010808,0.8301222588,0.01887218045,-0.05661967419,0.09383505639
gamma,1,32,3072,192,300,0.04333333333,0.05,0.763690078,0.6811815775,0.84434267,0.6688740245,0.5589375697,0.7807971014,0.09481605351,0.006430044593,0.1842636566
gamma,1,32,4096,256,150,0.04666666667,-0.07333333333,0.929082774,0.7986543624,1.061970358,0.8585234899,0.6842041387,1.03973434,0.07055928412,-0.08022483221,0.221746085
gamma,1,32,5120,320,80,0.0125,0.0125,0.847943038,0.6542681962,1.040427215,0.582278481,0.4138449367,0.771835443,0.265664557,0.08670490506,0.4506408228
gamma,1,32,6144,384,40,0.075,0.15,0.8189102564,0.5637740385,1.0496875,0.8048076923,0.4971153846,1.116666667,0.0141025641,-0.2128205128,0.2544871795
gamma,1,16,32,4,6000,-0.01966666667,-0.007,0.4233526699,0.413120633,0.4335809847,0.3846505529,0.3710531033,0.3983856695,0.03870211702,0.02795165583,0.0493594099
gamma,1,16,64,8,6000,-0.02416666667,-0.01866666667,0.4791969634,0.4672890089,0.4909571133,0.444142232,0.4278657335,0.4599910013,0.03505473134,0.02274915541,0.04717312469
gamma,1,16,128,16,6000,-0.03233333333,-0.03633333333,0.5467416792,0.5331651247,0.5599591487,0.5019089848,0.4838329051,0.5198780963,0.04483269434,0.03077300592,0.05884577013
gamma,1,16,256,32,6000,-0.04166666667,-0.0045,0.6274763988,0.6109679922,0.6433958229,0.5846567622,0.5641004872,0.6051287715,0.04281963661,0.02663423071,0.05893537881
gamma,1,16,512,64,5000,-0.034,-0.041,0.6772169434,0.6580204716,0.6959479991,0.6308016603,0.6058153071,0.6556266773,0.04641528306,0.02717620024,0.06562307361
gamma,1,16,768,96,4000,-0.02925,-0.03025,0.7235455739,0.7015716468,0.7455146099,0.6849207302,0.6550721087,0.715760909,0.03862484371,0.01542385128,0.06088900975
gamma,1,16,1024,128,3000,0.007333333333,-0.04966666667,0.768162443,0.7404268576,0.7952391172,0.7071112037,0.6720560312,0.7429087474,0.0610512393,0.03351752806,0.08884242803
gamma,1,16,1536,192,1600,-0.04,-0.051875,0.7942884225,0.7552352642,0.8342979108,0.7231939884,0.67353703,0.7731935976,0.07109443402,0.03142258834,0.1108341542
gamma,1,16,2048,256,1000,-0.048,-0.009,0.7710785786,0.723241504,0.819487963,0.7064459459,0.643831031,0.7702580581,0.06463263263,0.01726258759,0.112288038
gamma,1,16,2560,320,400,-0.07,-0.01,0.9248120301,0.8304325658,1.020248434,0.8478195489,0.7323179041,0.9671221021,0.0769924812,-0.01734696115,0.1712109962
gamma,1,16,3072,384,300,-0.05,0.04666666667,0.8956465998,0.7957948718,0.9941560758,0.8598606466,0.7268673356,0.9983338907,0.03578595318,-0.06889632107,0.1427990524
gamma,1,16,4096,512,150,-0.06666666667,0.08,0.7529306488,0.6434423937,0.8550576063,0.6536017897,0.5123199105,0.797852349,0.09932885906,-0.01494630872,0.21051566
gamma,1,16,5120,640,80,-0.075,-0.125,0.9259493671,0.6973734177,1.149064478,0.846835443,0.5566455696,1.150646756,0.07911392405,-0.1435166139,0.3025356013
gamma,1,16,6144,768,40,-0.1,-0.075,1.133012821,0.8076923077,1.431754808,1.140705128,0.7304487179,1.543589744,-0.007692307692,-0.2859134615,0.2820512821
gamma,1,8,32,8,6000,-0.0615,-0.05,0.4935244624,0.4815423942,0.5049232483,0.4532594182,0.4372093682,0.4690002247,0.04026504417,0.02779028171,0.0529010856
gamma,1,8,64,16,6000,-0.055,-0.06566666667,0.5642588209,0.5509817174,0.5779584125,0.5196963938,0.5015002195,0.5380719116,0.04456242707,0.03022977857,0.0590416236
gamma,1,8,128,32,6000,-0.054,-0.0515,0.6089006918,0.5943096252,0.6234557617,0.5666746541,0.5469101128,0.5863370423,0.04222603767,0.02665828749,0.05725263377
gamma,1,8,256,64,6000,-0.0535,-0.05833333333,0.6933997194,0.6764100086,0.7099717727,0.6336772657,0.6109342047,0.6555745749,0.05972245374,0.04249151734,0.0772385592
gamma,1,8,512,128,5000,-0.046,-0.0744,0.7689281056,0.7478346734,0.78973751,0.7229413083,0.6946100155,0.7502719844,0.04598679736,0.02521119124,0.06695107522
gamma,1,8,768,192,4000,-0.02875,-0.0425,0.7992584084,0.7740766371,0.8241734012,0.7239614591,0.6921333247,0.7558705278,0.07529694924,0.04968190798,0.1002133158
gamma,1,8,1024,256,3000,-0.06266666667,-0.062,0.8400611315,0.8099226478,0.8691936618,0.7952648661,0.7553829054,0.8350011462,0.04479626542,0.01431299878,0.07495019173
gamma,1,8,1536,384,1600,-0.079375,-0.079375,0.8729952314,0.8272459496,0.9196207249,0.7667292058,0.7116884576,0.8229026735,0.1062660256,0.06187433552,0.1509998437
gamma,1,8,2048,512,1000,-0.017,-0.021,0.8725075075,0.8170147022,0.9269576577,0.7767687688,0.7107011011,0.8442792292,0.09573873874,0.04204126627,0.1496998999
gamma,1,8,2560,640,400,-0.0075,-0.03,0.9105482456,0.8210201284,0.9974328791,0.8405983709,0.7267669173,0.9552349624,0.06994987469,-0.01577944862,0.1614989035
gamma,1,8,3072,768,300,0,-0.02,0.9563210702,0.8467279822,1.069270206,0.9630100334,0.8000613155,1.130345596,-0.006688963211,-0.1149620959,0.1037572464
gamma,1,8,4096,1024,150,-0.04666666667,-0.006666666667,0.7841163311,0.6532662192,0.9098517897,0.730738255,0.5547880313,0.9147494407,0.05337807606,-0.07557158837,0.18
gamma,1,8,5120,1280,80,0.0125,-0.1625,0.9232594937,0.7195411392,1.129357199,0.8199367089,0.5973595728,1.035166139,0.1033227848,-0.1117167722,0.335443038
gamma,1,8,6144,1536,40,-0.375,0.2,0.8945512821,0.6188862179,1.163461538,0.8176282051,0.5064102564,1.125320513,0.07692307692,-0.1391025641,0.2871794872
gamma,1,4,32,16,6000,-0.109,-0.09783333333,0.5392803662,0.5262712324,0.5522159659,0.4951035034,0.4777291983,0.5125866922,0.04417686281,0.03042054162,0.05775445213
gamma,1,4,64,32,6000,-0.118,-0.1153333333,0.6061548036,0.5916429724,0.6207741731,0.5584228483,0.5389175363,0.5785766239,0.04773195533,0.03247961674,0.06286418431
gamma,1,4,128,64,6000,-0.1076666667,-0.1186666667,0.6692746013,0.6525097256,0.6857563007,0.6243768961,0.6022291799,0.64690185,0.04489770517,0.02742527088,0.06191688962
gamma,1,4,256,128,6000,-0.08933333333,-0.09483333333,0.7472209674,0.7286147403,0.7655580406,0.6938505168,0.6696586014,0.7189821446,0.05337045063,0.03432728024,0.07243240957
gamma,1,4,512,256,5000,-0.1034,-0.0976,0.8261565713,0.804530198,0.8481836847,0.7880407882,0.7574856931,0.8191043489,0.03811578316,0.0146289818,0.06092694539
gamma,1,4,768,384,4000,-0.09375,-0.10875,0.8666588522,0.8408410876,0.8929530383,0.8108402101,0.7758063664,0.8462161767,0.05581864216,0.03005263347,0.08249176044
gamma,1,4,1024,512,3000,-0.09633333333,-0.1,0.8964921085,0.8640907914,0.9284605146,0.8221006447,0.7791618317,0.8661184061,0.07439146382,0.04191781149,0.1068061326
gamma,1,4,1536,768,1600,-0.09,-0.059375,0.9425889228,0.8966331057,0.9882288295,0.8503750391,0.7903512351,0.9110614056,0.09221388368,0.04594506332,0.1397284436
gamma,1,4,2048,1024,1000,-0.118,-0.151,0.9751126126,0.9140088088,1.035587112,0.8658213213,0.7851640641,0.9503070571,0.1092912913,0.04599194194,0.1686602352
