model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.01658320929,-0.03693419707,-0.0005581598954,0.0223,-0.4959328687,-3.618962013,12.14953912,0.5465,0.09735643442,0.1063255159
gamma,conditional,block_gls,-0.02666939691,-0.05064450439,-0.007043235139,0.0052,1.971162697,-3.274816047,16.72182191,0.7442,0.1978985363,0.1955210809
gamma,disorder,block_gls,-0.004514324262,-0.02134083882,0.01211688835,0.2896,-3.413202122,-3.687459764,2.581912134,0.0948,0.1516399576,0.1668216905
uniform,marginal,block_gls,-0.00290293707,-0.02425714758,0.01315932193,0.2887,-3.594328067,-3.687851986,3.003477355,0.0984,0.1601910796,0.1636285825
uniform,conditional,block_gls,-0.01918051665,-0.04734845751,0.004706101567,0.0518,-1.526759506,-3.672435132,9.486734219,0.3948,0.1723318801,0.1760449103
uniform,disorder,block_gls,0.01287820198,-0.005758416173,0.03125496284,0.9083,-1.819538295,-3.683009869,7.321849895,0.2837,0.0712501924,0.05673500804
