model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log2_coefficient,log2_coefficient_low,log2_coefficient_high,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high
gamma,1,32,disorder,1024,6144,8,-0.029194045,-0.1853305869,0.1211185127,-1.756191324,-2.078078055,5.723297419
gamma,1,32,disorder,1536,6144,7,-0.05163923766,-0.3401774019,0.2224572455,-1.663526853,-1.944210957,5.865464585
gamma,1,32,disorder,2048,6144,6,-0.05545708565,-0.584151933,0.454561219,-1.696296906,-1.790434518,7.229789645
gamma,1,32,disorder,2560,6144,5,-0.2741894807,-1.255758207,0.6684984569,-0.8617727598,-1.606441186,10.77325106
gamma,1,16,disorder,1024,6144,8,0.06079556171,-0.1041763725,0.2410923661,0.838602238,-2.076256483,6.39412268
gamma,1,16,disorder,1536,6144,7,0.1236664733,-0.186473816,0.4561120538,1.906403066,-1.942371771,8.931664068
gamma,1,16,disorder,2048,6144,6,0.1491522419,-0.4259958014,0.7555991835,0.08116512594,-1.788290908,8.749089603
gamma,1,16,disorder,2560,6144,5,0.2059721938,-0.8650586131,1.337475075,-0.4719332039,-1.606659176,12.69419588
gamma,1,8,disorder,1024,6144,8,-0.01633498979,-0.2074987045,0.1849598768,-2.009858118,-2.077665557,3.96104672
gamma,1,8,disorder,1536,6144,7,-0.1123075155,-0.4663268541,0.2657410026,-0.9595838797,-1.943324599,5.441897022
gamma,1,8,disorder,2048,6144,6,-0.2547659382,-0.8936676061,0.4259675464,-0.2162629008,-1.787759423,7.307023329
gamma,1,8,disorder,2560,6144,5,-0.5219011415,-1.682871146,0.7008073117,0.5707650436,-1.605740465,14.27867429
gamma,1,4,disorder,1024,6144,8,-0.06981004427,-0.2567917525,0.1293194327,-0.3535678984,-2.076694307,5.298193676
gamma,1,4,disorder,1536,6144,7,-0.1151187425,-0.463089619,0.2553501468,-0.5729239252,-1.942359807,5.437219196
gamma,1,4,disorder,2048,6144,6,-0.3174871317,-0.9590066003,0.3543854552,1.884605459,-1.784581263,7.958248636
gamma,1,4,disorder,2560,6144,5,-0.7460933503,-1.920746193,0.4836853075,10.76933005,-1.587962129,18.249496
uniform,1,32,marginal,1024,6144,8,0.008182604017,-0.1500433504,0.1507069122,-1.963531168,-2.077447564,5.372844548
uniform,1,32,marginal,1536,6144,7,0.02500461133,-0.2620500619,0.2921061473,-1.642781906,-1.94354174,5.428609405
uniform,1,32,marginal,2048,6144,6,0.120667032,-0.4271309643,0.6376553576,0.7198900059,-1.789245065,11.40777276
uniform,1,32,marginal,2560,6144,5,-0.03053111446,-1.042816447,0.9471754012,-1.503361974,-1.605637803,12.38690475
uniform,1,16,marginal,1024,6144,8,0.2094373469,-0.06674962698,0.4834049607,2.277526375,-2.038152373,8.056024018
uniform,1,16,marginal,1536,6144,7,0.3578637666,-0.1448893313,0.8654319732,2.172985691,-1.916240422,8.222488228
uniform,1,16,marginal,2048,6144,6,0.6022039805,-0.2968389734,1.510293412,2.204521324,-1.769168018,9.023794337
uniform,1,16,marginal,2560,6144,5,0.9810718252,-0.6290067717,2.608303852,2.155202438,-1.584051653,10.72112437
uniform,1,8,marginal,1024,6144,8,0.01007438458,-0.1511780712,0.1510847966,-1.899169152,-2.077613957,5.584534284
uniform,1,8,marginal,1536,6144,7,0.04265467888,-0.255502457,0.3036107546,-0.9992772113,-1.944459833,8.044829929
uniform,1,8,marginal,2048,6144,6,-0.05389290772,-0.5921753958,0.4374031999,-1.081866456,-1.789931426,8.315425723
uniform,1,8,marginal,2560,6144,5,-0.2030430359,-1.216769432,0.7192106233,2.65074292,-1.604603403,13.12636983
uniform,1,4,marginal,1024,6144,8,-0.09291308224,-0.2605693821,0.0571418124,-0.9613005361,-2.075454809,6.620212653
uniform,1,4,marginal,1536,6144,7,-0.1583841234,-0.4610955181,0.1245362059,-1.013907724,-1.942621172,6.037414397
uniform,1,4,marginal,2048,6144,6,-0.2394845484,-0.7916053396,0.2796522444,-1.154210111,-1.789528277,4.786824497
uniform,1,4,marginal,2560,6144,5,-0.5417165322,-1.583092187,0.4429922971,-0.5915293575,-1.605707158,7.852790078
