model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
gamma,1,4,4096,2048,150,-0.09333333333,-0.1,1.040917226,0.8851202461,1.194409396,0.7684340045,0.598836689,0.9512550336,0.2724832215,0.1050469799,0.4502024609
gamma,1,4,5120,2560,80,0.0125,-0.2125,0.8504746835,0.655377769,1.041384494,0.6832278481,0.442721519,0.9556170886,0.1672468354,-0.04825949367,0.378164557
gamma,1,4,6144,3072,40,-0.175,-0.15,1.139423077,0.8201923077,1.429166667,1.089423077,0.7021233974,1.456410256,0.05,-0.2243589744,0.3551282051
uniform,1,32,32,2,6000,-0.01333333333,-0.007833333333,0.3358530727,0.3268438424,0.3447213963,0.3396248125,0.3272195366,0.3517254664,-0.003771739734,-0.01192584459,0.004483923015
uniform,1,32,64,4,6000,-0.01633333333,-0.02016666667,0.4168160666,0.4064624528,0.4271127816,0.4139783158,0.3995540701,0.4285516364,0.002837750736,-0.007526118936,0.01323833
uniform,1,32,128,8,6000,-0.004833333333,-0.01533333333,0.4736997138,0.4617751559,0.4853592592,0.4754407818,0.4589137634,0.4922771712,-0.001741067956,-0.01348821054,0.009990944324
uniform,1,32,256,16,6000,-0.008833333333,-0.02283333333,0.5489584653,0.535326578,0.5627589397,0.5511605268,0.5315865589,0.5703318581,-0.002202061455,-0.01613273323,0.01166620687
uniform,1,32,512,32,5000,-0.0288,-0.0272,0.6199393479,0.6028840398,0.6375017088,0.607320184,0.5844780936,0.6309108622,0.01261916383,-0.004786807361,0.0300180136
uniform,1,32,768,48,4000,-0.017,-0.0255,0.6779498625,0.657422508,0.6986822143,0.6783834709,0.6493460764,0.7076322987,-0.0004336084021,-0.02112901038,0.02045983371
uniform,1,32,1024,64,3000,-0.01666666667,-0.014,0.6853248861,0.6604889894,0.7092797363,0.6782225186,0.64585911,0.7118988149,0.007102367456,-0.01663296654,0.03099773258
uniform,1,32,1536,96,1600,0.001875,-0.046875,0.7205999844,0.6864852789,0.7548373593,0.7230136023,0.6751429751,0.7703993902,-0.002413617886,-0.03675979128,0.03232591659
uniform,1,32,2048,128,1000,-0.053,-0.016,0.7947622623,0.7459291792,0.8440475225,0.7645800801,0.6950934935,0.834711524,0.03018218218,-0.01966308809,0.08037162162
uniform,1,32,2560,160,400,0.025,0.0675,0.7705858396,0.6991682331,0.8391917293,0.7622525063,0.6654097744,0.8632825815,0.008333333333,-0.06482064536,0.07960761278
uniform,1,32,3072,192,300,-0.01,0.03666666667,0.7584726867,0.6761590022,0.8382388517,0.8082720178,0.6753811315,0.9454845318,-0.0497993311,-0.1405242475,0.0385735786
uniform,1,32,4096,256,150,-0.1133333333,-0.006666666667,0.8391498881,0.6884116331,0.9972332215,0.8063534676,0.6017897092,1.020673937,0.03279642058,-0.09361073826,0.1615212528
uniform,1,32,5120,320,80,-0.025,-0.1,0.8680379747,0.6689082278,1.054365111,0.8579113924,0.5693037975,1.165852453,0.01012658228,-0.2023773734,0.2164636076
uniform,1,32,6144,384,40,0.05,0,0.8705128205,0.6189102564,1.089102564,0.8705128205,0.5509615385,1.178205128,0,-0.2006410256,0.2019230769
uniform,1,16,32,4,6000,-0.02433333333,-0.02466666667,0.4236369951,0.413139576,0.4338385748,0.4234038451,0.4084823582,0.4384975065,0.0002331499694,-0.01051651525,0.01091562205
uniform,1,16,64,8,6000,-0.031,-0.0185,0.4853459327,0.4731382998,0.497509745,0.4942542507,0.4769977691,0.5115186767,-0.008908318053,-0.02116533519,0.003564523254
uniform,1,16,128,16,6000,-0.01883333333,-0.0305,0.5586172973,0.5450329715,0.5725315799,0.5668597544,0.54744321,0.5872353295,-0.008242457076,-0.02228882661,0.0058056308
uniform,1,16,256,32,6000,-0.01066666667,-0.03266666667,0.6123449464,0.5968211351,0.6278201172,0.620528088,0.597951253,0.6427620662,-0.008183141635,-0.02370301717,0.007465462994
uniform,1,16,512,64,5000,-0.0284,-0.0448,0.6999331866,0.6815417709,0.7188183932,0.6792013603,0.6530000785,0.7063277711,0.02073182637,0.001319913983,0.04019946089
uniform,1,16,768,96,4000,-0.01225,-0.006,0.7172112716,0.6956553271,0.7395082763,0.7245366029,0.6942967992,0.7550239708,-0.007325331333,-0.02879377969,0.01426602588
uniform,1,16,1024,128,3000,-0.041,-0.01133333333,0.7661840058,0.7393159623,0.7928936382,0.773317717,0.7348034998,0.8119374861,-0.007133711237,-0.03464815494,0.02005876403
uniform,1,16,1536,192,1600,-0.026875,-0.006875,0.8032422608,0.7644420927,0.842091737,0.8196873046,0.7632698708,0.8771999101,-0.01644504378,-0.05663086304,0.02368733388
uniform,1,16,2048,256,1000,0.002,-0.033,0.8347882883,0.7830788288,0.8856757257,0.8247122122,0.7535911912,0.898201539,0.01007607608,-0.04192224725,0.06028390891
uniform,1,16,2560,320,400,0.0525,-0.0125,0.8381390977,0.7584633459,0.9179677318,0.8550250627,0.7480419799,0.962383537,-0.01688596491,-0.09459320175,0.06276942356
uniform,1,16,3072,384,300,-0.07,-0.05,0.9126755853,0.8055168618,1.024299052,0.8459531773,0.7180379041,0.9786612319,0.06672240803,-0.04180992196,0.1854108138
uniform,1,16,4096,512,150,-0.08,-0.04,0.9288590604,0.7815816555,1.081096197,0.8448322148,0.663885906,1.034541387,0.08402684564,-0.06711409396,0.2375928412
uniform,1,16,5120,640,80,-0.025,-0.05,0.9477848101,0.7356724684,1.151271756,0.860443038,0.6063291139,1.119541139,0.08734177215,-0.1338726266,0.3193117089
uniform,1,16,6144,768,40,-0.025,0.125,1.325,0.8461458333,1.789767628,1.296153846,0.7407051282,1.851282051,0.02884615385,-0.3480929487,0.3891185897
uniform,1,8,32,8,6000,-0.05466666667,-0.05833333333,0.4888858699,0.4773127414,0.5006985838,0.4870744569,0.4699862828,0.5046196561,0.001811413013,-0.01053694921,0.01419576943
uniform,1,8,64,16,6000,-0.05083333333,-0.048,0.5608994694,0.5474113748,0.5742885526,0.5535049036,0.5346326457,0.5728340418,0.007394565761,-0.006704988331,0.02154778713
uniform,1,8,128,32,6000,-0.0335,-0.04783333333,0.6310667056,0.6155821092,0.6467244159,0.6275018614,0.6045622048,0.6503919348,0.003564844141,-0.01191699311,0.0194174668
uniform,1,8,256,64,6000,-0.054,-0.05783333333,0.6917349419,0.6741481869,0.7090598586,0.6908577957,0.6655916371,0.7160999038,0.000877146191,-0.0167244638,0.01842246208
uniform,1,8,512,128,5000,-0.0602,-0.055,0.7302215243,0.7099666578,0.7507303956,0.7275319864,0.6990364198,0.7559470589,0.002689537908,-0.01753568214,0.02290847369
uniform,1,8,768,192,4000,-0.02575,-0.04125,0.7880146912,0.7638666042,0.8117634541,0.8015802701,0.7674273631,0.8351350869,-0.01356557889,-0.03713244874,0.01054050075
uniform,1,8,1024,256,3000,-0.04033333333,-0.065,0.825015783,0.7957063785,0.854001049,0.7869580971,0.746837161,0.8265824511,0.0380576859,0.008454476492,0.06814065522
uniform,1,8,1536,384,1600,-0.023125,-0.001875,0.8909126798,0.8479689112,0.9328698943,0.8771974672,0.8180101821,0.9378349554,0.01371521263,-0.02956548038,0.05753115228
uniform,1,8,2048,512,1000,-0.05,-0.055,0.8756131131,0.8216244745,0.9309399399,0.8993868869,0.8187593969,0.9816698699,-0.02377377377,-0.08081153654,0.0320036036
uniform,1,8,2560,640,400,-0.055,-0.025,0.8778696742,0.7921448152,0.9602362155,0.9393984962,0.8037988722,1.077593985,-0.06152882206,-0.1528834586,0.02690570175
uniform,1,8,3072,768,300,0.02333333333,-0.04666666667,0.920039019,0.8132820513,1.021712235,0.8721237458,0.7374080268,1.013795987,0.04791527313,-0.05083890747,0.1456086957
uniform,1,8,4096,1024,150,-0.18,-0.12,0.9529530201,0.8128126398,1.093357942,0.880738255,0.68950783,1.076158837,0.0722147651,-0.07463758389,0.2201375839
uniform,1,8,5120,1280,80,-0.2125,0.1,1.003718354,0.7776839399,1.233154668,1.058148734,0.7606803797,1.369541139,-0.05443037975,-0.2520648734,0.1443196203
uniform,1,8,6144,1536,40,-0.25,0.175,0.9650641026,0.7188862179,1.176290064,0.8945512821,0.6038461538,1.176602564,0.07051282051,-0.1647596154,0.3076923077
uniform,1,4,32,16,6000,-0.1133333333,-0.1256666667,0.5436056565,0.5310562372,0.555844065,0.5525160304,0.533805162,0.5716325731,-0.008910373951,-0.02289758849,0.004653490165
uniform,1,4,64,32,6000,-0.1071666667,-0.09783333333,0.6157412624,0.6012958601,0.630731118,0.6163925099,0.5948435569,0.6381903553,-0.0006512474301,-0.01610290743,0.01486821762
uniform,1,4,128,64,6000,-0.0905,-0.1001666667,0.6888363338,0.6714298869,0.7056815629,0.7027370673,0.6770405564,0.7278537669,-0.01390073346,-0.03141670139,0.004216754181
uniform,1,4,256,128,6000,-0.1105,-0.096,0.763164069,0.7439503007,0.7820859584,0.7662725871,0.7394616426,0.7929484369,-0.003108518086,-0.02208345974,0.0157418035
uniform,1,4,512,256,5000,-0.0796,-0.11,0.8127444689,0.7904841128,0.8349845634,0.80969986,0.7781496139,0.8417008882,0.003044608922,-0.01948259152,0.02634929986
uniform,1,4,768,384,4000,-0.102,-0.117,0.8346621655,0.8082195885,0.8602605964,0.8430982746,0.8062698182,0.8796793487,-0.008436109027,-0.03514857621,0.01808485559
uniform,1,4,1024,512,3000,-0.1283333333,-0.1086666667,0.8829887185,0.8517299544,0.914706316,0.8742646993,0.8305098366,0.9189285873,0.008724019117,-0.02317128487,0.0406497388
uniform,1,4,1536,768,1600,-0.093125,-0.073125,0.9248182458,0.8781102447,0.970968066,0.9003627267,0.8361404198,0.9649304888,0.02445551907,-0.02018792996,0.06923594825
uniform,1,4,2048,1024,1000,-0.098,-0.111,0.977515015,0.9180630631,1.03580274,0.9954109109,0.9148686687,1.078466667,-0.0178958959,-0.07713648649,0.03964104104
uniform,1,4,2560,1280,400,-0.045,0.0325,0.9571021303,0.8684039004,1.047462406,0.9230545113,0.8019899749,1.047676613,0.03404761905,-0.05914301378,0.1299315476
uniform,1,4,3072,1536,300,-0.1833333333,-0.19,1.031917503,0.9127012263,1.154511288,1.020044593,0.8629375697,1.183948021,0.0118729097,-0.1028779264,0.1286290412
uniform,1,4,4096,2048,150,-0.18,-0.1066666667,0.9343400447,0.7925027964,1.08246085,0.9536689038,0.7709256152,1.147307047,-0.01932885906,-0.1470268456,0.1109228188
uniform,1,4,5120,2560,80,-0.125,-0.25,1.150316456,0.8907436709,1.407201345,1.068037975,0.7085443038,1.470806962,0.08227848101,-0.1614003165,0.3117088608
uniform,1,4,6144,3072,40,-0.175,0,0.8689102564,0.6189102564,1.089775641,0.7407051282,0.453525641,1.046153846,0.1282051282,-0.1051282051,0.3435897436
