model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
uniform,1,4,32,16,6000,-0.1133333333,-0.1256666667,0.5436056565,0.5308107188,0.5558251205,0.5525160304,0.533669106,0.5711517281,-0.008910373951,-0.02252781297,0.004759422404
uniform,1,4,64,32,6000,-0.1071666667,-0.09783333333,0.6157412624,0.600746531,0.6305602837,0.6163925099,0.5946523042,0.6382018211,-0.0006512474301,-0.01590595308,0.01479655984
uniform,1,4,128,64,6000,-0.0905,-0.1001666667,0.6888363338,0.6718030481,0.7063152258,0.7027370673,0.6779629664,0.728248465,-0.01390073346,-0.03162580638,0.003435822637
uniform,1,4,256,128,6000,-0.1105,-0.096,0.763164069,0.7440917615,0.7819609758,0.7662725871,0.7393558715,0.7923316497,-0.003108518086,-0.02199720926,0.0159735317
uniform,1,4,512,256,5000,-0.0796,-0.11,0.8127444689,0.7903046179,0.8353335442,0.80969986,0.7774214923,0.8412160192,0.003044608922,-0.01878147029,0.02633608422
uniform,1,4,768,384,4000,-0.102,-0.117,0.8346621655,0.8085093148,0.8608357746,0.8430982746,0.8058600955,0.880598069,-0.008436109027,-0.03478401475,0.01779729151
uniform,1,4,1024,512,3000,-0.1283333333,-0.1086666667,0.8829887185,0.8516096421,0.9152283025,0.8742646993,0.829411508,0.9190914749,0.008724019117,-0.0233696899,0.04000671891
uniform,1,4,1536,768,1600,-0.093125,-0.073125,0.9248182458,0.8800095372,0.9694921435,0.9003627267,0.8368972405,0.9623990775,0.02445551907,-0.01983139853,0.06995458099
uniform,1,4,2048,1024,1000,-0.098,-0.111,0.977515015,0.9187751877,1.034970345,0.9954109109,0.9159915916,1.079064902,-0.0178958959,-0.07707765265,0.03934522022
uniform,1,4,2560,1280,400,-0.045,0.0325,0.9571021303,0.866585213,1.047832159,0.9230545113,0.8052091949,1.050014098,0.03404761905,-0.06100704887,0.125314693
uniform,1,4,3072,1536,300,-0.1833333333,-0.19,1.031917503,0.9115135173,1.150255853,1.020044593,0.8628460145,1.180180045,0.0118729097,-0.101673913,0.1285301003
uniform,1,4,4096,2048,150,-0.18,-0.1066666667,0.9343400447,0.7869535794,1.079210291,0.9536689038,0.7647427293,1.147293065,-0.01932885906,-0.1476510067,0.1119463087
uniform,1,4,5120,2560,80,-0.125,-0.25,1.150316456,0.8870154272,1.410132516,1.068037975,0.708775712,1.473971519,0.08227848101,-0.1693117089,0.3053797468
uniform,1,4,6144,3072,40,-0.175,0,0.8689102564,0.6111939103,1.096169872,0.7407051282,0.4358974359,1.044871795,0.1282051282,-0.1,0.3455128205
