model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.001881408252,-0.007332889472,0.002424043505,0.1567,-3.307789158,-3.868496918,4.687545611,0.1612,0.1405331851,0.1399393825
gamma,conditional,block_gls,-0.004439951685,-0.01084968504,0.0009345705336,0.05,-1.678389303,-3.856417523,9.223003404,0.3844,0.1869501057,0.1848024315
gamma,disorder,block_gls,0.001143504914,-0.003936652683,0.005915382068,0.659,-3.669676523,-3.869672031,1.709215421,0.0681,0.09580760083,0.09560814087
uniform,marginal,block_gls,0.002408931939,-0.00332860183,0.006846461936,0.754,-2.984473752,-3.869593852,3.299297351,0.1091,0.1581970481,0.1546027527
uniform,conditional,block_gls,0.002526231895,-0.005029147432,0.009056140286,0.7075,-3.373450015,-3.870032908,2.621648456,0.0875,0.1735519061,0.1728815614
uniform,disorder,block_gls,-0.000666548357,-0.00583106928,0.004416441885,0.3872,-3.8044427,-3.870025095,1.646762095,0.0602,0.06269958393,0.06698919636
