model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log_intercept,log_slope,quadratic_intercept,quadratic_log_slope,log2_coefficient,log2_coefficient_low,log2_coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,1,32,marginal,128,6144,12,0.2196774363,0.1143967111,0.4823793177,-0.0260243364,0.01712183799,-0.02016391352,0.05193065463,0.783,-0.9649512418,-2.480538125,3.21495371,0.2183,0.1727024228,0.1954245779
gamma,1,32,conditional,128,6144,12,0.1851180205,0.09861688705,0.4462404761,-0.040959916,0.01701889746,-0.02766474622,0.06887569392,0.7061,-1.791271474,-2.481641193,3.708946766,0.1244,0.2371973245,0.2799719113
gamma,1,32,disorder,128,6144,12,0.03455941586,0.0157798241,0.0361388416,0.0149355796,0.0001029405332,-0.03493569323,0.03399047005,0.4921,-2.484759614,-2.482732827,4.888337563,0.2264,0.0691401105,0.08599504197
gamma,1,16,marginal,128,6144,12,0.3654140571,0.07720384749,0.01011635085,0.2355824354,-0.01651914489,-0.04050593619,0.002433286376,0.0405,3.245481522,-2.459387705,9.803898951,0.5732,0.09737566331,0.09216113103
gamma,1,16,conditional,128,6144,12,0.3563665166,0.05957333276,-0.2068170418,0.3106197515,-0.02618455069,-0.05255868736,-0.00173440311,0.0185,-0.5203790978,-2.451554003,5.143929874,0.3638,0.2284630807,0.2656064405
gamma,1,16,disorder,128,6144,12,0.00904754053,0.01763051473,0.2169333926,-0.07503731602,0.009665405802,-0.01421600835,0.0327698738,0.7663,-1.928841301,-2.483613482,2.019064016,0.101,0.1373430734,0.1763640726
gamma,1,8,marginal,128,6144,12,0.3190772406,0.09141454687,0.09603323012,0.1768944429,-0.007789401434,-0.04076804737,0.02255950283,0.2488,-2.156704105,-2.482698065,2.879830738,0.1528,0.1507844692,0.1618833217
gamma,1,8,conditional,128,6144,12,0.3206247977,0.07253246621,-0.18825363,0.2675561972,-0.01777164222,-0.05389510134,0.01758078611,0.1346,1.011216865,-2.477313357,4.886649767,0.4157,0.1173023104,0.1213720819
gamma,1,8,disorder,128,6144,12,-0.0015475571,0.01888208067,0.2842868601,-0.0906617543,0.009982240789,-0.01827706872,0.0386747147,0.7428,-1.799683413,-2.483667064,3.939736269,0.196,0.1231689816,0.1173822078
gamma,1,4,marginal,128,6144,12,0.3224747795,0.08801257984,0.193280226,0.1314987346,-0.003518249893,-0.03720200787,0.02522777094,0.3289,-2.422965769,-2.483779748,4.222951201,0.1716,0.141992973,0.1410837181
gamma,1,4,conditional,128,6144,12,0.3089396498,0.07128598675,0.2182802257,0.1018014353,-0.002468854147,-0.04377860954,0.03666060529,0.3845,-2.467782775,-2.484005377,6.340257301,0.1722,0.1987515924,0.2232410269
gamma,1,4,disorder,128,6144,12,0.01353512969,0.01672659308,-0.02499999971,0.02969729932,-0.001049395746,-0.03177836119,0.03062038829,0.4516,-2.477687638,-2.483852161,2.664299191,0.1138,0.08993201604,0.1399590774
uniform,1,32,marginal,128,6144,12,0.2674372351,0.1015487521,0.2560024429,0.1076609485,-0.0007452731496,-0.02901133027,0.02312941711,0.3972,-2.449575911,-2.48266539,5.784375143,0.2505,0.01383199523,0.02376858206
uniform,1,32,conditional,128,6144,12,0.2691625666,0.1003254937,0.2703567528,0.0996871698,7.783219116e-05,-0.03654170721,0.03497511689,0.4332,-2.483951,-2.483049388,5.582880632,0.2619,0.01246227613,0.02102724673
uniform,1,32,disorder,128,6144,12,-0.001725331501,0.001223258434,-0.01435430986,0.007973778689,-0.0008231053408,-0.02427303792,0.02266449435,0.4764,-2.448626871,-2.482861803,4.3458011,0.2024,0.005251685936,0.005208441662
uniform,1,16,marginal,128,6144,12,0.1011215815,0.1415611217,0.9427187375,-0.2335917904,0.03912906026,-0.009103982854,0.08330318511,0.9382,1.816402035,-2.437606626,6.563818091,0.6196,0.2596046143,0.2428359143
uniform,1,16,conditional,128,6144,12,0.1817071322,0.1220964768,0.8079653602,-0.1570662988,0.02911713255,-0.02672631096,0.08361819181,0.8117,-0.6191636193,-2.478094514,3.693864092,0.2691,0.2699173507,0.2848476371
uniform,1,16,disorder,128,6144,12,-0.08058555066,0.01946464493,0.1347533773,-0.07652549162,0.01001192771,-0.02767111352,0.04682597059,0.6979,0.1442058499,-2.4812106,7.384894524,0.3606,0.03570849011,0.04271397363
uniform,1,8,marginal,128,6144,12,0.2988262911,0.09380899665,0.3329133782,0.08074538352,0.001190428762,-0.02845770633,0.02547907263,0.4399,-2.401702287,-2.482627051,4.182306883,0.2269,0.02924673985,0.02882583458
uniform,1,8,conditional,128,6144,12,0.3231174127,0.08826955117,0.2048438395,0.1335969855,-0.004130486797,-0.03963544084,0.02895340025,0.3376,-2.319147599,-2.483617241,3.874449513,0.1933,0.09199370129,0.09715261851
uniform,1,8,disorder,128,6144,12,-0.02429112163,0.005539445487,0.1280695386,-0.05285160199,0.005320915558,-0.02058587786,0.03121370241,0.6479,-2.132522587,-2.483865232,2.883379265,0.1542,0.06292723147,0.06965354942
uniform,1,4,marginal,128,6144,12,0.3569628418,0.0835576412,-0.06916259624,0.2269890495,-0.01160432647,-0.04264013434,0.01410672162,0.1556,-1.847714395,-2.482926295,3.772591365,0.2178,0.1504799457,0.1465570629
uniform,1,4,conditional,128,6144,12,0.4763077456,0.06233423473,-0.4272358892,0.3664619033,-0.0246054668,-0.06320631551,0.01284307512,0.0857,-0.506080022,-2.47740694,5.274010762,0.3903,0.2082999784,0.2056172429
uniform,1,4,disorder,128,6144,12,-0.1193449038,0.02122340648,0.3580732929,-0.1394728538,0.01300114033,-0.01439909006,0.03942638856,0.8227,0.8664333321,-2.481042591,4.881241892,0.3237,0.0987290714,0.1125952085
