L,environment_id,environment_seed,exact_mean,mcmc_mean,mcmc_minus_exact_mean,estimated_mcmc_mean_standard_error,standardized_mean_error,zero_standard_error_inconsistent,exact_conditional_variance,mcmc_conditional_variance,mcmc_minus_exact_conditional_variance,extremal_start_gap,standardized_extremal_start_gap,minimum_chain_ess,minimum_pair_swap_acceptance,target_exchange_acceptance
2,47,10898773379333184956,-0.0001381977261576278,0.0,0.0001381977261576278,0.0,NaN,true,0.002441231808781244,0.0,-0.002441231808781244,0.0,0.0,2000.0,0.8697142857142857,0.9765714285714285
2,48,3564204126993266215,0.09217971852298863,0.10200000000000001,0.009820281477011375,0.010037082220932277,0.9784000231193917,false,0.36025665459182016,0.40819609804902457,0.04793944345720441,-0.00399999999999999,0.19926109560296382,1950.1508663940285,0.8717142857142857,0.9754285714285714
2,49,1425580827690003945,-0.017628618833996315,-0.012,0.005628618833996315,0.0042295276866603174,1.3307913438535108,false,0.07295652474291281,0.047991995997998915,-0.024964528744913894,0.008,0.9457320760934527,1336.012498008698,0.8705714285714286,0.9685714285714285
2,50,2439011098518677536,1.6713736055908729e-6,0.0,-1.6713736055908729e-6,0.0,NaN,true,7.381181939921169e-5,0.0,-7.381181939921169e-5,0.0,0.0,2000.0,0.8382857142857143,0.9817142857142858
2,51,5697189617753370040,0.013544524205201568,0.008,-0.005544524205201568,0.0028261269427873143,-1.9618808062928657,false,0.05401239776342315,0.03200800400200101,-0.022004393761422138,0.004,0.707682294705229,2000.0,0.8097142857142857,0.9777142857142858
2,52,7782557638336321625,1.8078125864583443e-6,0.0,-1.8078125864583443e-6,0.0,NaN,true,0.00010753971284476437,0.0,-0.00010753971284476437,0.0,0.0,2000.0,0.8465714285714285,0.9797142857142858
2,53,15277900226520664737,-0.001491031210701981,-0.003,-0.0015089687892980192,0.0017317619639401584,-0.8713488462725943,false,0.008562005330535898,0.012004002001000507,0.0034419966704646084,-0.002,0.5774465664581113,2000.0,0.7885714285714286,0.9788571428571429
2,54,11252975053233234074,0.001336434262382502,0.0,-0.001336434262382502,0.0,NaN,true,0.005352221796391277,0.0,-0.005352221796391277,0.0,0.0,2000.0,0.856,0.9774285714285714
2,55,6458138186558408672,2.175447325286144,2.174,-0.0014473252861439967,0.03808244483094735,-0.03800505173890099,false,4.083144993950502,4.089756878439222,0.006611884488719966,-0.02400000000000002,0.3151058198408606,1318.1009617043462,0.8777142857142857,0.9717142857142858
2,56,7005692776000400354,0.06722682439744908,0.065,-0.002226824397449076,0.008134447407003668,-0.27375238735108237,false,0.26677902483073157,0.26008004002001034,-0.006698984810721231,-0.010000000000000009,0.6146699031694594,1861.4964730783777,0.8968571428571429,0.9682857142857143
2,57,18269917364268815200,3.463061780853427e-5,0.002,0.0019653693821914658,0.0014138597878679048,1.390073753462665,false,0.0044767261098380695,0.007995997998999506,0.0035192718891614364,0.004,1.414567425399369,2000.0,0.8577142857142858,0.9728571428571429
2,58,14591077346762218869,0.0002852466197285191,0.002,0.0017147533802714808,0.0014138597878679048,1.2128171371627468,false,0.003457915383274438,0.007995997998999506,0.004538082615725068,-0.004,1.414567425399369,2000.0,0.8014285714285714,0.9808571428571429
2,59,16623558255996772727,1.9385361047286054e-5,-0.002,-0.002019385361047286,0.0014142135623730955,-1.42792108262538,false,0.0038568465216450853,0.0080040020010005,0.004147155479355414,0.0,0.0,2000.0,0.9157142857142857,0.9702857142857143
2,60,4697546374334961470,-0.013112502578086374,-0.016,-0.0028874974219136266,0.003991862658426749,-0.7233458836110436,false,0.052305373223140716,0.06395997998999503,0.011654606766854314,-0.011999999999999999,1.503057723525159,2000.0,0.882,0.9748571428571429
2,61,18242555095560972628,-0.002489345930776333,0.0,0.002489345930776333,0.0,NaN,true,0.009961710338455998,0.0,-0.009961710338455998,0.0,0.0,2000.0,0.8794285714285714,0.972
2,62,12386845426767845231,0.44124807590256543,0.435,-0.006248075902565431,0.02893373743713446,-0.21594430778743623,false,1.5702927414949985,1.5887763881940957,0.01848364669909719,0.006000000000000005,0.10368518780258609,846.5308228129026,0.8514285714285714,0.9811428571428571
2,63,7588351857081764211,0.007031358972771049,0.012,0.004968641027228951,0.004239337919179894,1.1720323130528227,false,0.05254674696541598,0.07202801400700351,0.01948126704158753,0.004,0.4717717809074543,2000.0,0.8522857142857143,0.9765714285714285
2,64,11402664232020775766,5.122613252540026e-5,0.0,-5.122613252540026e-5,0.0,NaN,true,0.00020505400413951846,0.0,-0.00020505400413951846,0.0,0.0,2000.0,0.816,0.9788571428571429
4,1,17282016616865581245,0.4779390426969654,0.484,0.006060957303034575,0.02720358758672828,0.22279992606532215,false,2.2010852376929515,2.132458229114559,-0.06862700857839243,0.09600000000000003,1.764473154394445,1470.5892436331974,0.7133333333333334,0.9293333333333333
4,2,5886055161830666488,0.05268988466085802,0.034,-0.018689884660858018,0.010699743466790562,-1.746760071292077,false,0.20886145282117236,0.13606003001500758,-0.07280142280616478,-0.003999999999999997,0.1869203692787139,532.955107128273,0.682,0.946
4,3,1746759412847042884,-1.349887928202417e-7,0.0,1.349887928202417e-7,0.0,NaN,true,1.6504297950418234e-5,0.0,-1.6504297950418234e-5,0.0,0.0,2000.0,0.7093333333333334,0.9206666666666666
4,4,1014571002134228467,-0.0016982145269288052,0.0,0.0016982145269288052,0.0,NaN,true,0.007365969370238344,0.0,-0.007365969370238344,0.0,0.0,2000.0,0.6593333333333333,0.932
4,5,13058620766198014872,-0.013019153387629157,-0.007,0.006019153387629156,0.00264404907249258,2.2764907997546433,false,0.05190765142071297,0.028012006003001536,-0.023895645417711435,0.002,0.37820780650537883,2000.0,0.6946666666666667,0.9426666666666667
4,6,27383927088038612,0.2455004443264264,0.27,0.02449955567357362,0.04225530872041486,0.5797982884393676,false,1.0320221164982764,1.0941150575287644,0.062092941030488014,0.192,2.2719038839638013,259.21392260632126,0.7133333333333334,0.9453333333333334
4,7,4760756650236809567,-0.1143423639176695,-0.16899999999999998,-0.054657636082330485,0.046197578796332205,-1.1831277202490524,false,2.078619752552468,1.8124562281140577,-0.2661635244384104,-0.03,0.3246923408287125,411.9211157882838,0.742,0.9213333333333333
4,8,9310951924280829014,-0.08216477958411911,-0.07200000000000001,0.010164779584119099,0.010458863318303577,0.9718818646697662,false,0.32891691781179894,0.2960760380190094,-0.032840879792789546,-0.011999999999999997,0.5736761077563443,1315.2496749882223,0.6793333333333333,0.9206666666666666
4,9,9991041946535511762,1.5850517582281112,1.63,0.04494824177188872,0.036343381903781266,1.236765524212599,false,3.828373229288851,3.8419209604802402,0.01354773119138919,0.0,0.0,1436.6175482995386,0.6773333333333333,0.93
4,10,1894710441496994400,-2.169358411422891,-2.152,0.017358411422891074,0.03647394585677808,0.47591262790848554,false,4.00694999537924,3.9841920960480257,-0.022757899331214304,-0.06000000000000005,0.8225049222203915,1442.1652933138648,0.7606666666666667,0.94
4,11,13445678961970919360,-0.7049504714607966,-0.721,-0.016049528539203384,0.03670657280710945,-0.4372385464462337,false,2.323232436569113,2.419959979989993,0.0967275434208803,-0.050000000000000044,0.6810769322260982,866.030541760324,0.7946666666666666,0.916
4,12,3746123299479940832,0.01596585381719966,0.020999999999999998,0.005034146182800337,0.004571427454798695,1.1012197464745765,false,0.06370230113309167,0.08402401200600308,0.020321710872911417,-0.006000000000000002,0.6562501602974924,2000.0,0.774,0.916
4,13,12617324544406650441,-0.0020167016002918814,-0.002,1.670160029188135e-5,0.0014138597878679052,0.011812769862467971,false,0.00945747465438218,0.007995997998999511,-0.0014614766553826698,0.004,1.4145674253993685,2000.0,0.7006666666666667,0.928
