distribution,distribution_params,L,log_L,log_log_L,observations,environments,walks_per_environment_min,walks_per_environment_max,mean_winding,annealed_variance,annealed_variance_se,quenched_variance,quenched_variance_se,environment_mean_variance,mean_exit_x_over_L,mean_exit_y_over_L,mean_raw_walk_length,mean_loop_erased_path_length,mean_runtime
triangular,"{""a"":0.8}",2048,7.6246189861593985,2.0313823522167063,500,100,5,5,0.1,5.8016032064128265,0.36431949179426654,5.672000000000001,0.3871446366630561,1.2650505050505052,-0.030794921875,0.03413671875,5.268488148e6,18141.12,1.850135376412
triangular,"{""a"":0.8}",4096,8.317766166719343,2.118393729206336,500,100,5,5,0.094,5.724613226452907,0.3768006524046985,5.2860000000000005,0.3576495096000716,1.4993575757575757,0.057353515625,-0.0274482421875,1.995173226e7,42576.096,6.46457373339
uniform,"{""a"":0.7}",32,3.4657359027997265,1.242924991852436,5000,500,10,10,-0.0178,2.4703772354470894,0.05309341593152414,2.3794888888888885,0.05292505505228398,0.32900116232464927,0.0097125,-0.0162875,1219.8068,97.7108,0.00654937110657338
uniform,"{""a"":0.7}",64,4.1588830833596715,1.4252465486463906,5000,500,10,10,0.0144,3.0267979995999195,0.06421687530045787,2.9568444444444446,0.06715624904868218,0.3657641683366734,0.022678125,0.00149375,4932.9814,232.2858,0.025108212837344036
uniform,"{""a"":0.7}",128,4.852030263919617,1.5793972284736488,5000,500,10,10,0.0504,3.6505899579915977,0.07550122839124894,3.5880000000000005,0.07940656963015097,0.42150284569138274,-0.0027640625,0.0107515625,19940.1444,555.632,0.1010841675259173
uniform,"{""a"":0.7}",256,5.545177444479562,1.7129286210981716,5000,500,10,10,-0.0006,4.238247289457892,0.08560374420624181,4.1779777777777785,0.08943697878949153,0.4781759919839678,-0.015509375,-0.01233828125,77485.7334,1317.8926,0.40990140520539137
uniform,"{""a"":0.7}",512,6.238324625039508,1.830711656754555,5000,500,10,10,0.034,4.7549949989998,0.09622675313376645,4.658711111111111,0.10313243717528421,0.5623286573146294,-0.022415625,0.007284765625,312391.7742,3137.2238,2.0188604134837864
uniform,"{""a"":0.7}",1024,6.931471805599453,1.9360721724123813,5000,500,10,10,-0.0354,5.380823004600919,0.10636297556410815,5.242111111111111,0.10844477696234123,0.6631731863727456,0.00037734375,0.01695859375,1.2827635436e6,7445.7452,11.579569148815843
uniform,"{""a"":0.7}",2048,7.6246189861593985,2.0313823522167063,500,100,5,5,-0.078,5.679274549098195,0.3253439834000667,5.569,0.33240687919074924,1.2249656565656568,0.012107421875,0.026078125,5.16590172e6,17830.724,1.8168933736300001
uniform,"{""a"":0.7}",4096,8.317766166719343,2.118393729206336,500,100,5,5,0.244,6.192849699398794,0.400979339490828,5.9270000000000005,0.4460440142253483,1.45339797979798,0.0549140625,-0.03170654296875,2.0362878786e7,41783.458,6.78018407119
weibull,"{""shape"":0.7}",32,3.4657359027997265,1.242924991852436,5000,500,10,10,0.0072,2.68928601720344,0.06937432729812984,2.2056888888888895,0.05683645142289075,0.705038236472946,0.00295,-0.0251375,1876.534,101.3148,0.007399517003702931
weibull,"{""shape"":0.7}",64,4.1588830833596715,1.4252465486463906,5000,500,10,10,-0.0238,3.0366408881776352,0.07767775506083889,2.507088888888889,0.05970912395862197,0.781215991983968,-0.00535625,0.00218125,7630.972,237.242,0.0279403717309935
weibull,"{""shape"":0.7}",128,4.852030263919617,1.5793972284736488,5000,500,10,10,0.0238,3.6947725145029002,0.08689841308862671,3.160911111111111,0.07329231337244983,0.8509153907815632,0.01579375,-0.0030046875,31470.2302,573.1214,0.11957787477308884
weibull,"{""shape"":0.7}",256,5.545177444479562,1.7129286210981716,5000,500,10,10,-0.005,4.194213842768554,0.09733580712745751,3.5355777777777777,0.07916364508212925,1.013381763527054,-0.0267921875,0.00248515625,126497.0186,1352.8962,0.531493135193619
weibull,"{""shape"":0.7}",512,6.238324625039508,1.830711656754555,5000,500,10,10,0.0556,5.053919423884774,0.1270271964563799,4.053911111111112,0.09127396649292063,1.4072030460921843,0.0070859375,-0.0147015625,526134.9248,3222.1484,3.099031904505193
weibull,"{""shape"":0.7}",1024,6.931471805599453,1.9360721724123813,5000,500,10,10,0.0006,5.417283096619324,0.12032934735297061,4.603133333333333,0.1023981071294765,1.2759315030060119,0.0098203125,-0.0093451171875,2.136006615e6,7636.0594,19.34407542792405
weibull,"{""shape"":0.7}",2048,7.6246189861593985,2.0313823522167063,500,100,5,5,-0.088,6.429114228456913,0.421620687807767,4.802,0.3766250446298337,2.600662626262626,0.0625556640625,-0.0027099609375,8.772070076e6,18046.78,2.56121322177
weibull,"{""shape"":0.7}",4096,8.317766166719343,2.118393729206336,500,100,5,5,0.01,6.735370741482966,0.5175784325556245,5.893,0.43353667723163924,2.0277777777777777,0.06611328125,-0.01323291015625,3.456885109e7,43127.466,8.516005270422
