distribution,distribution_params,L,log_L,log_log_L,observations,environments,walks_per_environment_min,walks_per_environment_max,mean_winding,annealed_variance,annealed_variance_se,quenched_variance,quenched_variance_se,environment_mean_variance,mean_exit_x_over_L,mean_exit_y_over_L,mean_raw_walk_length,mean_loop_erased_path_length,mean_runtime
gamma,"{""shape"":1.0}",2048,7.6246189861593985,2.0313823522167063,500,100,5,5,0.026,6.173671342685371,0.37867108389514964,5.712,0.4059339648740714,1.6078020202020202,0.061123046875,0.03091015625,6.19738866e6,17880.36,1.961689909574
gamma,"{""shape"":1.0}",4096,8.317766166719343,2.118393729206336,500,100,5,5,0.052,6.722741482965933,0.3956093091493283,6.108999999999998,0.37423347922078937,1.8405010101010104,0.0256513671875,-0.001244140625,2.3946661188e7,42860.72,6.518547855
gamma,"{""shape"":2.0}",32,3.4657359027997265,1.242924991852436,2000,200,10,10,0.0105,2.3975885442721365,0.0869775711354179,2.2365,0.08384648916853911,0.38546708542713565,-0.01009375,0.017109375,1266.5825,97.6365,0.00678194397763582
gamma,"{""shape"":2.0}",64,4.1588830833596715,1.4252465486463906,2000,200,10,10,0.071,3.035476738369188,0.10176456354032853,2.911666666666667,0.10534351590603774,0.4155366834170855,0.016765625,-0.000421875,5320.854,234.96,0.028878119279863314
gamma,"{""shape"":2.0}",128,4.852030263919617,1.5793972284736488,2000,200,10,10,0.0325,3.6722798899449702,0.11895409269063827,3.4327222222222225,0.11635277753934013,0.5839133165829147,0.00134765625,0.022125,21294.8215,556.4955,0.10676746317389188
gamma,"{""shape"":2.0}",256,5.545177444479562,1.7129286210981716,2000,200,10,10,-0.034,4.144916458229115,0.13343644294783977,3.9913333333333325,0.13245535331434005,0.5534110552763819,-0.00713671875,-0.02843359375,85331.286,1322.369,0.4857794358312385
gamma,"{""shape"":2.0}",512,6.238324625039508,1.830711656754555,2000,200,10,10,-0.088,4.931721860930463,0.15720382631480448,4.536666666666666,0.15572948320708782,0.8505085427135679,0.0213251953125,0.01191796875,336656.6425,3177.3355,2.1901416767852497
gamma,"{""shape"":2.0}",1024,6.931471805599453,1.9360721724123813,2000,200,10,10,-0.021,5.07109454727364,0.1680670731024418,4.688000000000001,0.16711370087210062,0.8536271356783919,0.03423876953125,0.03939990234375,1.335381071e6,7436.67,12.895194352639606
gamma,"{""shape"":2.0}",2048,7.6246189861593985,2.0313823522167063,500,100,5,5,0.018,6.478633266533063,0.4859848275328552,5.634000000000001,0.33657280419732744,1.9782585858585862,-0.05504296875,-0.0144345703125,5.34618191e6,17725.01,1.9030506334879997
gamma,"{""shape"":2.0}",4096,8.317766166719343,2.118393729206336,500,100,5,5,-0.098,6.385166332665328,0.3847756565563445,6.442,0.46419949560202206,1.2311070707070706,0.01605224609375,-0.0143125,2.166390113e7,41617.114,7.203655926257999
inverse_gamma,"{""alpha"":2.2}",32,3.4657359027997265,1.242924991852436,2000,200,10,10,0.062,2.511411705852925,0.09471083161860949,2.3441111111111113,0.09085626101168065,0.40246834170854284,0.00734375,0.009296875,1312.6045,97.6445,0.007200530160858761
inverse_gamma,"{""alpha"":2.2}",64,4.1588830833596715,1.4252465486463906,2000,200,10,10,-0.054,3.1446563281640847,0.10693455411056471,2.9555555555555553,0.1034668601693187,0.4855115577889447,0.019890625,0.0025,5555.537,235.277,0.027247902690956834
inverse_gamma,"{""alpha"":2.2}",128,4.852030263919617,1.5793972284736488,2000,200,10,10,-0.043,3.6479749874937473,0.12633563650056576,3.434222222222222,0.1282111544690283,0.5581417085427136,0.01534765625,0.03616796875,20853.907,558.273,0.11003334891668055
inverse_gamma,"{""alpha"":2.2}",256,5.545177444479562,1.7129286210981716,2000,200,10,10,0.0295,4.385822661330667,0.1409703937783892,4.145166666666667,0.1357168100537822,0.656261055276382,0.0212890625,-0.031693359375,85716.6495,1320.9115,0.46953911235934354
inverse_gamma,"{""alpha"":2.2}",512,6.238324625039508,1.830711656754555,2000,200,10,10,0.0365,4.835585542771385,0.16118822158620535,4.405277777777779,0.15719521379806675,0.8727816582914574,-0.0022421875,0.0008369140625,359228.6245,3153.3165,2.4528145977493843
inverse_gamma,"{""alpha"":2.2}",1024,6.931471805599453,1.9360721724123813,2000,200,10,10,-0.032,5.000476238119057,0.14512237232621633,4.628,0.14631276694406903,0.8369608040201004,0.0421484375,-0.003166015625,1.413517296e6,7552.938,12.974780799908098
inverse_gamma,"{""alpha"":2.2}",2048,7.6246189861593985,2.0313823522167063,500,100,5,5,-0.088,5.9521603206412825,0.3807743992287893,5.9449999999999985,0.40242290183237817,1.1962181818181818,0.02469921875,0.0424345703125,5.597080898e6,17852.374,4.384468090847999
inverse_gamma,"{""alpha"":2.2}",4096,8.317766166719343,2.118393729206336,500,100,5,5,-0.064,6.797498997995989,0.4942018103172319,6.505,0.5360901759663916,1.5958626262626265,-0.01900244140625,0.04004931640625,2.2901328528e7,42569.784,7.772144888658
lognormal,"{""sigma"":0.5}",32,3.4657359027997265,1.242924991852436,2000,200,10,10,-0.0305,2.5138266633316655,0.09201281675958108,2.428944444444445,0.09363667098080095,0.3281605527638191,-0.005875,-0.02840625,1249.118,97.364,0.006043802764324937
lognormal,"{""sigma"":0.5}",64,4.1588830833596715,1.4252465486463906,2000,200,10,10,-0.0015,3.1900927963981984,0.10297839973686779,3.145166666666667,0.10895111764334603,0.3596459798994976,-0.01625,0.0096015625,4958.8915,233.7005,0.025140305669861845
lognormal,"{""sigma"":0.5}",128,4.852030263919617,1.5793972284736488,2000,200,10,10,-0.0155,3.6941068034016973,0.11720606077699311,3.6278333333333332,0.11691956311540304,0.4293565326633167,0.036109375,0.00401953125,20613.4295,556.4495,0.09454665172926616
lognormal,"{""sigma"":0.5}",256,5.545177444479562,1.7129286210981716,2000,200,10,10,-0.0545,4.438749124562279,0.1427579337479543,4.3053888888888885,0.14953180809525193,0.5645022613065328,0.009169921875,0.000203125,79624.9435,1322.3125,0.4096326914126985
