distribution,distribution_params,L,log_L,log_log_L,pairs,observations,walks,environments,walks_per_environment_min,walks_per_environment_max,mean_winding_1,mean_winding_2,mean_winding_difference,variance_winding_1,variance_winding_2,covariance_winding_1_winding_2,correlation_winding_1_winding_2,pooled_single_winding_variance,double_dimer_variance,double_dimer_variance_se,variance_ratio_to_twice_pooled,variance_identity_rhs,variance_identity_residual,mean_winding,annealed_variance,annealed_variance_se,mean_exit_x_over_L,mean_exit_y_over_L,mean_raw_walk_length,mean_loop_erased_path_length,mean_runtime
gamma,"{""shape"":0.5}",256,5.545177444479562,1.7129286210981716,5000,5000,10000,5000,2,2,-0.0058,-0.0742,0.0684,4.1962056011202264,4.256745709141828,0.5850866573314663,0.1384372492533815,4.227222722272229,7.28277799559912,0.1483513478146416,0.8614140387290098,7.2827779955991225,-2.6645352591003757e-15,0.0684,7.28277799559912,0.1483513478146416,0.002640234375,0.00686484375,143822.5655,1355.7715,0.02407209160056664
gamma,"{""shape"":0.5}",512,6.238324625039508,1.830711656754555,5000,5000,10000,5000,2,2,-0.0346,0.0314,-0.066,4.929988837767555,4.8553851170234035,0.8398544108821763,0.17166003553318188,4.893286768676869,8.105665133026605,0.16730193063130233,0.8282434196288024,8.105665133026607,-1.7763568394002505e-15,-0.066,8.105665133026605,0.16730193063130233,0.008850390625,-0.0129587890625,596684.8563,3237.8077,0.08690924019927625
gamma,"{""shape"":0.5}",1024,6.931471805599453,1.9360721724123813,5000,5000,10000,5000,2,2,0.0462,-0.0234,0.0696,5.341133786757359,5.467946029205838,0.7538318463692735,0.1394908249913903,5.405210561056106,9.301416123224644,0.1931664105637884,0.8604120059855053,9.301416123224651,-7.105427357601002e-15,0.0696,9.301416123224644,0.1931664105637884,0.00662724609375,-0.00652373046875,2.4598521746e6,7658.3514,0.3739505993999075
gamma,"{""shape"":0.5}",2048,7.6246189861593985,2.0313823522167063,500,500,1000,500,2,2,0.188,0.086,0.102,6.008673346693388,5.874352705410823,1.2102525050100197,0.20370734264872745,5.938169169169179,9.46252104208417,0.61032962162157,0.7967540813095503,9.46252104208417,0.0,0.102,9.46252104208417,0.61032962162157,-0.04157177734375,-0.01173095703125,9.986324094e6,18219.828,1.357010191000998
gamma,"{""shape"":0.5}",4096,8.317766166719343,2.118393729206336,500,500,1000,500,2,2,0.006,0.208,-0.202,6.005975951903811,6.822380761523049,1.1029579158316636,0.1723055119376198,6.417968968968968,10.62244088176352,0.6089270755231779,0.8275547087500168,10.622440881763533,-1.2434497875801753e-14,-0.202,10.62244088176352,0.6089270755231779,6.7138671875e-5,-0.009862060546875,3.9819797648e7,43631.322,5.737006762996549
gamma,"{""shape"":1.0}",16,2.772588722239781,1.0197814405382262,5000,5000,10000,5000,2,2,-0.0252,-0.0204,-0.0048,1.921349229845969,1.996383116623324,0.21692930586117232,0.11076259628066676,1.9586760276027606,3.4838737347469486,0.07538908942626875,0.8893440481351298,3.483873734746948,4.440892098500626e-16,-0.0048,3.4838737347469486,0.07538908942626875,0.01861875,-0.01120625,359.511,41.4416,5.3552399901673196e-5
gamma,"{""shape"":1.0}",32,3.4657359027997265,1.242924991852436,2000,2000,4000,2000,2,2,-0.01,-0.022,0.012,2.521160580290146,2.4187253626813403,0.21488744372186078,0.08701968487277945,2.469361340335082,4.510111055527754,0.14959254207168612,0.9132140731813172,4.510111055527765,-1.0658141036401503e-14,0.012,4.510111055527754,0.14959254207168612,0.0024140625,0.02096875,1448.19425,99.05825,0.00045720849937060847
gamma,"{""shape"":1.0}",64,4.1588830833596715,1.4252465486463906,2000,2000,4000,2000,2,2,0.044,0.0385,0.0055,3.075601800900451,3.1896125562781354,0.45703451725862915,0.14592005400619149,3.1318313953488386,5.35114532266133,0.17787774877785992,0.8543156778184884,5.351145322661329,1.7763568394002505e-15,0.0055,5.35114532266133,0.17787774877785992,0.0041484375,-0.004125,5894.0905,236.6,0.0017468755012087058
gamma,"{""shape"":1.0}",128,4.852030263919617,1.5793972284736488,2000,2000,4000,2000,2,2,0.01,0.0425,-0.0325,3.5306653326663335,3.636512006002999,0.380265132566283,0.10612451444347512,3.5829566766691667,6.406647073536767,0.20780802015929317,0.8940447306067618,6.406647073536767,0.0,-0.0325,6.406647073536767,0.20780802015929317,0.005634765625,0.016056640625,23977.453,561.579,0.007279468000895577
gamma,"{""shape"":1.0}",256,5.545177444479562,1.7129286210981716,2000,2000,4000,2000,2,2,0.003,0.0155,-0.0125,4.012997498749373,4.197358429214604,0.5212141070535267,0.12699706632339708,4.104190485121279,7.167927713856931,0.23656374247224807,0.8732450089539543,7.167927713856924,6.217248937900877e-15,-0.0125,7.167927713856931,0.23656374247224807,-0.002595703125,-0.0224111328125,100350.00975,1345.93475,0.02559390800073743
