model,fraction_num,fraction_den,component,order,separation,fit_role,observed,log_fit,log_plus_log2_fit
gamma,1,32,marginal,128,8,training,0.4737639329,0.476194791,0.4784461273
gamma,1,32,marginal,256,16,training,0.5465481469,0.5477513956,0.5476777054
gamma,1,32,marginal,512,32,training,0.6307488498,0.6193080002,0.6180361156
gamma,1,32,marginal,768,48,training,0.665597118,0.6611659306,0.6597155147
gamma,1,32,marginal,1024,64,training,0.686212293,0.6908646048,0.6895213577
gamma,1,32,marginal,1536,96,training,0.7436425109,0.7327225351,0.7318599113
gamma,1,32,marginal,2048,128,training,0.7556196196,0.7624212094,0.7621334319
gamma,1,32,marginal,2560,160,training,0.7530545113,0.7854572908,0.7857490692
gamma,1,32,marginal,3072,192,training,0.7911928651,0.8042791397,0.8051311399
gamma,1,32,marginal,4096,256,training,0.8677628635,0.8339778139,0.8358723381
gamma,1,32,marginal,5120,320,heldout,0.6992879747,0.8570138953,0.8598507342
gamma,1,32,marginal,6144,384,heldout,0.9916666667,0.8758357443,0.8795292006
gamma,1,32,conditional,128,8,training,0.4158781464,0.4226323794,0.4082322925
gamma,1,32,conditional,256,16,training,0.465009446,0.4796742052,0.4801455454
gamma,1,32,conditional,512,32,training,0.5473614523,0.5367160311,0.5448513104
gamma,1,32,conditional,768,48,training,0.5801755126,0.5700833603,0.5793605683
gamma,1,32,conditional,1024,64,training,0.5965312882,0.593757857,0.6023495875
gamma,1,32,conditional,1536,96,training,0.665909162,0.6271251862,0.6326427352
gamma,1,32,conditional,2048,128,training,0.6364364364,0.6507996829,0.6526403766
gamma,1,32,conditional,2560,160,training,0.6629041353,0.6691630493,0.6672967644
gamma,1,32,conditional,3072,192,training,0.6704347826,0.6841670121,0.6787174142
gamma,1,32,conditional,4096,256,training,0.7013199105,0.7078415088,0.6957236779
gamma,1,32,conditional,5120,320,heldout,0.7087816456,0.7262048752,0.7080597728
gamma,1,32,conditional,6144,384,heldout,0.9115384615,0.741208838,0.7175846052
gamma,1,32,disorder,128,8,training,0.05788578652,0.05356241167,0.07021383476
gamma,1,32,disorder,256,16,training,0.08153870089,0.06807719036,0.06753215999
gamma,1,32,disorder,512,32,training,0.08338739748,0.08259196904,0.07318480515
gamma,1,32,disorder,768,48,training,0.0854216054,0.09108257028,0.0803549464
gamma,1,32,disorder,1024,64,training,0.08968100478,0.09710674773,0.08717177024
gamma,1,32,disorder,1536,96,training,0.07773334897,0.105597349,0.09921717613
gamma,1,32,disorder,2048,128,training,0.1191831832,0.1116215264,0.1094930553
gamma,1,32,disorder,2560,160,training,0.09015037594,0.1162942415,0.1184523048
gamma,1,32,disorder,3072,192,training,0.1207580825,0.1201121277,0.1264137258
gamma,1,32,disorder,4096,256,training,0.166442953,0.1261363051,0.1401486602
gamma,1,32,disorder,5120,320,heldout,-0.009493670886,0.1308090202,0.1517909615
gamma,1,32,disorder,6144,384,heldout,0.08012820513,0.1346269063,0.1619445954
gamma,1,16,marginal,128,16,training,0.5460767767,0.5478817619,0.5493024039
gamma,1,16,marginal,256,32,training,0.6237686142,0.6171851873,0.6171386872
gamma,1,16,marginal,512,64,training,0.6749935387,0.6864886128,0.685686026
gamma,1,16,marginal,768,96,training,0.7304140723,0.7270285179,0.726113274
gamma,1,16,marginal,1024,128,training,0.765083639,0.7557920382,0.7549444202
gamma,1,16,marginal,1536,192,training,0.8031103424,0.7963319433,0.795787609
gamma,1,16,marginal,2048,256,training,0.8269109109,0.8250954637,0.8249138699
gamma,1,16,marginal,2560,320,training,0.8327318296,0.8474061834,0.8475903019
gamma,1,16,marginal,3072,384,training,0.8390356745,0.8656353688,0.8661729994
gamma,1,16,marginal,4096,512,training,0.9211185682,0.8943988891,0.895594375
gamma,1,16,marginal,5120,640,heldout,0.7922468354,0.9167096089,0.9184997158
gamma,1,16,marginal,6144,768,heldout,0.7766025641,0.9349387942,0.9372694452
gamma,1,16,conditional,128,16,training,0.4699946519,0.4852506203,0.4747701234
gamma,1,16,conditional,256,32,training,0.5401366756,0.5408511454,0.5411941905
gamma,1,16,conditional,512,64,training,0.6066189038,0.5964516706,0.602372591
gamma,1,16,conditional,768,96,training,0.6408426794,0.6289758928,0.635727918
gamma,1,16,conditional,1024,128,training,0.6873797377,0.6520521957,0.658305325
gamma,1,16,conditional,1536,192,training,0.6804094356,0.684576418,0.6885921337
gamma,1,16,conditional,2048,256,training,0.6876556557,0.7076527209,0.7089923923
gamma,1,16,conditional,2560,320,training,0.7180451128,0.725552092,0.7241937952
gamma,1,16,conditional,3072,384,training,0.6927257525,0.7401769431,0.7362106828
gamma,1,16,conditional,4096,512,training,0.80098434,0.7632532461,0.754433793
gamma,1,16,conditional,5120,640,heldout,0.6553797468,0.7811526172,0.7679464685
gamma,1,16,conditional,6144,768,heldout,0.7996794872,0.7957774683,0.7785835653
gamma,1,16,disorder,128,16,training,0.0760821248,0.06263114163,0.07453228048
