model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log_intercept,log_slope,quadratic_intercept,quadratic_log_slope,log2_coefficient,log2_coefficient_low,log2_coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,1,32,marginal,128,6144,12,0.2674181093,0.101123969,0.291698294,0.08814557323,0.001582483487,-0.03107996665,0.03248913653,0.4625,-2.469556946,-2.483200047,4.703991813,0.1666,0.1383731705,0.1384832319
gamma,1,32,conditional,128,6144,12,0.2003694301,0.09665942277,0.3647690507,0.00878351257,0.01071489726,-0.02972200072,0.05495113,0.6239,-1.349846095,-2.48129994,5.480872298,0.28,0.1210697105,0.1371470369
gamma,1,32,disorder,128,6144,12,0.06704867922,0.004464546178,-0.07307075661,0.07936206066,-0.009132413777,-0.04324031373,0.02489442084,0.2974,-1.303424369,-2.482211298,4.541855611,0.2951,0.1064306195,0.1278801281
gamma,1,16,marginal,128,6144,12,0.3746145964,0.07517522761,-0.1039465046,0.2885000819,-0.02225013004,-0.04542089816,-0.003646351637,0.0114,3.612561022,-2.284675251,8.777085498,0.7535,0.1424102239,0.1444881249
gamma,1,16,conditional,128,6144,12,0.3034782833,0.07033393035,0.07633986412,0.1715838441,-0.01056053104,-0.04230634785,0.01936847372,0.1952,-0.9108369447,-2.481193343,8.956286509,0.3818,0.08897763952,0.08098242013
gamma,1,16,disorder,128,6144,12,0.07113631309,0.004841297261,-0.1802863687,0.1169162378,-0.01168959899,-0.03608800783,0.01262756,0.1716,-0.9154802874,-2.481511384,3.02558893,0.2258,0.1147235063,0.1288895409
gamma,1,8,marginal,128,6144,12,0.1493408802,0.1266858088,0.7168877962,-0.0908221677,0.01982053117,-0.02030953941,0.06138614827,0.778,0.5736110913,-2.482243723,5.529783957,0.362,0.1160073481,0.09389758164
gamma,1,8,conditional,128,6144,12,0.1775470332,0.1019492329,0.03700789877,0.1558097718,-0.004908070534,-0.04170080609,0.03226736502,0.3503,-2.427203674,-2.484199842,1.623493295,0.0751,0.1851198502,0.2813241643
gamma,1,8,disorder,128,6144,12,-0.02820615307,0.02473657593,0.6798798974,-0.2466319395,0.0247286017,-0.007954639975,0.05768088812,0.9252,-0.7617731138,-2.477212624,2.300368336,0.2115,0.2494309808,0.3254282461
gamma,1,4,marginal,128,6144,12,0.3272971088,0.08950761947,0.09935141292,0.1662328493,-0.006207459203,-0.04116446612,0.02453735972,0.282,-1.637998304,-2.482005686,5.038965125,0.2908,0.06560351818,0.06369627128
gamma,1,4,conditional,128,6144,12,0.2566303486,0.08439989312,-0.04464345487,0.1858069485,-0.008204343743,-0.04540325313,0.0278341555,0.2771,-2.364328458,-2.48430022,2.306180834,0.0992,0.2504547844,0.2624040766
gamma,1,4,disorder,128,6144,12,0.07066676025,0.005107726347,0.1439948678,-0.01957409922,0.00199688454,-0.03246797414,0.03762128449,0.5183,-2.473402802,-2.484111598,1.67417859,0.0806,0.1859491532,0.198733631
uniform,1,32,marginal,128,6144,12,0.2674372351,0.1015487521,0.2560024429,0.1076609485,-0.0007452731496,-0.02878300229,0.02365601353,0.386,-2.449575911,-2.482774858,5.462259407,0.2573,0.01383199523,0.02376858206
uniform,1,32,conditional,128,6144,12,0.2691625666,0.1003254937,0.2703567528,0.0996871698,7.783219116e-05,-0.03628149124,0.03573623469,0.4309,-2.483951,-2.482453759,5.789657398,0.2678,0.01246227613,0.02102724673
uniform,1,32,disorder,128,6144,12,-0.001725331501,0.001223258434,-0.01435430986,0.007973778689,-0.0008231053408,-0.02519083447,0.02276630911,0.4747,-2.448626871,-2.483175449,4.236735993,0.1987,0.005251685936,0.005208441662
uniform,1,16,marginal,128,6144,12,0.1011215815,0.1415611217,0.9427187375,-0.2335917904,0.03912906026,-0.009533951916,0.08334115088,0.9354,1.816402035,-2.443698665,6.779041671,0.6117,0.2596046143,0.2428359143
uniform,1,16,conditional,128,6144,12,0.1817071322,0.1220964768,0.8079653602,-0.1570662988,0.02911713255,-0.02634669246,0.08379514889,0.8055,-0.6191636193,-2.479335662,3.995331822,0.2788,0.2699173507,0.2848476371
uniform,1,16,disorder,128,6144,12,-0.08058555066,0.01946464493,0.1347533773,-0.07652549162,0.01001192771,-0.02795863839,0.04692128739,0.6948,0.1442058499,-2.482098517,7.28525377,0.3656,0.03570849011,0.04271397363
uniform,1,8,marginal,128,6144,12,0.2988262911,0.09380899665,0.3329133782,0.08074538352,0.001190428762,-0.02795467959,0.02566254146,0.4402,-2.401702287,-2.483228449,4.353281754,0.2275,0.02924673985,0.02882583458
uniform,1,8,conditional,128,6144,12,0.3231174127,0.08826955117,0.2048438395,0.1335969855,-0.004130486797,-0.04010817638,0.02822005813,0.345,-2.319147599,-2.483429091,3.908951812,0.1898,0.09199370129,0.09715261851
uniform,1,8,disorder,128,6144,12,-0.02429112163,0.005539445487,0.1280695386,-0.05285160199,0.005320915558,-0.02077238664,0.03203260572,0.6471,-2.132522587,-2.483638458,2.862079428,0.1518,0.06292723147,0.06965354942
uniform,1,4,marginal,128,6144,12,0.3569628418,0.0835576412,-0.06916259624,0.2269890495,-0.01160432647,-0.04294118799,0.01521177513,0.1615,-1.847714395,-2.482630417,3.694253032,0.214,0.1504799457,0.1465570629
uniform,1,4,conditional,128,6144,12,0.4763077456,0.06233423473,-0.4272358892,0.3664619033,-0.0246054668,-0.06297413811,0.01282076361,0.0849,-0.506080022,-2.479188986,5.172414075,0.3791,0.2082999784,0.2056172429
uniform,1,4,disorder,128,6144,12,-0.1193449038,0.02122340648,0.3580732929,-0.1394728538,0.01300114033,-0.01413250467,0.03887207634,0.8253,0.8664333321,-2.481206423,4.860882625,0.3198,0.0987290714,0.1125952085
