model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.001809847107,-0.007514183171,0.002546281252,0.1622,-3.359908463,-3.868988224,4.944490068,0.1646,0.1245112612,0.1246702613
gamma,conditional,block_gls,-0.004473506622,-0.01110179224,0.001048623598,0.0538,-1.823161946,-3.858235871,8.742085431,0.3627,0.1591534508,0.1563797908
gamma,disorder,block_gls,0.001218011602,-0.003915083495,0.006297195234,0.6655,-3.648943645,-3.869768605,2.255583818,0.072,0.1476299636,0.1466579305
uniform,marginal,block_gls,0.002489250205,-0.00302328747,0.006824150127,0.7723,-2.920707625,-3.869409019,3.28170996,0.115,0.1580904679,0.1543800823
uniform,conditional,block_gls,0.002696096228,-0.004851165181,0.009093415392,0.7253,-3.299257335,-3.869844218,2.702697265,0.0865,0.1736146397,0.172964644
uniform,disorder,block_gls,-0.0006620265854,-0.005694939974,0.004293862547,0.3943,-3.804846114,-3.870108851,1.415746122,0.0578,0.06261664877,0.06687411567
