model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log_intercept,log_slope,quadratic_intercept,quadratic_log_slope,log2_coefficient,log2_coefficient_low,log2_coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,1,32,marginal,1024,6144,8,0.05987963427,0.1448994302,4.010568525,-1.43156882,0.1552469574,-0.06154605386,0.3594586216,0.9082,1.792305043,-2.053800784,5.910330455,0.6054,0.2012205186,0.2259508161
gamma,1,32,conditional,1024,6144,8,0.06542076467,0.1215789612,5.268789822,-1.954754139,0.2044724949,-0.06461328358,0.5086424412,0.919,0.8165964765,-2.058233525,4.389215878,0.5505,0.2878762213,0.3563456474
gamma,1,32,disorder,1024,6144,8,-0.005541130404,0.02332046895,-1.258221296,0.5231853187,-0.04922553754,-0.2604650941,0.1522480784,0.316,-1.197544885,-2.075712173,4.351153559,0.3333,0.08798736343,0.1304163662
gamma,1,16,marginal,1024,6144,8,0.5907972561,0.0391981772,-1.469549743,0.76047479,-0.06249754984,-0.192136487,0.05307485463,0.1253,0.8559924195,-2.075389975,7.782093579,0.404,0.09318957646,0.1344037256
gamma,1,16,conditional,1024,6144,8,0.6983166455,0.002034342306,-4.416340274,1.792549445,-0.1551454808,-0.2995769541,-0.01882586997,0.0135,-0.07640746359,-2.018049854,4.310401831,0.3988,0.2621183842,0.4397427697
gamma,1,16,disorder,1024,6144,8,-0.1075193895,0.03716383489,2.946790531,-1.032074655,0.09264793095,-0.04255511865,0.2230146186,0.9088,-0.706958222,-2.074913544,2.702606186,0.2191,0.1719391137,0.3066009428
gamma,1,8,marginal,1024,6144,8,0.3956072991,0.07985272717,-3.670534173,1.348073228,-0.098105018,-0.2875528131,0.08514385207,0.1275,-0.6926593709,-2.07267612,5.245815479,0.3501,0.1629791941,0.1862188309
gamma,1,8,conditional,1024,6144,8,0.593343078,0.03151258604,-4.93798168,1.756720501,-0.1334559357,-0.3474996786,0.07956371985,0.0999,7.163943077,-2.0669089,11.41640824,0.618,0.1229110225,0.03764866489
gamma,1,8,disorder,1024,6144,8,-0.1977357789,0.04834014113,1.267447506,-0.4086472734,0.0353509177,-0.1309286094,0.2088655891,0.6487,-1.853510129,-2.078521161,6.832730919,0.1987,0.1166915525,0.1535246491
gamma,1,4,marginal,1024,6144,8,0.4158571588,0.0751218216,3.782728556,-0.8718966569,0.06616275996,-0.129806488,0.2488166986,0.6976,-1.512571866,-2.078264518,3.071918765,0.1683,0.1400952265,0.1726389556
gamma,1,4,conditional,1024,6144,8,0.3614053786,0.06375076382,6.235181133,-1.588398523,0.1154262131,-0.1255389903,0.3523344862,0.797,-1.078642519,-2.077319994,3.465668139,0.2233,0.217839765,0.2544387846
gamma,1,4,disorder,1024,6144,8,0.05445178014,0.01137105778,-2.452452577,0.7165018661,-0.04926345311,-0.2303115744,0.1392999644,0.2903,-1.673703005,-2.07795935,2.460929688,0.1616,0.1273200505,0.2833858753
uniform,1,32,marginal,1024,6144,8,0.250001594,0.104620278,0.4582306205,0.02152933922,0.008182604017,-0.1452592177,0.1555443861,0.4752,-1.963531168,-2.077396,5.507082088,0.2753,0.0179593515,0.02099524129
uniform,1,32,conditional,1024,6144,8,0.2430020253,0.1050979954,0.2763530833,0.09178971281,0.001310568974,-0.2054794743,0.2031182213,0.4512,-2.068464467,-2.077417057,6.301914732,0.3027,0.01481888814,0.03836585216
uniform,1,32,disorder,1024,6144,8,0.006999568782,-0.0004777173602,0.1818775371,-0.07026037359,0.006872035042,-0.1238807213,0.1375832693,0.5461,-2.015383702,-2.077609126,4.482379822,0.2311,0.005251624401,0.02067417289
uniform,1,16,marginal,1024,6144,8,-0.4146690668,0.2284814674,6.489819354,-2.188609452,0.2094373469,-0.07375647253,0.4782757142,0.92,2.277526375,-2.047280122,8.013678534,0.6748,0.248631747,0.2221211221
uniform,1,16,conditional,1024,6144,8,-0.1461392053,0.1774342103,6.925931037,-2.298322967,0.2145206913,-0.1178317588,0.5498961703,0.8821,0.9497783957,-2.060399285,5.736899547,0.5403,0.292715992,0.3318342463
uniform,1,16,disorder,1024,6144,8,-0.2685298616,0.05104725708,-0.4361116833,0.1097135151,-0.00508334434,-0.2301078074,0.2121521359,0.4838,-2.056438385,-2.076156807,7.473208783,0.3402,0.04439973506,0.1159068515
uniform,1,8,marginal,1024,6144,8,0.342722206,0.08743199264,0.7602734565,-0.04280131563,0.01007438458,-0.1512949237,0.1576286259,0.4853,-1.899169152,-2.07768083,5.481687224,0.2719,0.03260130752,0.03016051206
uniform,1,8,conditional,1024,6144,8,0.3868975513,0.0787051582,-1.669624343,0.7201297726,-0.04961832215,-0.2494445859,0.1394473229,0.2703,-1.449236108,-2.077802229,7.269548817,0.2706,0.09665422373,0.1806612443
uniform,1,8,disorder,1024,6144,8,-0.04417534534,0.008726834439,2.4298978,-0.7629310882,0.05969270673,-0.08876426093,0.2095103697,0.782,-0.9021377281,-2.077786621,6.78827592,0.2806,0.06485570442,0.1696396734
uniform,1,4,marginal,1024,6144,8,0.593894736,0.05149409892,-4.134239327,1.381402432,-0.09291308224,-0.2638515061,0.06179717746,0.101,-0.9613005361,-2.075415613,6.627957334,0.3324,0.1463851791,0.1593119294
uniform,1,4,conditional,1024,6144,8,0.9162374873,0.00251955694,-7.97359831,2.503012679,-0.1746951405,-0.3844733,0.03192970274,0.0439,1.072049543,-2.062093517,9.24430139,0.5486,0.2040064936,0.15969902
