model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log2_coefficient,log2_coefficient_low,log2_coefficient_high,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high
gamma,1,32,disorder,1024,6144,8,-0.04922553754,-0.2604650941,0.1522480784,-1.197544885,-2.075712173,4.351153559
gamma,1,32,disorder,1536,6144,7,-0.1127740102,-0.5037532943,0.2587308388,-0.6002371068,-1.941865578,4.790216838
gamma,1,32,disorder,2048,6144,6,-0.2876574956,-0.9972022336,0.3926441183,1.137611575,-1.78338081,6.455228649
gamma,1,32,disorder,2560,6144,5,-0.7005914608,-1.954289549,0.5035298887,7.029744524,-1.588855461,18.28781445
gamma,1,16,disorder,1024,6144,8,0.09264793095,-0.04255511865,0.2230146186,-0.706958222,-2.074913544,2.702606186
gamma,1,16,disorder,1536,6144,7,0.2704067394,0.01742789433,0.5180170964,1.919432448,-1.861776917,7.420317408
gamma,1,16,disorder,2048,6144,6,0.4172253874,-0.06092026019,0.880085689,1.272726997,-1.764469202,5.409636295
gamma,1,16,disorder,2560,6144,5,0.9633168123,0.008137550007,1.854995247,5.790594172,-1.477600015,13.94447524
gamma,1,8,disorder,1024,6144,8,0.0353509177,-0.1309286094,0.2088655891,-1.853510129,-2.078521161,6.832730919
gamma,1,8,disorder,1536,6144,7,-0.05656259104,-0.3655353404,0.2631272993,-1.770307128,-1.944655489,4.200631524
gamma,1,8,disorder,2048,6144,6,-0.2195963823,-0.7905087457,0.3676555729,-0.979709519,-1.789056139,4.740512261
gamma,1,8,disorder,2560,6144,5,-0.770821145,-1.839894364,0.3312193667,2.498105318,-1.589999201,14.87109807
gamma,1,4,disorder,1024,6144,8,-0.04926345311,-0.2303115744,0.1392999644,-1.673703005,-2.07795935,2.460929688
gamma,1,4,disorder,1536,6144,7,-0.1854371895,-0.523140205,0.1672682953,-0.1919868104,-1.940254355,4.231075267
gamma,1,4,disorder,2048,6144,6,-0.4224675558,-1.045054021,0.2234487989,1.229133822,-1.781913604,6.92618374
gamma,1,4,disorder,2560,6144,5,-0.5229230295,-1.683448975,0.6866178675,-0.05988927911,-1.604838618,6.134657022
uniform,1,32,marginal,1024,6144,8,0.008182604017,-0.1452592177,0.1555443861,-1.963531168,-2.077396,5.507082088
uniform,1,32,marginal,1536,6144,7,0.02500461133,-0.2615109216,0.2984981257,-1.642781906,-1.943666714,5.493013496
uniform,1,32,marginal,2048,6144,6,0.120667032,-0.4141759105,0.6375170875,0.7198900059,-1.789612941,11.48195067
uniform,1,32,marginal,2560,6144,5,-0.03053111446,-1.036731474,0.9127724401,-1.503361974,-1.604887955,12.04995172
uniform,1,16,marginal,1024,6144,8,0.2094373469,-0.07375647253,0.4782757142,2.277526375,-2.047280122,8.013678534
uniform,1,16,marginal,1536,6144,7,0.3578637666,-0.1588506481,0.846393131,2.172985691,-1.922290737,8.467198055
uniform,1,16,marginal,2048,6144,6,0.6022039805,-0.308022914,1.495912364,2.204521324,-1.769301369,9.224093035
uniform,1,16,marginal,2560,6144,5,0.9810718252,-0.6406387299,2.587766695,2.155202438,-1.586782997,10.62926371
uniform,1,8,marginal,1024,6144,8,0.01007438458,-0.1512949237,0.1576286259,-1.899169152,-2.07768083,5.481687224
uniform,1,8,marginal,1536,6144,7,0.04265467888,-0.2492087314,0.3170376302,-0.9992772113,-1.944135072,8.07239471
uniform,1,8,marginal,2048,6144,6,-0.05389290772,-0.599528609,0.4603384748,-1.081866456,-1.789267674,8.664195873
uniform,1,8,marginal,2560,6144,5,-0.2030430359,-1.207898249,0.754305752,2.65074292,-1.605651362,14.04273925
uniform,1,4,marginal,1024,6144,8,-0.09291308224,-0.2638515061,0.06179717746,-0.9613005361,-2.075415613,6.627957334
uniform,1,4,marginal,1536,6144,7,-0.1583841234,-0.4689990257,0.129268807,-1.013907724,-1.943140813,6.112140128
uniform,1,4,marginal,2048,6144,6,-0.2394845484,-0.7927481341,0.2904994057,-1.154210111,-1.789925432,5.0270273
uniform,1,4,marginal,2560,6144,5,-0.5417165322,-1.59920377,0.4596436622,-0.5915293575,-1.605451022,7.788633756
