model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
gamma,1,4,2560,1280,400,-0.2,-0.065,0.9753258145,0.8761221805,1.073778195,0.8329699248,0.7196863252,0.952873042,0.1423558897,0.04489959273,0.2435892857
gamma,1,4,3072,1536,300,-0.04666666667,-0.07333333333,0.9661092531,0.860412068,1.067620959,0.832419175,0.6906341973,0.9781216555,0.133690078,0.02158305463,0.2431220736
gamma,1,4,4096,2048,150,-0.1933333333,-0.3933333333,1.010693512,0.8400447427,1.18680481,1.020134228,0.8098434004,1.246295302,-0.009440715884,-0.1806331096,0.1692639821
gamma,1,4,5120,2560,80,0.0125,-0.075,1.079351266,0.8176424051,1.346756329,1.141693038,0.7544303797,1.57943038,-0.06234177215,-0.3291139241,0.1922587025
gamma,1,4,6144,3072,40,-0.35,-0.075,0.9727564103,0.6830128205,1.248429487,0.6663461538,0.4201923077,0.9201923077,0.3064102564,0,0.6358974359
uniform,1,32,32,2,6000,-0.01333333333,-0.007833333333,0.3358530727,0.3271653335,0.3446481775,0.3396248125,0.3274405595,0.3520119464,-0.003771739734,-0.01200209757,0.004808218731
uniform,1,32,64,4,6000,-0.01633333333,-0.02016666667,0.4168160666,0.406534579,0.427411288,0.4139783158,0.3995556204,0.4284885623,0.002837750736,-0.007585285048,0.01293263461
uniform,1,32,128,8,6000,-0.004833333333,-0.01533333333,0.4736997138,0.4617818206,0.4854955072,0.4754407818,0.4587061955,0.4918932235,-0.001741067956,-0.01353037034,0.01012309968
uniform,1,32,256,16,6000,-0.008833333333,-0.02283333333,0.5489584653,0.5354798855,0.5625655998,0.5511605268,0.5318739234,0.5708886481,-0.002202061455,-0.01641493791,0.01158903428
uniform,1,32,512,32,5000,-0.0288,-0.0272,0.6199393479,0.6029151045,0.6369881886,0.607320184,0.5843797159,0.6302722765,0.01261916383,-0.004618424685,0.0299580136
uniform,1,32,768,48,4000,-0.017,-0.0255,0.6779498625,0.6569182374,0.6983877524,0.6783834709,0.6490020318,0.708004505,-0.0004336084021,-0.02160198331,0.02102990591
uniform,1,32,1024,64,3000,-0.01666666667,-0.014,0.6853248861,0.6612207291,0.7087996013,0.6782225186,0.6460018784,0.7114034136,0.007102367456,-0.01714253362,0.03051406024
uniform,1,32,1536,96,1600,0.001875,-0.046875,0.7205999844,0.6869082581,0.753748671,0.7230136023,0.6755342011,0.7698249101,-0.002413617886,-0.03660578877,0.03281716112
uniform,1,32,2048,128,1000,-0.053,-0.016,0.7947622623,0.7459502878,0.8427903529,0.7645800801,0.6948927928,0.8339522022,0.03018218218,-0.01910157658,0.08015382883
uniform,1,32,2560,160,400,0.025,0.0675,0.7705858396,0.6986150533,0.8403108553,0.7622525063,0.6638471178,0.8618471178,0.008333333333,-0.06365946115,0.08110322682
uniform,1,32,3072,192,300,-0.01,0.03666666667,0.7584726867,0.6754895485,0.8402619844,0.8082720178,0.6739063545,0.9461517559,-0.0497993311,-0.1408478261,0.0413522854
uniform,1,32,4096,256,150,-0.1133333333,-0.006666666667,0.8391498881,0.6852997763,0.9925055928,0.8063534676,0.6017897092,1.026494407,0.03279642058,-0.09789821029,0.1625973154
uniform,1,32,5120,320,80,-0.025,-0.1,0.8680379747,0.6717484177,1.062658228,0.8579113924,0.5821993671,1.174367089,0.01012658228,-0.2094936709,0.2199367089
uniform,1,32,6144,384,40,0.05,0,0.8705128205,0.625,1.091025641,0.8705128205,0.558974359,1.184294872,0,-0.2051282051,0.2006410256
uniform,1,16,32,4,6000,-0.02433333333,-0.02466666667,0.4236369951,0.413030394,0.4341277102,0.4234038451,0.4086588626,0.438646397,0.0002331499694,-0.01053008626,0.01069649108
uniform,1,16,64,8,6000,-0.031,-0.0185,0.4853459327,0.473366377,0.497254117,0.4942542507,0.476956525,0.5113362963,-0.008908318053,-0.02125515503,0.003584440462
uniform,1,16,128,16,6000,-0.01883333333,-0.0305,0.5586172973,0.544887816,0.5721859449,0.5668597544,0.5470830458,0.5863464244,-0.008242457076,-0.02244755584,0.006038220953
uniform,1,16,256,32,6000,-0.01066666667,-0.03266666667,0.6123449464,0.5967414864,0.6274454854,0.620528088,0.5985452002,0.6427174724,-0.008183141635,-0.02315084459,0.00684936031
uniform,1,16,512,64,5000,-0.0284,-0.0448,0.6999331866,0.6813487202,0.7187666648,0.6792013603,0.6531097419,0.7064396959,0.02073182637,0.001062124425,0.04004822865
uniform,1,16,768,96,4000,-0.01225,-0.006,0.7172112716,0.6957556014,0.7385258846,0.7245366029,0.6949098407,0.7540535267,-0.007325331333,-0.02899970461,0.01437436234
uniform,1,16,1024,128,3000,-0.041,-0.01133333333,0.7661840058,0.7394301323,0.79332571,0.773317717,0.7345968656,0.811290708,-0.007133711237,-0.03403930477,0.02070338168
uniform,1,16,1536,192,1600,-0.026875,-0.006875,0.8032422608,0.7644317054,0.8422442347,0.8196873046,0.7644364837,0.8759484199,-0.01644504378,-0.0553748632,0.02339909709
uniform,1,16,2048,256,1000,0.002,-0.033,0.8347882883,0.7826850851,0.8871228228,0.8247122122,0.7522865991,0.8981792417,0.01007607608,-0.04198653654,0.06076171171
