model,fraction_num,fraction_den,component,order,separation,fit_role,observed,log_fit,log_plus_log2_fit
gamma,1,32,marginal,512,32,training,0.6137194439,0.6330265579,0.6096428473
gamma,1,32,marginal,768,48,training,0.6569993436,0.6658667263,0.6680447603
gamma,1,32,marginal,1024,64,training,0.7047415805,0.6891671966,0.701984488
gamma,1,32,marginal,1536,96,training,0.7421505629,0.7220073651,0.7392532938
gamma,1,32,marginal,2048,128,training,0.783973974,0.7453078354,0.7581988433
gamma,1,32,marginal,2560,160,training,0.7339567669,0.7633810843,0.7686085553
gamma,1,32,marginal,3072,192,training,0.7804849498,0.7781480038,0.7743345421
gamma,1,32,marginal,4096,256,training,0.7823266219,0.8014484741,0.7782859134
gamma,1,32,marginal,5120,320,heldout,0.8261867089,0.819521723,0.7770652372
gamma,1,32,marginal,6144,384,heldout,1.091025641,0.8342886425,0.773288505
gamma,1,32,conditional,512,32,training,0.5205935387,0.5560435032,0.5076894114
gamma,1,32,conditional,768,48,training,0.5560974931,0.5770500723,0.5815539278
gamma,1,32,conditional,1024,64,training,0.6235091697,0.5919544702,0.6184587531
gamma,1,32,conditional,1536,96,training,0.6409310507,0.6129610393,0.6486230963
gamma,1,32,conditional,2048,128,training,0.6765145145,0.6278654372,0.6545221553
gamma,1,32,conditional,2560,160,training,0.6776911028,0.6394261864,0.6502358315
gamma,1,32,conditional,3072,192,training,0.5998829431,0.6488720063,0.6409863255
gamma,1,32,conditional,4096,256,training,0.6227293065,0.6637764042,0.6158796182
gamma,1,32,conditional,5120,320,heldout,0.6480221519,0.6753371534,0.5875433537
gamma,1,32,conditional,6144,384,heldout,1.03974359,0.6847829733,0.5586436152
gamma,1,32,disorder,512,32,training,0.09312590518,0.07698305472,0.1019534358
gamma,1,32,disorder,768,48,training,0.1009018505,0.08881665408,0.08649083251
gamma,1,32,disorder,1024,64,training,0.0812324108,0.09721272644,0.0835257349
gamma,1,32,disorder,1536,96,training,0.1012195122,0.1090463258,0.09063019752
gamma,1,32,disorder,2048,128,training,0.1074594595,0.1174423982,0.103676688
gamma,1,32,disorder,2560,160,training,0.05626566416,0.1239548978,0.1183727237
gamma,1,32,disorder,3072,192,training,0.1806020067,0.1292759975,0.1333482166
gamma,1,32,disorder,4096,256,training,0.1595973154,0.1376720699,0.1624062952
gamma,1,32,disorder,5120,320,heldout,0.178164557,0.1441845695,0.1895218835
gamma,1,32,disorder,6144,384,heldout,0.05128205128,0.1495056692,0.2146448898
gamma,1,16,marginal,512,64,training,0.7019824565,0.6938728683,0.7031807687
gamma,1,16,marginal,768,96,training,0.7206416604,0.7294679252,0.7286009574
gamma,1,16,marginal,1024,128,training,0.7515615761,0.7547230199,0.7496210893
gamma,1,16,marginal,1536,192,training,0.8169502423,0.7903180768,0.7834533243
gamma,1,16,marginal,2048,256,training,0.8064184184,0.8155731715,0.8104418979
gamma,1,16,marginal,2560,320,training,0.8136810777,0.8351625449,0.8330817469
gamma,1,16,marginal,3072,384,training,0.8254960981,0.8511682284,0.8526861792
gamma,1,16,marginal,4096,512,training,0.9099776286,0.8764233231,0.8856431946
gamma,1,16,marginal,5120,640,heldout,0.8351265823,0.8960126965,0.9129125267
gamma,1,16,marginal,6144,768,heldout,0.7983974359,0.91201838,0.9362995221
gamma,1,16,conditional,512,64,training,0.6210728346,0.5886432857,0.6386749836
gamma,1,16,conditional,768,96,training,0.6242935734,0.631073091,0.6264129778
gamma,1,16,conditional,1024,128,training,0.6732710348,0.6611775169,0.6337536893
gamma,1,16,conditional,1536,192,training,0.6771792917,0.7036073221,0.6667079988
gamma,1,16,conditional,2048,256,training,0.7306026026,0.733711748,0.7061301966
gamma,1,16,conditional,2560,320,training,0.702929198,0.7570625549,0.7458778779
gamma,1,16,conditional,3072,384,training,0.7089409142,0.7761415533,0.7843008214
gamma,1,16,conditional,4096,512,training,0.9193736018,0.8062459792,0.8558045055
gamma,1,16,conditional,5120,640,heldout,0.7465189873,0.829596786,0.9204365207
gamma,1,16,conditional,6144,768,heldout,0.5227564103,0.8486757844,0.9791914456
gamma,1,16,disorder,512,64,training,0.08090962192,0.1052295826,0.06450578504
gamma,1,16,disorder,768,96,training,0.09634808702,0.09839483421,0.1021879796
gamma,1,16,disorder,1024,128,training,0.07829054129,0.09354550305,0.1158673999
gamma,1,16,disorder,1536,192,training,0.1397709506,0.08671075466,0.1167453255
gamma,1,16,disorder,2048,256,training,0.07581581582,0.08186142351,0.1043117013
gamma,1,16,disorder,2560,320,training,0.1107518797,0.07809999004,0.08720386901
gamma,1,16,disorder,3072,384,training,0.1165551839,0.07502667512,0.06838535773
gamma,1,16,disorder,4096,512,training,-0.009395973154,0.07017734396,0.02983868908
gamma,1,16,disorder,5120,640,heldout,0.08860759494,0.06641591049,-0.007523994079
gamma,1,16,disorder,6144,768,heldout,0.2756410256,0.06334259557,-0.04289192354
gamma,1,8,marginal,512,128,training,0.7558432887,0.7493137075,0.7650618929
gamma,1,8,marginal,768,192,training,0.8091627594,0.794017929,0.7925510924
gamma,1,8,marginal,1024,256,training,0.8031401578,0.825736079,0.8171040409
gamma,1,8,marginal,1536,384,training,0.8888803549,0.8704403005,0.8588257159
gamma,1,8,marginal,2048,512,training,0.887503003,0.9021584505,0.8934767666
gamma,1,8,marginal,2560,640,training,0.9035275689,0.9267609589,0.9232404234
gamma,1,8,marginal,3072,768,training,0.9308249721,0.946862672,0.9494309172
gamma,1,8,marginal,4096,1024,training,1.014988814,0.978580822,0.9941800699
gamma,1,8,marginal,5120,1280,heldout,1.087816456,1.00318333,1.031776423
gamma,1,8,marginal,6144,1536,heldout,0.821474359,1.023285043,1.064366696
gamma,1,8,conditional,512,128,training,0.6464832166,0.6613912606,0.6436719797
gamma,1,8,conditional,768,192,training,0.7204148225,0.7019661592,0.7036165899
gamma,1,8,conditional,1024,256,training,0.6930034456,0.7307545078,0.7404669606
gamma,1,8,conditional,1536,384,training,0.8188068715,0.7713294064,0.7843977111
gamma,1,8,conditional,2048,512,training,0.7943698699,0.8001177551,0.8098860675
gamma,1,8,conditional,2560,640,training,0.870726817,0.8224477331,0.8264089105
gamma,1,8,conditional,3072,768,training,0.7961204013,0.8406926536,0.8378029583
gamma,1,8,conditional,4096,1024,training,0.8582550336,0.8694810023,0.8519293003
gamma,1,8,conditional,5120,1280,heldout,0.8088607595,0.8918109803,0.8596390804
