model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
gamma,1,32,32,2,6000,-0.0025,0.0003333333333,0.3416370923,0.3323844064,0.3507952881,0.2591225065,0.2491094016,0.2692305579,0.08251458576,0.07334517836,0.0918417514
gamma,1,32,64,4,6000,-0.02816666667,-0.01016666667,0.4197882703,0.4090655022,0.4304499483,0.3277259543,0.3155647521,0.3400443685,0.09206231594,0.08094735373,0.1030758099
gamma,1,32,128,8,6000,-0.01866666667,-0.018,0.4814106796,0.4692193727,0.4933410113,0.3747288993,0.3614667472,0.3881363672,0.1066817803,0.09400675668,0.118880751
gamma,1,32,256,16,6000,-0.009166666667,-0.01883333333,0.5513725343,0.5373410759,0.5653264516,0.425357504,0.4099710115,0.440987059,0.1260150303,0.1113553863,0.1406737574
gamma,1,32,512,32,5000,-0.0172,-0.0282,0.6110766753,0.5940158412,0.6282338468,0.4853365673,0.4654639668,0.5049885102,0.125740108,0.1078027866,0.1434533887
gamma,1,32,768,48,4000,0.00025,-0.015,0.6691797637,0.6478521224,0.690628604,0.5198886909,0.4974391559,0.5423305662,0.1492910728,0.1280235356,0.1704376407
gamma,1,32,1024,64,3000,-0.001,-0.026,0.7090645215,0.6839941633,0.7343340252,0.5660428476,0.5372430255,0.5956134378,0.1430216739,0.1172501584,0.1693481799
gamma,1,32,1536,96,1600,-0.02875,-0.03375,0.7007051282,0.6663268791,0.7351810849,0.5678424015,0.5299160413,0.6081694418,0.1328627267,0.0974627697,0.1677983994
gamma,1,32,2048,128,1000,-0.019,0.065,0.7995065065,0.7531012638,0.8478358859,0.6431151151,0.590021021,0.6968124124,0.1563913914,0.1047790541,0.2079467968
gamma,1,32,2560,160,400,0.025,-0.0125,0.8003602757,0.7214406328,0.8802619048,0.6797462406,0.5948590226,0.7644110276,0.1206140351,0.04091322055,0.205781015
gamma,1,32,3072,192,300,-0.03333333333,-0.01666666667,0.8237179487,0.7203053233,0.9288756968,0.7105629877,0.587826087,0.8408674749,0.113154961,0.01073494983,0.2187583612
gamma,1,32,4096,256,150,-0.006666666667,-0.04666666667,0.8243847875,0.6872701342,0.9558210291,0.7374496644,0.5714457494,0.9134004474,0.08693512304,-0.04277740492,0.2147651007
gamma,1,32,5120,320,80,-0.0125,0.025,0.9806170886,0.7138390032,1.245259098,0.7777689873,0.5246044304,1.050553797,0.2028481013,-0.02627373418,0.4417721519
gamma,1,32,6144,384,40,-0.1,0,0.8153846154,0.5740384615,1.034294872,0.7897435897,0.4602564103,1.133333333,0.02564102564,-0.2141025641,0.2544871795
gamma,1,16,32,4,6000,-0.01683333333,-0.01283333333,0.420012641,0.409357761,0.4304927401,0.3150445074,0.3033970162,0.3266080291,0.1049681336,0.09368781186,0.116107695
gamma,1,16,64,8,6000,-0.034,-0.01733333333,0.4970212813,0.4845910926,0.5097384394,0.389259321,0.3751310145,0.4036856994,0.1077619603,0.09493906276,0.120966234
