model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.01889249868,-0.07490140314,0.02505922963,0.1674,-2.935731161,-3.463179609,4.864951954,0.1838,0.1506278664,0.1526958151
gamma,conditional,block_gls,-0.0586916734,-0.1202344901,-0.007886563821,0.0137,0.5551657687,-3.333110072,13.40867435,0.6323,0.2081690008,0.2161489199
gamma,disorder,block_gls,0.02967612504,-0.02061139761,0.07803518961,0.8738,-2.117761722,-3.462435343,5.854956499,0.2338,0.1043977169,0.1018682466
uniform,marginal,block_gls,-0.007770804799,-0.06596815311,0.03576950698,0.2759,-3.375702476,-3.464587632,3.055429976,0.1093,0.1555643344,0.1682079903
uniform,conditional,block_gls,-0.05583272733,-0.1328090724,0.007832564342,0.0397,-1.054888462,-3.440901465,10.17530559,0.4565,0.1843408405,0.2034028792
uniform,disorder,block_gls,0.03603051844,-0.01440204553,0.0869042305,0.9188,-1.478476345,-3.458515016,8.095264466,0.3186,0.07237696896,0.05488547477
