model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
gamma,1,32,32,2,6000,-0.0245,-0.0035,0.3375833472,0.3284505577,0.3468138728,0.2844935823,0.2741295883,0.2952357098,0.05308976496,0.04424508529,0.06193459743
gamma,1,32,64,4,6000,-0.001666666667,-0.031,0.4164208479,0.4060460928,0.426767921,0.3502948269,0.3379921098,0.3630519326,0.066126021,0.05557391232,0.07697847558
gamma,1,32,128,8,6000,-0.0245,-0.01816666667,0.484115547,0.4719233508,0.4960173057,0.4115485359,0.3967312396,0.4265680725,0.07256701117,0.05966268336,0.08495027296
gamma,1,32,256,16,6000,-0.01483333333,-0.024,0.5407754487,0.5271322088,0.5542590105,0.4664523948,0.4495414847,0.4833265822,0.07432305384,0.06035912235,0.08793405984
gamma,1,32,512,32,5000,-0.0122,-0.0076,0.6137194439,0.5963782081,0.6306602661,0.5205935387,0.500792606,0.5408662788,0.09312590518,0.07541532006,0.1105336287
gamma,1,32,768,48,4000,-0.0235,-0.00525,0.6569993436,0.6367077387,0.6775686601,0.5560974931,0.5317507564,0.5811031141,0.1009018505,0.08043833146,0.1216557889
gamma,1,32,1024,64,3000,0.016,0.008,0.7047415805,0.679143245,0.7299130266,0.6235091697,0.5910762365,0.6565769034,0.0812324108,0.05549867456,0.1065319106
gamma,1,32,1536,96,1600,-0.01875,-0.005,0.7421505629,0.7056886873,0.7778956281,0.6409310507,0.597169476,0.683457918,0.1012195122,0.06457250625,0.1381772299
gamma,1,32,2048,128,1000,-0.036,-0.018,0.783973974,0.735253979,0.8322202578,0.6765145145,0.6180115741,0.7362566692,0.1074594595,0.05846311311,0.1578217718
gamma,1,32,2560,160,400,-0.0275,-0.05,0.7339567669,0.6629071898,0.8067019893,0.6776911028,0.5848492325,0.7797963659,0.05626566416,-0.01597901003,0.1258903509
gamma,1,32,3072,192,300,-0.03,0,0.7804849498,0.6945696767,0.8672413601,0.5998829431,0.5083372352,0.6953156355,0.1806020067,0.09538991081,0.2664219621
gamma,1,32,4096,256,150,-0.07333333333,-0.02,0.7823266219,0.6521029083,0.9106940716,0.6227293065,0.4884949664,0.7615480984,0.1595973154,0.03919463087,0.2816174497
gamma,1,32,5120,320,80,-0.075,0.0125,0.8261867089,0.6517405063,0.9971578323,0.6480221519,0.4556170886,0.8493967563,0.178164557,0.02577927215,0.3291139241
gamma,1,32,6144,384,40,-0.15,0,1.091025641,0.7320512821,1.436858974,1.03974359,0.5884615385,1.563782051,0.05128205128,-0.308974359,0.3961538462
gamma,1,16,32,4,6000,-0.01933333333,-0.01033333333,0.4188295271,0.4081645177,0.4295484574,0.3513513919,0.3386852475,0.363894946,0.06747813524,0.05660784714,0.07846797383
gamma,1,16,64,8,6000,-0.002333333333,-0.03066666667,0.4802737679,0.4682453589,0.4920634564,0.4024990276,0.3884670806,0.4167573707,0.07777474023,0.06557923265,0.09016433781
gamma,1,16,128,16,6000,-0.03883333333,-0.05033333333,0.550654373,0.5368390666,0.564151859,0.4782635856,0.4616854476,0.4949103236,0.07239078735,0.05852075832,0.08642909443
gamma,1,16,256,32,6000,-0.018,-0.0295,0.6159221954,0.6005269562,0.631130188,0.545608143,0.5266515013,0.5647602378,0.07031405234,0.05473935586,0.08613089126
gamma,1,16,512,64,5000,-0.0048,-0.0222,0.7019824565,0.683120179,0.7208695724,0.6210728346,0.5974361747,0.6451547269,0.08090962192,0.06055838268,0.1013888038
gamma,1,16,768,96,4000,-0.021,-0.056,0.7206416604,0.6987215171,0.7425248906,0.6242935734,0.5967977807,0.6521249539,0.09634808702,0.07402852744,0.1189267411
gamma,1,16,1024,128,3000,-0.001666666667,-0.04133333333,0.7515615761,0.7256916417,0.7782238899,0.6732710348,0.6407696635,0.7061781538,0.07829054129,0.05209550961,0.1054445065
gamma,1,16,1536,192,1600,-0.06375,-0.034375,0.8169502423,0.7777663335,0.856432277,0.6771792917,0.6338667527,0.7216232606,0.1397709506,0.10111644,0.1783764462
gamma,1,16,2048,256,1000,-0.026,-0.01,0.8064184184,0.7572759885,0.8555841341,0.7306026026,0.6670884259,0.7945572573,0.07581581582,0.02587327327,0.1264876376
gamma,1,16,2560,320,400,0.0175,-0.17,0.8136810777,0.7355606986,0.8896465382,0.702929198,0.5994862155,0.8114786967,0.1107518797,0.02667277569,0.1932835213
gamma,1,16,3072,384,300,0.01666666667,0.03,0.8254960981,0.736291388,0.9143545151,0.7089409142,0.6002005295,0.8193756968,0.1165551839,0.02340523969,0.210770903
gamma,1,16,4096,512,150,-0.1333333333,-0.12,0.9099776286,0.7508931767,1.076069911,0.9193736018,0.7186577181,1.137718121,-0.009395973154,-0.1669832215,0.155704698
gamma,1,16,5120,640,80,0,-0.025,0.8351265823,0.6561649525,1.005933544,0.7465189873,0.5161392405,0.9860759494,0.08860759494,-0.1091969937,0.2913172468
gamma,1,16,6144,768,40,0.05,0.125,0.7983974359,0.5993429487,0.9679487179,0.5227564103,0.3269230769,0.7166666667,0.2756410256,0.075,0.4679647436
gamma,1,8,32,8,6000,-0.05283333333,-0.039,0.4913423765,0.479020128,0.5034026768,0.4112228566,0.3964234279,0.4260690615,0.08011951992,0.0674844106,0.09299812885
gamma,1,8,64,16,6000,-0.05033333333,-0.04666666667,0.5625714841,0.5490874514,0.5763751504,0.4900749569,0.4727691424,0.5075312844,0.0724965272,0.05830130855,0.08648126354
gamma,1,8,128,32,6000,-0.05566666667,-0.0635,0.6279558121,0.6123909273,0.6435227916,0.5506444268,0.5311165472,0.5701398928,0.07731138523,0.06111283269,0.09316888579
gamma,1,8,256,64,6000,-0.05016666667,-0.05933333333,0.6965141829,0.6793407717,0.7141199905,0.6133102045,0.5915028703,0.6349773712,0.08320397844,0.06544903734,0.1009574596
gamma,1,8,512,128,5000,-0.0526,-0.043,0.7558432887,0.7349262833,0.7767335027,0.6464832166,0.6212560527,0.6714814108,0.109360072,0.0884010072,0.1305055411
gamma,1,8,768,192,4000,-0.07975,-0.063,0.8091627594,0.784249982,0.8344789596,0.7204148225,0.6883958138,0.7525640355,0.08874793698,0.06371199675,0.114972751
gamma,1,8,1024,256,3000,-0.07133333333,-0.05,0.8031401578,0.7747639658,0.8314148452,0.6930034456,0.6585525995,0.7280582972,0.1101367122,0.08107131266,0.1390363038
gamma,1,8,1536,384,1600,-0.044375,-0.0275,0.8888803549,0.8455349046,0.9336429995,0.8188068715,0.7631465613,0.8761675803,0.07007348343,0.02831601782,0.1127802826
gamma,1,8,2048,512,1000,-0.037,-0.08,0.887503003,0.8299252002,0.9443821321,0.7943698699,0.7242727227,0.8619826952,0.09313313313,0.03702002002,0.1497418919
gamma,1,8,2560,640,400,0.0925,-0.1375,0.9035275689,0.8023901159,1.010646382,0.870726817,0.7173890977,1.045619361,0.03280075188,-0.07710119048,0.133862782
gamma,1,8,3072,768,300,-0.1033333333,-0.02333333333,0.9308249721,0.8232653289,1.036360647,0.7961204013,0.6832218506,0.9112395485,0.1347045708,0.02488043478,0.2461563545
gamma,1,8,4096,1024,150,-0.08666666667,-0.1266666667,1.014988814,0.8456817673,1.186870246,0.8582550336,0.6744742729,1.053267897,0.1567337808,-0.004832214765,0.3294899329
gamma,1,8,5120,1280,80,-0.1375,-0.0875,1.087816456,0.8733366297,1.283787579,0.8088607595,0.5898734177,1.031566456,0.2789556962,0.06107594937,0.4958939873
gamma,1,8,6144,1536,40,-0.025,-0.35,0.821474359,0.525,1.115384615,0.753525641,0.4307692308,1.086858974,0.06794871795,-0.1794871795,0.3358974359
