distribution,distribution_params,variance_kind,model,intercept,coefficient,n_sizes,sse,r2,aic,bic
gamma,"{""shape"":0.5}",annealed,a_plus_b_log_L,-0.7818199561053589,0.9080381640564577,11,4.4379454429629375,0.8950519414922544,-5.9847411567414355,-5.188950611144694
gamma,"{""shape"":0.5}",annealed,a_plus_b_log_L_squared,1.604393651015556,0.07616891363032638,11,3.6000573522751935,0.9148662293185896,-8.286400459032176,-7.490609913435435
