model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.01607039224,-0.03639116391,-0.0008314377138,0.0195,-0.6483250998,-3.632375393,11.90275734,0.5576,0.1315818896,0.1292655549
gamma,conditional,block_gls,-0.01299548707,-0.03711696074,0.006385268535,0.0838,-2.361561384,-3.682474205,7.138782786,0.2911,0.158115548,0.1564010136
gamma,disorder,block_gls,-0.007155207859,-0.02596255091,0.0105218035,0.2054,-3.109131321,-3.68713556,3.945627965,0.1391,0.1552531184,0.1552958444
uniform,marginal,block_gls,-0.003045937827,-0.02395037664,0.01312904181,0.2762,-3.585182051,-3.687682532,2.846893324,0.1004,0.1600868004,0.1634342107
uniform,conditional,block_gls,-0.01984204226,-0.04821440847,0.003620740388,0.0454,-1.390504567,-3.672122521,9.881806906,0.4183,0.1722814469,0.1761993897
uniform,disorder,block_gls,0.01318931144,-0.005244101649,0.03165933879,0.9158,-1.735239295,-3.682752556,7.567637086,0.2933,0.07109344272,0.05633346773
