distribution,distribution_params,L,log_L,log_log_L,observations,environments,walks_per_environment_min,walks_per_environment_max,mean_winding,annealed_variance,annealed_variance_se,quenched_variance,quenched_variance_se,environment_mean_variance,mean_exit_x_over_L,mean_exit_y_over_L,mean_raw_walk_length,mean_loop_erased_path_length,mean_runtime
pareto,"{""alpha"":3.0}",512,6.238324625039508,1.830711656754555,2000,2000,1,1,-0.079,4.6941060530265135,0.14827063589307057,NaN,NaN,4.694106053026512,-0.0239541015625,0.03144140625,311713.2425,3141.6005,0.062477381999604405
pareto,"{""alpha"":3.0}",1024,6.931471805599453,1.9360721724123813,2000,2000,1,1,-0.0495,4.946523011505753,0.15901397758836813,NaN,NaN,4.946523011505753,-0.01484326171875,0.001603515625,1.2609562155e6,7450.3245,0.22994490900065284
pareto,"{""alpha"":3.0}",2048,7.6246189861593985,2.0313823522167063,500,500,1,1,0.252,5.327150300601204,0.34969661448719724,NaN,NaN,5.327150300601203,-0.013384765625,0.0294462890625,5.04818073e6,17479.05,0.9001690659994492
pareto,"{""alpha"":3.0}",4096,8.317766166719343,2.118393729206336,500,500,1,1,-0.166,6.1026492985971945,0.4010232996318798,NaN,NaN,6.102649298597196,-0.00367724609375,-0.0504443359375,1.8499704218e7,41668.426,3.193025478000287
triangular,"{""a"":0.8}",16,2.772588722239781,1.0197814405382262,5000,5000,1,1,0.0102,1.9408841368273653,0.04278349814372588,NaN,NaN,1.940884136827365,0.0092125,-0.0041625,305.6624,40.5688,8.380999997025356e-5
triangular,"{""a"":0.8}",32,3.4657359027997265,1.242924991852436,2000,2000,1,1,0.085,2.505027513756877,0.08640522395999109,NaN,NaN,2.5050275137568776,-0.007625,-0.023578125,1226.2565,97.9335,0.00045808800039230847
triangular,"{""a"":0.8}",64,4.1588830833596715,1.4252465486463906,2000,2000,1,1,0.016,3.232360180090043,0.10731527527018175,NaN,NaN,3.232360180090043,-0.0128125,-0.0263203125,4816.7445,233.8035,0.0013936574998078869
triangular,"{""a"":0.8}",128,4.852030263919617,1.5793972284736488,2000,2000,1,1,0.0145,3.48903426713357,0.1121196556438503,NaN,NaN,3.4890342671335697,-0.005859375,0.0016171875,19807.432,549.072,0.0060880749991629275
triangular,"{""a"":0.8}",256,5.545177444479562,1.7129286210981716,2000,2000,1,1,-0.0405,4.173946723361681,0.13031794691768078,NaN,NaN,4.173946723361682,-0.0160859375,-0.01527734375,78658.382,1307.805,0.024694795999093914
triangular,"{""a"":0.8}",512,6.238324625039508,1.830711656754555,2000,2000,1,1,0.0025,4.704846173086545,0.15099948164075694,NaN,NaN,4.704846173086544,0.017134765625,0.016693359375,311922.595,3129.595,0.09506295599963051
triangular,"{""a"":0.8}",1024,6.931471805599453,1.9360721724123813,2000,2000,1,1,-0.036,5.0952516258129155,0.15458416093903318,NaN,NaN,5.095251625812914,0.00058544921875,-0.006080078125,1.2561919135e6,7394.1125,0.33859502049983714
triangular,"{""a"":0.8}",2048,7.6246189861593985,2.0313823522167063,500,500,1,1,0.012,5.502861723446891,0.37655728163283436,NaN,NaN,5.502861723446891,-0.0163564453125,0.0169873046875,4.88190826e6,17696.368,1.5622133319985587
triangular,"{""a"":0.8}",4096,8.317766166719343,2.118393729206336,500,500,1,1,-0.074,6.661847695390781,0.4254908056160159,NaN,NaN,6.661847695390781,0.0022353515625,-0.03373779296875,2.0734182254e7,42049.282,4.532832729998743
uniform,"{""a"":0.7}",16,2.772588722239781,1.0197814405382262,5000,5000,1,1,-0.018,1.9548669733946802,0.04183133439153733,NaN,NaN,1.9548669733946806,-0.0072625,-0.008425,311.2638,40.6398,5.811740044737235e-5
uniform,"{""a"":0.7}",32,3.4657359027997265,1.242924991852436,5000,5000,1,1,0.007,2.5306571314262847,0.05530937593213496,NaN,NaN,2.5306571314262847,-0.0116625,0.00385625,1257.8546,98.503,0.00024596939973998814
uniform,"{""a"":0.7}",64,4.1588830833596715,1.4252465486463906,5000,5000,1,1,-0.0306,3.099883616723346,0.06406986350677298,NaN,NaN,3.099883616723346,-0.0011875,-0.00245625,4933.1716,231.1864,0.0008633989999187178
uniform,"{""a"":0.7}",128,4.852030263919617,1.5793972284736488,5000,5000,1,1,-0.0328,3.6700581716343255,0.07688906207850402,NaN,NaN,3.6700581716343255,-0.0065828125,-0.0107921875,19814.07,554.9648,0.004261422799015418
uniform,"{""a"":0.7}",256,5.545177444479562,1.7129286210981716,5000,5000,1,1,-0.0136,4.110637167433487,0.08446149297055851,NaN,NaN,4.110637167433487,-0.00540625,0.011196875,81058.7812,1325.4348,0.017036204399960116
uniform,"{""a"":0.7}",512,6.238324625039508,1.830711656754555,5000,5000,1,1,0.0144,4.707134066813362,0.09626011511057907,NaN,NaN,4.707134066813362,0.01041015625,0.0097921875,318133.4752,3141.3276,0.05969153400019277
uniform,"{""a"":0.7}",1024,6.931471805599453,1.9360721724123813,5000,5000,1,1,0.0046,5.296438127625525,0.10777287549735981,NaN,NaN,5.296438127625525,0.001485546875,0.00079140625,1.2602683488e6,7548.2788,0.22963872820013204
uniform,"{""a"":0.7}",2048,7.6246189861593985,2.0313823522167063,500,500,1,1,-0.1,6.306613226452907,0.4172074594565554,NaN,NaN,6.306613226452907,-0.019728515625,-0.0204287109375,5.10931239e6,17351.298,0.8448971239995444
uniform,"{""a"":0.7}",4096,8.317766166719343,2.118393729206336,500,500,1,1,-0.03,6.618336673346694,0.4175079936141826,NaN,NaN,6.618336673346694,0.00367236328125,0.05333251953125,2.0116443524e7,42548.312,3.5228074120013044
weibull,"{""shape"":0.7}",16,2.772588722239781,1.0197814405382262,5000,5000,1,1,0.0244,1.9918030006001228,0.04179681306554275,NaN,NaN,1.9918030006001228,-0.004175,0.004075,437.9268,41.9436,6.236399995395914e-5
weibull,"{""shape"":0.7}",32,3.4657359027997265,1.242924991852436,5000,5000,1,1,0.046,2.6040048009601926,0.054815721351404244,NaN,NaN,2.604004800960192,0.00141875,-0.03305,1905.2462,100.703,0.00024518140007276086
weibull,"{""shape"":0.7}",64,4.1588830833596715,1.4252465486463906,5000,5000,1,1,0.0,3.1298259651930387,0.06608712115170834,NaN,NaN,3.1298259651930387,-0.028678125,-0.0061125,7705.9294,237.3194,0.0009184498002636247
weibull,"{""shape"":0.7}",128,4.852030263919617,1.5793972284736488,5000,5000,1,1,-0.0408,3.553045969193839,0.07288355282692044,NaN,NaN,3.553045969193839,0.010703125,0.0057015625,31455.2078,567.7178,0.003862096000171732
weibull,"{""shape"":0.7}",256,5.545177444479562,1.7129286210981716,5000,5000,1,1,-0.0102,4.223340628125624,0.08593342798614606,NaN,NaN,4.223340628125625,0.0027359375,-0.0063078125,128162.1752,1354.8736,0.016866669200267644
weibull,"{""shape"":0.7}",512,6.238324625039508,1.830711656754555,5000,5000,1,1,0.0024,4.812156671334267,0.09750096988936782,NaN,NaN,4.812156671334267,0.013287890625,0.01127578125,535103.0922,3239.029,0.06547295960015617
weibull,"{""shape"":0.7}",1024,6.931471805599453,1.9360721724123813,5000,5000,1,1,0.0186,5.223298699739947,0.10444955630550798,NaN,NaN,5.223298699739947,-0.0178955078125,0.0004208984375,2.215709648e6,7713.7884,0.28885743160058047
weibull,"{""shape"":0.7}",2048,7.6246189861593985,2.0313823522167063,500,500,1,1,0.014,5.825454909819638,0.36076504527891534,NaN,NaN,5.82545490981964,-0.06530078125,-0.0883935546875,8.780137506e6,17944.326,1.1358302659997717
weibull,"{""shape"":0.7}",4096,8.317766166719343,2.118393729206336,500,500,1,1,0.016,6.272288577154306,0.41380130705891033,NaN,NaN,6.272288577154306,-0.02530078125,0.03905126953125,3.322474945e7,42751.122,4.079008170000278
