campaign_id,L,environment_id,environment_seed,conditional_mean,conditional_variance,conditional_second_moment,log_partition,partition_phase_real,partition_phase_imaginary,matrix_order,precision_bits,crossed_edges,relative_solve_residual,maximum_probability_imaginary_residual,maximum_covariance_imaginary_residual,elapsed_seconds
glauber_square_grid_kasteleyn__gamma__p_0p5,8,138,11984716301841529,-0.0006922108318452302,0.003492812526868077,0.003493291682703801,16.391043315062753,1.0,0.0,128,53,8,2.847106170086459e-16,0.0,0.0,0.001135625
glauber_square_grid_kasteleyn__gamma__p_0p5,8,139,983842964381570939,-0.1837750668882152,2.165405979128493,2.199179254338261,3.81483268103184,1.0,0.0,128,53,8,4.916047243266489e-15,0.0,0.0,0.000270542
glauber_square_grid_kasteleyn__gamma__p_0p5,8,140,16374240683566029122,-1.0939868629169691,3.3016801563038705,4.498487412538782,-8.520125711661361,1.0,0.0,128,53,8,2.2914343423217082e-15,0.0,0.0,0.000282
glauber_square_grid_kasteleyn__gamma__p_0p5,8,141,6740158449717919421,0.0752185235608307,0.31591927043359186,0.3215770967202631,10.337379561219976,1.0,0.0,128,53,8,3.6109986540176204e-15,0.0,0.0,0.000281458
glauber_square_grid_kasteleyn__gamma__p_0p5,8,142,15055468235872912662,0.31849502931800994,1.1763835694393925,1.2778226531396726,20.912916090136367,1.0,0.0,128,53,8,1.060429721135694e-15,0.0,0.0,0.000278417
glauber_square_grid_kasteleyn__gamma__p_0p5,8,143,4090543777617312797,-0.18951988227001504,1.018283513307204,1.0542012990828442,11.014639202916914,1.0,0.0,128,53,8,3.1033860098092757e-16,0.0,0.0,0.000288625
glauber_square_grid_kasteleyn__gamma__p_0p5,8,144,7550376651752656964,-0.48849337560837425,1.718395640163354,1.9570214181766181,6.512495804776087,1.0,0.0,128,53,8,1.7257860874623914e-15,0.0,0.0,0.00028375
glauber_square_grid_kasteleyn__gamma__p_0p5,8,145,17638512159116058056,0.23202946463422103,0.8742868704681376,0.9281245429265808,14.279406653198652,1.0,0.0,128,53,8,2.0360151411081303e-15,0.0,0.0,0.0009105
glauber_square_grid_kasteleyn__gamma__p_0p5,8,146,2670048313809376179,-0.4126884075522458,1.6141618017007897,1.7844735234287983,35.08525098746332,1.0,0.0,128,53,8,1.4520957717154645e-15,0.0,0.0,0.000510792
glauber_square_grid_kasteleyn__gamma__p_0p5,8,147,14463644811098305512,-3.4363943405321855,1.9372878324918088,13.746093896133443,17.678100880475384,1.0,0.0,128,53,8,7.920799411761325e-15,0.0,0.0,0.000293834
glauber_square_grid_kasteleyn__gamma__p_0p5,8,148,12714845934858195177,-0.0032269275049121304,0.01304226722418729,0.013052680285309249,27.545910820888707,1.0,-0.0,128,53,8,4.573777794994428e-16,0.0,0.0,0.000290667
glauber_square_grid_kasteleyn__gamma__p_0p5,8,149,14852636927950465568,-0.06686602426222915,0.5663221189805283,0.5707931841811653,19.161783706453154,1.0,-0.0,128,53,8,8.709759601718201e-15,0.0,0.0,0.000315459
glauber_square_grid_kasteleyn__gamma__p_0p5,8,150,10429837425292490995,-3.47604219805158,1.8213812840167352,13.904250646651995,11.8351770566848,1.0,0.0,128,53,8,4.064693733356106e-15,0.0,0.0,0.000290958
