model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
gamma,1,32,32,2,6000,-0.0025,0.0003333333333,0.3416370923,0.3326316247,0.3509494471,0.2591225065,0.2495620051,0.2688836556,0.08251458576,0.07349199658,0.09184833306
gamma,1,32,64,4,6000,-0.02816666667,-0.01016666667,0.4197882703,0.4093658488,0.4305998976,0.3277259543,0.3157918518,0.3398038704,0.09206231594,0.08071785784,0.1032604976
gamma,1,32,128,8,6000,-0.01866666667,-0.018,0.4814106796,0.4691414757,0.4932867391,0.3747288993,0.3613404793,0.3880661204,0.1066817803,0.09418520795,0.1191598676
gamma,1,32,256,16,6000,-0.009166666667,-0.01883333333,0.5513725343,0.5372194394,0.5656665357,0.425357504,0.4098979347,0.4412220481,0.1260150303,0.1113947602,0.1406361574
gamma,1,32,512,32,5000,-0.0172,-0.0282,0.6110766753,0.5942160857,0.6283925805,0.4853365673,0.4660706206,0.5049976435,0.125740108,0.1080224205,0.1436582797
gamma,1,32,768,48,4000,0.00025,-0.015,0.6691797637,0.6482433671,0.6899529289,0.5198886909,0.4973106613,0.5431182296,0.1492910728,0.1278910228,0.1706188688
gamma,1,32,1024,64,3000,-0.001,-0.026,0.7090645215,0.6833084709,0.7346811951,0.5660428476,0.5363438591,0.5957198525,0.1430216739,0.1170205902,0.1700473908
gamma,1,32,1536,96,1600,-0.02875,-0.03375,0.7007051282,0.6654074764,0.7356846076,0.5678424015,0.5289963893,0.6065017785,0.1328627267,0.09789051751,0.1690719297
gamma,1,32,2048,128,1000,-0.019,0.065,0.7995065065,0.7519110485,0.8483562437,0.6431151151,0.5907155155,0.6974137763,0.1563913914,0.1062564565,0.2087495996
gamma,1,32,2560,160,400,0.025,-0.0125,0.8003602757,0.7231547619,0.8779201128,0.6797462406,0.5964909148,0.7629066416,0.1206140351,0.04024859023,0.2030075188
gamma,1,32,3072,192,300,-0.03333333333,-0.01666666667,0.8237179487,0.7220011148,0.9268171683,0.7105629877,0.5869498328,0.8422569677,0.113154961,0.009173076923,0.2179275362
gamma,1,32,4096,256,150,-0.006666666667,-0.04666666667,0.8243847875,0.6882309843,0.9550810962,0.7374496644,0.5701118568,0.9113338926,0.08693512304,-0.04,0.2163825503
gamma,1,32,5120,320,80,-0.0125,0.025,0.9806170886,0.7208840981,1.250474684,0.7777689873,0.5313291139,1.060443038,0.2028481013,-0.02943829114,0.4500039557
gamma,1,32,6144,384,40,-0.1,0,0.8153846154,0.5762820513,1.036858974,0.7897435897,0.4602163462,1.138141026,0.02564102564,-0.2128205128,0.25
gamma,1,16,32,4,6000,-0.01683333333,-0.01283333333,0.420012641,0.4093640051,0.4305837594,0.3150445074,0.3034617714,0.32671323,0.1049681336,0.0938532304,0.116414151
gamma,1,16,64,8,6000,-0.034,-0.01733333333,0.4970212813,0.4844533526,0.5092337747,0.389259321,0.37537329,0.4036919837,0.1077619603,0.09477653428,0.1211701388
gamma,1,16,128,16,6000,-0.02083333333,-0.03283333333,0.5615042229,0.5473138336,0.5754865255,0.420498083,0.405817289,0.4356992402,0.1410061399,0.1264234004,0.1556563177
gamma,1,16,256,32,6000,-0.01833333333,-0.0455,0.6171496777,0.6019179266,0.6321994388,0.4931298411,0.4755458823,0.5111040701,0.1240198366,0.1084041549,0.1396857462
