model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.02494790194,-0.04442773936,-0.01170820391,0.0004,5.184005509,-1.73464183,24.44989848,0.9223,0.1538370539,0.1441971064
gamma,conditional,block_gls,-0.03112155447,-0.05714567979,-0.01050180436,0.0023,3.307464118,-2.888893194,19.90043792,0.825,0.2243892321,0.2121933356
gamma,disorder,block_gls,0.006979095977,-0.01158875852,0.02508810211,0.7703,-3.113680856,-3.686671047,3.762759021,0.1196,0.1087621493,0.1096744598
uniform,marginal,block_gls,-0.00272929134,-0.02427410204,0.01393576358,0.296,-3.606518488,-3.687403184,2.953109956,0.0972,0.1599973076,0.1631295358
uniform,conditional,block_gls,-0.01912847867,-0.04739225439,0.004382567041,0.0545,-1.552895393,-3.67790658,9.422605601,0.394,0.1720825716,0.1759420529
uniform,disorder,block_gls,0.01277381362,-0.005669386072,0.03143301396,0.9131,-1.848574839,-3.682635323,7.454594858,0.2793,0.07147615709,0.05679200554
