model,fraction_num,fraction_den,order,separation,n,mean_1,mean_2,marginal,marginal_low,marginal_high,conditional,conditional_low,conditional_high,disorder,disorder_low,disorder_high
gamma,1,16,1536,192,1600,-0.04875,-0.074375,0.8031103424,0.7637146068,0.8435884488,0.6804094356,0.6319007632,0.7293568246,0.1227009068,0.08359116049,0.1622315998
gamma,1,16,2048,256,1000,-0.034,-0.026,0.8269109109,0.776783984,0.8776458083,0.6876556557,0.6300167167,0.7469489364,0.1392552553,0.08713423423,0.1905902152
gamma,1,16,2560,320,400,-0.06,-0.01,0.8327318296,0.754645755,0.9124921679,0.7180451128,0.6209398496,0.8182926848,0.1146867168,0.03288016917,0.2011541353
gamma,1,16,3072,384,300,-0.01333333333,-0.06333333333,0.8390356745,0.7468769509,0.9317284002,0.6927257525,0.592703456,0.7971119008,0.146309922,0.05595958751,0.237458194
gamma,1,16,4096,512,150,-0.006666666667,-0.1,0.9211185682,0.7882757271,1.052799217,0.80098434,0.6504697987,0.9509910515,0.1201342282,-0.01977852349,0.2651006711
gamma,1,16,5120,640,80,0.1875,0.0125,0.7922468354,0.635911788,0.9347310127,0.6553797468,0.460443038,0.8544303797,0.1368670886,-0.01899129747,0.2879746835
gamma,1,16,6144,768,40,0.1,-0.025,0.7766025641,0.5814102564,0.9548076923,0.7996794872,0.5076923077,1.076923077,-0.02307692308,-0.2480929487,0.19875
gamma,1,8,32,8,6000,-0.05,-0.05,0.4917486248,0.4795960757,0.5036857723,0.4150691782,0.4000788117,0.4296558986,0.07667944657,0.06396190685,0.0896121291
gamma,1,8,64,16,6000,-0.03633333333,-0.05283333333,0.5592874785,0.5458168177,0.5731682638,0.4888620187,0.4718647938,0.5062645302,0.0704254598,0.05639159165,0.08402355393
gamma,1,8,128,32,6000,-0.059,-0.04116666667,0.6240995027,0.6085369287,0.6394765638,0.5355135717,0.5161825252,0.5548657731,0.08858593099,0.0722508557,0.1049029873
gamma,1,8,256,64,6000,-0.0475,-0.04616666667,0.6857538201,0.6691750774,0.7026662899,0.5975987109,0.5760639603,0.6192951103,0.08815510918,0.07063686448,0.1056534499
gamma,1,8,512,128,5000,-0.0108,-0.0378,0.7698812362,0.7484313278,0.7909856396,0.673070114,0.6475803721,0.6989066308,0.09681112222,0.07526141028,0.1179117984
gamma,1,8,768,192,4000,-0.06,-0.049,0.7891967992,0.765091562,0.8136809398,0.7081165291,0.6775401913,0.7399205919,0.08108027007,0.05644839179,0.1058419261
gamma,1,8,1024,256,3000,-0.04766666667,-0.034,0.8567381905,0.8260042862,0.8885592378,0.7073090475,0.6709653426,0.7430916347,0.149429143,0.1177115955,0.1813538846
gamma,1,8,1536,384,1600,-0.088125,-0.06875,0.8777397983,0.8351146224,0.9206105427,0.7674794794,0.7124947184,0.8234405488,0.1102603189,0.0646970763,0.1561261042
gamma,1,8,2048,512,1000,0.012,-0.038,0.9231291291,0.8633178929,0.9819636762,0.8065565566,0.7356194194,0.8802926426,0.1165725726,0.05615590591,0.1747353604
gamma,1,8,2560,640,400,-0.08,-0.0375,0.8945833333,0.8067503133,0.9817640194,0.8650093985,0.7392181234,0.9949783051,0.02957393484,-0.05822243108,0.1183034148
gamma,1,8,3072,768,300,-0.02666666667,-0.06666666667,0.8937346711,0.7944450948,0.9930345596,0.8085618729,0.6769799331,0.9477134894,0.08517279822,-0.01304347826,0.1829437012
gamma,1,8,4096,1024,150,-0.06,0.04666666667,1.091051454,0.9131907159,1.269553132,1.128501119,0.862393736,1.413096756,-0.03744966443,-0.2338299776,0.1543624161
gamma,1,8,5120,1280,80,-0.05,-0.1125,1.175870253,0.9394778481,1.403732199,0.9410601266,0.6594936709,1.227800633,0.2348101266,-0.01439873418,0.4784849684
gamma,1,8,6144,1536,40,0.15,0.225,1.077884615,0.6958333333,1.485584936,0.7278846154,0.408974359,1.070512821,0.35,0.05959935897,0.6461858974
gamma,1,4,32,16,6000,-0.1121666667,-0.1046666667,0.5539074151,0.540461811,0.5669700113,0.4554644524,0.4389961744,0.4718514752,0.09844296272,0.08396658193,0.112593035
gamma,1,4,64,32,6000,-0.1023333333,-0.08783333333,0.6229270851,0.6077091585,0.6385385759,0.5385679697,0.5196139186,0.5577605361,0.08435911541,0.06838009529,0.1005950103
gamma,1,4,128,64,6000,-0.09783333333,-0.08016666667,0.6944500472,0.6766869659,0.7119302141,0.6021109629,0.5810127855,0.6234745235,0.09233908429,0.07453054676,0.110081606
gamma,1,4,256,128,6000,-0.1001666667,-0.1096666667,0.7596798772,0.7409001788,0.7783671907,0.6588146774,0.6350373934,0.6823504303,0.1008651998,0.08091000583,0.119963994
gamma,1,4,512,256,5000,-0.089,-0.1056,0.8021242448,0.7798350895,0.8245215168,0.7067035607,0.6797346354,0.7341157657,0.09542068414,0.07283933287,0.1182777756
gamma,1,4,768,384,4000,-0.1065,-0.09825,0.8705949925,0.8439253477,0.8971155515,0.7792857902,0.7453091312,0.813771403,0.0913092023,0.0637900944,0.1188557764
gamma,1,4,1024,512,3000,-0.09133333333,-0.1086666667,0.8818855174,0.8507292375,0.9139008767,0.7984492609,0.757168263,0.8388202234,0.08343625653,0.05190678282,0.1152932144
gamma,1,4,1536,768,1600,-0.093125,-0.071875,0.922407364,0.876835532,0.9667846945,0.7958966542,0.7406241841,0.8526563037,0.1265107098,0.07996112805,0.1733104088
gamma,1,4,2048,1024,1000,-0.069,-0.097,1.001916917,0.940474537,1.062345445,0.8544624625,0.7828138138,0.9296181306,0.1474544545,0.08617127127,0.2090134635
gamma,1,4,2560,1280,400,-0.2,-0.065,0.9753258145,0.8766408991,1.074935464,0.8329699248,0.718245614,0.9538565163,0.1423558897,0.04224827694,0.2451885965
gamma,1,4,3072,1536,300,-0.04666666667,-0.07333333333,0.9661092531,0.8636988573,1.066042781,0.832419175,0.6955602007,0.9748673356,0.133690078,0.0218277592,0.2413389075
gamma,1,4,4096,2048,150,-0.1933333333,-0.3933333333,1.010693512,0.8378053691,1.183897092,1.020134228,0.8104026846,1.247635347,-0.009440715884,-0.1844295302,0.1689530201
gamma,1,4,5120,2560,80,0.0125,-0.075,1.079351266,0.8221340981,1.347397152,1.141693038,0.7594857595,1.584746835,-0.06234177215,-0.3306962025,0.1890862342
gamma,1,4,6144,3072,40,-0.35,-0.075,0.9727564103,0.6804246795,1.248397436,0.6663461538,0.4201923077,0.9217948718,0.3064102564,0.003189102564,0.6435897436
uniform,1,32,32,2,6000,-0.01333333333,-0.007833333333,0.3358530727,0.3271075801,0.3448424328,0.3396248125,0.3276163892,0.3518609223,-0.003771739734,-0.01190297689,0.004576875313
uniform,1,32,64,4,6000,-0.01633333333,-0.02016666667,0.4168160666,0.4065647028,0.4272299286,0.4139783158,0.3995442518,0.4285659888,0.002837750736,-0.007770095016,0.01354310371
uniform,1,32,128,8,6000,-0.004833333333,-0.01533333333,0.4736997138,0.4617263895,0.4856574266,0.4754407818,0.4586746663,0.4921352892,-0.001741067956,-0.01373661444,0.01024100267
uniform,1,32,256,16,6000,-0.008833333333,-0.02283333333,0.5489584653,0.5355710566,0.5622285221,0.5511605268,0.531755237,0.5701668723,-0.002202061455,-0.01613342224,0.01199341279
uniform,1,32,512,32,5000,-0.0288,-0.0272,0.6199393479,0.6025674005,0.6366321239,0.607320184,0.5838130621,0.630422515,0.01261916383,-0.004773382677,0.03039513903
uniform,1,32,768,48,4000,-0.017,-0.0255,0.6779498625,0.6575328457,0.698594186,0.6783834709,0.6490489615,0.7070049075,-0.0004336084021,-0.02108156102,0.02020360871
uniform,1,32,1024,64,3000,-0.01666666667,-0.014,0.6853248861,0.6612271202,0.7092349172,0.6782225186,0.6450014449,0.7113281094,0.007102367456,-0.01648985495,0.03067769256
uniform,1,32,1536,96,1600,0.001875,-0.046875,0.7205999844,0.6860169686,0.7549828018,0.7230136023,0.6761838014,0.7711824138,-0.002413617886,-0.03647685077,0.03133981199
uniform,1,32,2048,128,1000,-0.053,-0.016,0.7947622623,0.7453026151,0.8427624499,0.7645800801,0.6976652152,0.8323328954,0.03018218218,-0.01892077077,0.07934489489
uniform,1,32,2560,160,400,0.025,0.0675,0.7705858396,0.6999674185,0.8415513001,0.7622525063,0.6645025063,0.8633809524,0.008333333333,-0.06343405388,0.0816987782
uniform,1,32,3072,192,300,-0.01,0.03666666667,0.7584726867,0.6762088907,0.8401737737,0.8082720178,0.6756445095,0.9478874025,-0.0497993311,-0.1397993311,0.04254375697
uniform,1,32,4096,256,150,-0.1133333333,-0.006666666667,0.8391498881,0.6866208054,0.9900313199,0.8063534676,0.6019910515,1.02034396,0.03279642058,-0.09601789709,0.1655044743
uniform,1,32,5120,320,80,-0.025,-0.1,0.8680379747,0.6753144778,1.057205301,0.8579113924,0.5835423259,1.163314873,0.01012658228,-0.2017484177,0.2148734177
uniform,1,32,6144,384,40,0.05,0,0.8705128205,0.6128044872,1.08974359,0.8705128205,0.5525641026,1.174358974,0,-0.2032051282,0.2025641026
uniform,1,16,32,4,6000,-0.02433333333,-0.02466666667,0.4236369951,0.4130958632,0.4342281929,0.4234038451,0.4082337709,0.4386395983,0.0002331499694,-0.01052403317,0.01084975829
uniform,1,16,64,8,6000,-0.031,-0.0185,0.4853459327,0.4737544577,0.497230669,0.4942542507,0.4767670195,0.5121631991,-0.008908318053,-0.02127035409,0.003468189143
uniform,1,16,128,16,6000,-0.01883333333,-0.0305,0.5586172973,0.5447928224,0.572389873,0.5668597544,0.5474414441,0.5867099461,-0.008242457076,-0.02222592029,0.005500737623
uniform,1,16,256,32,6000,-0.01066666667,-0.03266666667,0.6123449464,0.5971192286,0.6274660388,0.620528088,0.5991539201,0.6423580375,-0.008183141635,-0.02357838806,0.006994128883
uniform,1,16,512,64,5000,-0.0284,-0.0448,0.6999331866,0.6811778356,0.7186915508,0.6792013603,0.6525742614,0.7053331686,0.02073182637,0.001179160832,0.04041254251
uniform,1,16,768,96,4000,-0.01225,-0.006,0.7172112716,0.6952323307,0.7391881408,0.7245366029,0.6949470243,0.7542324331,-0.007325331333,-0.02848866592,0.01430021255
uniform,1,16,1024,128,3000,-0.041,-0.01133333333,0.7661840058,0.7391235467,0.7925414569,0.773317717,0.7347712724,0.8122398411,-0.007133711237,-0.03485288985,0.02002367456
uniform,1,16,1536,192,1600,-0.026875,-0.006875,0.8032422608,0.7647329483,0.842498417,0.8196873046,0.7644317005,0.8762471125,-0.01644504378,-0.05456289087,0.02193744137
uniform,1,16,2048,256,1000,0.002,-0.033,0.8347882883,0.7839184184,0.886001001,0.8247122122,0.7522117117,0.8975595596,0.01007607608,-0.0414019019,0.06175685686
uniform,1,16,2560,320,400,0.0525,-0.0125,0.8381390977,0.7578316103,0.9193933271,0.8550250627,0.7506234336,0.9608899593,-0.01688596491,-0.09431077694,0.06371052632
uniform,1,16,3072,384,300,-0.07,-0.05,0.9126755853,0.8057293757,1.023364688,0.8459531773,0.7166666667,0.9793811315,0.06672240803,-0.04455518395,0.1811371237
uniform,1,16,4096,512,150,-0.08,-0.04,0.9288590604,0.7818545861,1.077964206,0.8448322148,0.6675838926,1.033199105,0.08402684564,-0.06738926174,0.2350805369
uniform,1,16,5120,640,80,-0.025,-0.05,0.9477848101,0.7376582278,1.148734177,0.860443038,0.6011867089,1.107517801,0.08734177215,-0.1345094937,0.3268987342
uniform,1,16,6144,768,40,-0.025,0.125,1.325,0.8461538462,1.794230769,1.296153846,0.7432692308,1.868950321,0.02884615385,-0.3333333333,0.3858974359
uniform,1,8,32,8,6000,-0.05466666667,-0.05833333333,0.4888858699,0.4771002862,0.5004310215,0.4870744569,0.4699160027,0.5040003278,0.001811413013,-0.01059356629,0.01446980469
uniform,1,8,64,16,6000,-0.05083333333,-0.048,0.5608994694,0.5475482824,0.5741653664,0.5535049036,0.5345488245,0.5725958629,0.007394565761,-0.006652721287,0.02187773448
uniform,1,8,128,32,6000,-0.0335,-0.04783333333,0.6310667056,0.6154936854,0.6466571567,0.6275018614,0.6050133633,0.6494350128,0.003564844141,-0.01245596072,0.01947284339
uniform,1,8,256,64,6000,-0.054,-0.05783333333,0.6917349419,0.6738868106,0.7092481004,0.6908577957,0.6660795726,0.7159187104,0.000877146191,-0.01677040757,0.01858943713
uniform,1,8,512,128,5000,-0.0602,-0.055,0.7302215243,0.7101338788,0.7508260677,0.7275319864,0.6987188313,0.7565502475,0.002689537908,-0.01772564913,0.02318974495
uniform,1,8,768,192,4000,-0.02575,-0.04125,0.7880146912,0.7633427943,0.8124470438,0.8015802701,0.7666924176,0.835940997,-0.01356557889,-0.0375463991,0.01111694174
uniform,1,8,1024,256,3000,-0.04033333333,-0.065,0.825015783,0.796341757,0.8542558422,0.7869580971,0.7463066592,0.8263716141,0.0380576859,0.008002222963,0.06861373791
uniform,1,8,1536,384,1600,-0.023125,-0.001875,0.8909126798,0.8481777722,0.9335348313,0.8771974672,0.8164035335,0.9396059256,0.01371521263,-0.02973454112,0.05822638172
uniform,1,8,2048,512,1000,-0.05,-0.055,0.8756131131,0.8220007382,0.9272663163,0.8993868869,0.8197059685,0.981647485,-0.02377377377,-0.08079379379,0.03227965465
uniform,1,8,2560,640,400,-0.055,-0.025,0.8778696742,0.7957798402,0.9607481203,0.9393984962,0.8056359649,1.08018797,-0.06152882206,-0.1526383145,0.02481281328
uniform,1,8,3072,768,300,0.02333333333,-0.04666666667,0.920039019,0.8163589744,1.021580407,0.8721237458,0.7367235229,1.013356187,0.04791527313,-0.05048160535,0.1455585284
uniform,1,8,4096,1024,150,-0.18,-0.12,0.9529530201,0.8081414989,1.093068233,0.880738255,0.6911789709,1.080178971,0.0722147651,-0.08090268456,0.2190626398
uniform,1,8,5120,1280,80,-0.2125,0.1,1.003718354,0.778477057,1.231329114,1.058148734,0.7606487342,1.369556962,-0.05443037975,-0.2506329114,0.1392405063
uniform,1,8,6144,1536,40,-0.25,0.175,0.9650641026,0.7201923077,1.183349359,0.8945512821,0.6038461538,1.171474359,0.07051282051,-0.158349359,0.3070673077
uniform,1,4,32,16,6000,-0.1133333333,-0.1256666667,0.5436056565,0.5307503219,0.5564928596,0.5525160304,0.5335838751,0.5719943991,-0.008910373951,-0.02281718203,0.004804254876
uniform,1,4,64,32,6000,-0.1071666667,-0.09783333333,0.6157412624,0.6006596968,0.6303978097,0.6163925099,0.5949230983,0.6380124927,-0.0006512474301,-0.01563798133,0.01460927446
uniform,1,4,128,64,6000,-0.0905,-0.1001666667,0.6888363338,0.6719544785,0.7058494221,0.7027370673,0.6780061604,0.7276400897,-0.01390073346,-0.03147663361,0.003961674168
uniform,1,4,256,128,6000,-0.1105,-0.096,0.763164069,0.7440892968,0.7824409902,0.7662725871,0.7395384008,0.793447543,-0.003108518086,-0.02192949936,0.01661054342
uniform,1,4,512,256,5000,-0.0796,-0.11,0.8127444689,0.7903329886,0.8344415493,0.80969986,0.777705159,0.8409678896,0.003044608922,-0.01967817864,0.02635863273
uniform,1,4,768,384,4000,-0.102,-0.117,0.8346621655,0.8085696276,0.8605887573,0.8430982746,0.8066882346,0.8801964804,-0.008436109027,-0.03478065766,0.01779515191
uniform,1,4,1024,512,3000,-0.1283333333,-0.1086666667,0.8829887185,0.8516459375,0.9136046293,0.8742646993,0.8310595032,0.9174739483,0.008724019117,-0.02271300156,0.03940556574
uniform,1,4,1536,768,1600,-0.093125,-0.073125,0.9248182458,0.8781525319,0.9704452343,0.9003627267,0.8361341805,0.9663058992,0.02445551907,-0.02135916002,0.06930121365
uniform,1,4,2048,1024,1000,-0.098,-0.111,0.977515015,0.9195791792,1.036119432,0.9954109109,0.9154642017,1.079568256,-0.0178958959,-0.07719754755,0.04028828829
uniform,1,4,2560,1280,400,-0.045,0.0325,0.9571021303,0.8653358396,1.048017466,0.9230545113,0.8018880796,1.049420426,0.03404761905,-0.06143530702,0.1279981203
uniform,1,4,3072,1536,300,-0.1833333333,-0.19,1.031917503,0.9128801561,1.149695513,1.020044593,0.8628522854,1.182134894,0.0118729097,-0.1020072464,0.1275841695
uniform,1,4,4096,2048,150,-0.18,-0.1066666667,0.9343400447,0.7892790828,1.081456376,0.9536689038,0.7647427293,1.14765604,-0.01932885906,-0.1489932886,0.113295302
uniform,1,4,5120,2560,80,-0.125,-0.25,1.150316456,0.8882120253,1.401906646,1.068037975,0.7081348892,1.471481408,0.08227848101,-0.1753243671,0.3063291139
uniform,1,4,6144,3072,40,-0.175,0,0.8689102564,0.6163461538,1.091987179,0.7407051282,0.4358974359,1.039903846,0.1282051282,-0.1025641026,0.3487179487
