model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.02825749065,-0.08426956132,0.01405057811,0.0811,-2.18219577,-3.459523661,7.94946995,0.3217,0.1296983505,0.1294774985
gamma,conditional,block_gls,-0.003984645102,-0.06937294981,0.04789708024,0.3621,-3.448333016,-3.464740372,2.061793084,0.079,0.1667413123,0.1751366861
gamma,disorder,block_gls,-0.03972718023,-0.09072521335,0.01054074251,0.0581,-1.074395111,-3.453916776,9.005858802,0.3799,0.1974503088,0.2078621115
uniform,marginal,block_gls,-0.007315047316,-0.06477268409,0.03704475269,0.2922,-3.385518888,-3.464328318,2.877447305,0.0979,0.1557077875,0.1690533443
uniform,conditional,block_gls,-0.05489896267,-0.1314575283,0.009131520583,0.0443,-1.139452729,-3.450069046,9.872709932,0.4345,0.1845592237,0.2047019372
uniform,disorder,block_gls,0.03605552265,-0.01554063163,0.08600491215,0.9172,-1.48758367,-3.457359499,7.789708225,0.3154,0.07188127095,0.05483955727
