model,fraction_num,fraction_den,component,min_order,max_order,fit_points,log_intercept,log_slope,quadratic_intercept,quadratic_log_slope,log2_coefficient,log2_coefficient_low,log2_coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,1,32,marginal,512,6144,10,0.2321134457,0.1115846934,0.03301144473,0.1981282214,-0.009139192963,-0.0882389002,0.06391420415,0.3479,-2.177122921,-2.301269735,4.920737356,0.2259,0.09453771681,0.09677608579
gamma,1,32,conditional,512,6144,10,0.02055730672,0.1292940054,0.3165323587,0.000642735828,0.01358586603,-0.08733295223,0.1178127027,0.5443,0.3736834979,-2.299621884,6.999807412,0.3331,0.01277591257,0.0241269542
gamma,1,32,disorder,512,6144,10,0.211556139,-0.01770931206,-0.283520914,0.1974854856,-0.022725059,-0.09961947889,0.05120595049,0.2725,-1.343763061,-2.300782878,7.927394028,0.2886,0.08736572792,0.09749968492
gamma,1,16,marginal,512,6144,10,0.2854098901,0.09804670691,0.181258762,0.1372646606,-0.003612630825,-0.1024889278,0.09003885654,0.3971,-2.263328168,-2.299476578,8.49562246,0.3374,0.05543059867,0.08436779277
gamma,1,16,conditional,512,6144,10,0.2591086572,0.07280371936,-0.4486596798,0.3393128432,-0.02454995695,-0.1195688829,0.06847930893,0.26,0.3267151711,-2.299325455,8.055973028,0.4016,0.02076079107,0.03393732619
gamma,1,16,disorder,512,6144,10,0.0263012329,0.02524298755,0.6299184418,-0.2020481825,0.02093732613,-0.05891453059,0.1038407392,0.6673,-0.7731832117,-2.29892568,5.284388207,0.3006,0.06470922847,0.06143243443
gamma,1,8,marginal,512,6144,10,0.05797776442,0.1370857191,2.449644462,-0.657786429,0.06492948961,-0.04624145588,0.1676946047,0.847,1.404479247,-2.294813052,6.205912973,0.4636,0.140632029,0.1091693911
gamma,1,8,conditional,512,6144,10,0.07252086326,0.1034488427,2.487083293,-0.6990327187,0.06555106796,-0.0518215642,0.1811672645,0.8338,1.135047671,-2.296039759,5.314383827,0.4339,0.1861496809,0.2271759352
gamma,1,8,disorder,512,6144,10,-0.01454309885,0.03363687645,-0.03743883135,0.04124628962,-0.0006215783442,-0.09132146604,0.09700844281,0.4721,-2.302079827,-2.300936314,4.236262374,0.2087,0.08857990397,0.1956695999
gamma,1,4,marginal,512,6144,10,0.4460359514,0.07061276672,-1.100579394,0.5308194535,-0.03376826911,-0.1151599951,0.03501565547,0.1429,-0.06017165624,-2.297971698,8.138040367,0.4289,0.113010728,0.1208798882
gamma,1,4,conditional,512,6144,10,0.08372941323,0.1008325637,0.884524604,-0.1374498914,0.0174842876,-0.08532050221,0.1113120707,0.5739,-2.082228886,-2.301167725,2.995645818,0.1589,0.1232999802,0.1247128584
gamma,1,4,disorder,512,6144,10,0.3623065382,-0.03021979696,-1.985103998,0.6682693449,-0.05125255671,-0.1386523472,0.04168939604,0.1367,1.851807594,-2.295584266,8.057002339,0.486,0.1164048403,0.1020391196
uniform,1,32,marginal,512,6144,10,0.2786324471,0.09934260083,0.3911178404,0.05044865332,0.005163311819,-0.07278870847,0.07374594276,0.4853,-2.086485032,-2.300746255,5.514519886,0.2742,0.01912896208,0.02265326457
uniform,1,32,conditional,512,6144,10,0.2678524106,0.1005647836,0.2980700419,0.08743010686,0.001387051668,-0.09890342661,0.1003247046,0.4492,-2.264244706,-2.299984568,6.514617953,0.2966,0.01511480164,0.03020740853
uniform,1,32,disorder,512,6144,10,0.01078003648,-0.001222182728,0.09304779856,-0.03698145354,0.003776260151,-0.06110871533,0.07078110323,0.5441,-2.205953535,-2.300861877,5.064891516,0.2356,0.005607929003,0.01097921261
uniform,1,16,marginal,512,6144,10,-0.1072193948,0.1775960713,2.963096924,-0.9785270121,0.1064983124,-0.03236523341,0.2322908511,0.9232,2.50360762,-2.258427465,8.342069702,0.6721,0.2538889032,0.2302174461
uniform,1,16,conditional,512,6144,10,0.03052783448,0.1482415759,2.409129427,-0.7474173471,0.08250519792,-0.07747481182,0.2388229381,0.8111,-0.279563237,-2.293837108,5.125923882,0.3623,0.2736881917,0.3230667223
uniform,1,16,disorder,512,6144,10,-0.1377472293,0.02935449532,0.5539674968,-0.231109665,0.0239931145,-0.08221415074,0.1294422926,0.666,-0.2358970202,-2.299295013,11.87100531,0.3826,0.03230370238,0.09659643824
uniform,1,8,marginal,512,6144,10,0.2721409719,0.09792882895,-0.08147953359,0.2154548584,-0.009600166679,-0.08914528327,0.061261873,0.3206,-1.577538883,-2.30051496,7.88775832,0.3206,0.02848339028,0.03790695907
uniform,1,8,conditional,512,6144,10,0.3261578668,0.08779645907,-0.6003720272,0.3957293362,-0.02515363583,-0.1241802288,0.06612810535,0.2498,-1.512388607,-2.300482778,7.020345366,0.2871,0.0925336307,0.1285179846
uniform,1,8,disorder,512,6144,10,-0.05401689494,0.01013236988,0.5188924937,-0.1802744777,0.01555346915,-0.05594384908,0.09159253707,0.6589,-1.922166142,-2.301001859,3.624408578,0.1885,0.0643782563,0.09067652206
uniform,1,4,marginal,512,6144,10,0.4051618587,0.07681722064,-1.712722745,0.7070092458,-0.04624116622,-0.1318540361,0.02857188239,0.1007,-0.9801933383,-2.298301807,6.798952441,0.3504,0.1501751825,0.1436404818
uniform,1,4,conditional,512,6144,10,0.6117324613,0.04344695822,-3.240855535,1.189812642,-0.08411608525,-0.1904009589,0.01956696136,0.0488,0.9476863,-2.284896156,8.572686921,0.5418,0.2105059586,0.1845558392
uniform,1,4,disorder,512,6144,10,-0.2065706026,0.03337026241,1.52813279,-0.4828033959,0.03787491904,-0.038515794,0.1105468002,0.8389,1.912745588,-2.298361832,6.342489798,0.3959,0.1035335722,0.1272425824
