model,fraction_num,fraction_den,component,order,separation,fit_role,observed,log_fit,log_plus_log2_fit
gamma,1,32,marginal,512,32,training,0.6110766753,0.6200336938,0.6121174551
gamma,1,32,marginal,768,48,training,0.6691797637,0.6637701122,0.6645074562
gamma,1,32,marginal,1024,64,training,0.7090645215,0.694801595,0.6991407154
gamma,1,32,marginal,1536,96,training,0.7007051282,0.7385380135,0.7443763892
gamma,1,32,marginal,2048,128,training,0.7995065065,0.7695694962,0.7739335725
gamma,1,32,marginal,2560,160,training,0.8003602757,0.7936393842,0.7954090738
gamma,1,32,marginal,3072,192,training,0.8237179487,0.8133059147,0.8120149189
gamma,1,32,marginal,4096,256,training,0.8243847875,0.8443373975,0.8364960261
gamma,1,32,marginal,5120,320,heldout,0.9806170886,0.8684072855,0.854034217
gamma,1,32,marginal,6144,384,heldout,0.8153846154,0.888073816,0.8674230452
gamma,1,32,conditional,512,32,training,0.4853365673,0.471336774,0.4861787617
gamma,1,32,conditional,768,48,training,0.5198886909,0.5223004135,0.5209179831
gamma,1,32,conditional,1024,64,training,0.5660428476,0.5584596913,0.5503243665
gamma,1,32,conditional,1536,96,training,0.5678424015,0.6094233308,0.5984770842
gamma,1,32,conditional,2048,128,training,0.6431151151,0.6455826085,0.6374004947
gamma,1,32,conditional,2560,160,training,0.6797462406,0.6736299233,0.67031197
gamma,1,32,conditional,3072,192,training,0.7105629877,0.6965462481,0.6989667088
gamma,1,32,conditional,4096,256,training,0.7374496644,0.7327055258,0.7474071464
gamma,1,32,conditional,5120,320,heldout,0.7777689873,0.7607528405,0.7877006013
gamma,1,32,conditional,6144,384,heldout,0.7897435897,0.7836691653,0.8223868568
gamma,1,32,disorder,512,32,training,0.125740108,0.1486969198,0.1259386934
gamma,1,32,disorder,768,48,training,0.1492910728,0.1414696987,0.1435894731
gamma,1,32,disorder,1024,64,training,0.1430216739,0.1363419037,0.148816349
gamma,1,32,disorder,1536,96,training,0.1328627267,0.1291146827,0.145899305
gamma,1,32,disorder,2048,128,training,0.1563913914,0.1239868877,0.1365330778
gamma,1,32,disorder,2560,160,training,0.1206140351,0.1200094609,0.1250971038
gamma,1,32,disorder,3072,192,training,0.113154961,0.1167596667,0.1130482101
gamma,1,32,disorder,4096,256,training,0.08693512304,0.1116318717,0.08908887978
gamma,1,32,disorder,5120,320,heldout,0.2028481013,0.1076544449,0.06633361567
gamma,1,32,disorder,6144,384,heldout,0.02564102564,0.1044046506,0.04503618848
gamma,1,16,marginal,512,64,training,0.6733820164,0.6973063132,0.6756051315
gamma,1,16,marginal,768,96,training,0.7441684796,0.7354114175,0.7374327354
gamma,1,16,marginal,1024,128,training,0.7737354118,0.7624474193,0.7743424676
gamma,1,16,marginal,1536,192,training,0.8163334506,0.8005525237,0.8165575555
gamma,1,16,marginal,2048,256,training,0.8052882883,0.8275885254,0.8395519863
gamma,1,16,marginal,2560,320,training,0.8926033835,0.8485592776,0.8534106162
gamma,1,16,marginal,3072,384,training,0.8612430323,0.8656936298,0.8621545582
gamma,1,16,marginal,4096,512,training,0.8635346756,0.8927296315,0.8712336874
gamma,1,16,marginal,5120,640,heldout,0.8662974684,0.9137003837,0.874298771
gamma,1,16,marginal,6144,768,heldout,0.9932692308,0.9308347359,0.8742237434
gamma,1,16,conditional,512,64,training,0.5405436087,0.5566008478,0.5322635391
gamma,1,16,conditional,768,96,training,0.589244186,0.5888674819,0.591134337
gamma,1,16,conditional,1024,128,training,0.6179788263,0.6117610231,0.6251010092
gamma,1,16,conditional,1536,192,training,0.643290924,0.6440276572,0.6619768825
gamma,1,16,conditional,2048,256,training,0.6539319319,0.6669211984,0.6803379074
gamma,1,16,conditional,2560,320,training,0.7427286967,0.6846788085,0.6901194581
gamma,1,16,conditional,3072,384,training,0.7220680045,0.6991878324,0.695218856
gamma,1,16,conditional,4096,512,training,0.6643400447,0.7220813737,0.6979742335
gamma,1,16,conditional,5120,640,heldout,0.7227848101,0.7398389838,0.6956511037
gamma,1,16,conditional,6144,768,heldout,0.7304487179,0.7543480077,0.6908602576
gamma,1,16,disorder,512,64,training,0.1328384077,0.1407054654,0.1433415924
gamma,1,16,disorder,768,96,training,0.1549242936,0.1465439357,0.1462983983
gamma,1,16,disorder,1024,128,training,0.1557565855,0.1506863962,0.1492414584
gamma,1,16,disorder,1536,192,training,0.1730425266,0.1565248665,0.154580673
gamma,1,16,disorder,2048,256,training,0.1513563564,0.1606673271,0.1592140789
gamma,1,16,disorder,2560,320,training,0.1498746867,0.1638804691,0.1632911581
gamma,1,16,disorder,3072,384,training,0.1391750279,0.1665057973,0.1669357021
gamma,1,16,disorder,4096,512,training,0.1991946309,0.1706482579,0.1732594539
gamma,1,16,disorder,5120,640,heldout,0.1435126582,0.1738613999,0.1786476672
gamma,1,16,disorder,6144,768,heldout,0.2628205128,0.1764867282,0.1833634858
gamma,1,8,marginal,512,128,training,0.7635546109,0.7460677141,0.7762842702
gamma,1,8,marginal,768,192,training,0.7774913416,0.7907434025,0.7879289353
gamma,1,8,marginal,1024,256,training,0.8523302212,0.8224413078,0.8058787353
gamma,1,8,marginal,1536,384,training,0.8593456848,0.8671169961,0.8448317146
gamma,1,8,marginal,2048,512,training,0.8522417417,0.8988149014,0.8821570719
gamma,1,8,marginal,2560,640,training,0.9101723058,0.9234017069,0.9166467409
gamma,1,8,marginal,3072,768,training,0.9104960981,0.9434905898,0.9484183654
gamma,1,8,marginal,4096,1024,training,1.04163311,0.9751884951,1.00511928
gamma,1,8,marginal,5120,1280,heldout,0.9503164557,0.9997753006,1.054637799
gamma,1,8,marginal,6144,1536,heldout,1.2125,1.019864183,1.098688888
gamma,1,8,conditional,512,128,training,0.6158109822,0.6181131998,0.5986987801
gamma,1,8,conditional,768,192,training,0.6039314516,0.6380612061,0.6398695276
gamma,1,8,conditional,1024,256,training,0.6721938424,0.6522145418,0.6628561494
gamma,1,8,conditional,1536,384,training,0.6990111007,0.6721625481,0.6864810498
gamma,1,8,conditional,2048,512,training,0.6757552553,0.6863158838,0.697018695
gamma,1,8,conditional,2560,640,training,0.7352098997,0.6972940639,0.7016341927
gamma,1,8,conditional,3072,768,training,0.6971850613,0.7062638901,0.7030977482
gamma,1,8,conditional,4096,1024,training,0.6917449664,0.7204172259,0.7011864168
gamma,1,8,conditional,5120,1280,heldout,0.789556962,0.7313954059,0.696145738
gamma,1,8,conditional,6144,1536,heldout,0.9971153846,0.7403652322,0.6897196229
gamma,1,8,disorder,512,128,training,0.1477436287,0.1279545143,0.1775854901
gamma,1,8,disorder,768,192,training,0.17355989,0.1526821963,0.1480594077
gamma,1,8,disorder,1024,256,training,0.1801363788,0.170226766,0.1430225858
gamma,1,8,disorder,1536,384,training,0.1603345841,0.194954448,0.1583506648
gamma,1,8,disorder,2048,512,training,0.1764864865,0.2124990176,0.1851383769
gamma,1,8,disorder,2560,640,training,0.174962406,0.226107643,0.2150125482
gamma,1,8,disorder,3072,768,training,0.2133110368,0.2372266996,0.2453206172
gamma,1,8,disorder,4096,1024,training,0.3498881432,0.2547712692,0.3039328633
gamma,1,8,disorder,5120,1280,heldout,0.1607594937,0.2683798947,0.3584920608
gamma,1,8,disorder,6144,1536,heldout,0.2153846154,0.2794989513,0.408969265
gamma,1,4,marginal,512,256,training,0.81690008,0.8135345909,0.8177093392
gamma,1,4,marginal,768,384,training,0.8500346024,0.8552480208,0.8548591713
gamma,1,4,marginal,1024,512,training,0.8910214516,0.8848441703,0.8825558694
gamma,1,4,marginal,1536,768,training,0.9224984365,0.9265576002,0.9234786444
gamma,1,4,marginal,2048,1024,training,0.9535355355,0.9561537497,0.953852288
gamma,1,4,marginal,2560,1280,training,1.002374687,0.9791103068,0.9781770342
gamma,1,4,marginal,3072,1536,training,0.9562486065,0.9978671796,0.9985480058
gamma,1,4,marginal,4096,2048,training,1.048165548,1.027463329,1.031598595
gamma,1,4,marginal,5120,2560,heldout,0.9011075949,1.050419886,1.057999741
gamma,1,4,marginal,6144,3072,heldout,1.012179487,1.069176759,1.080067256
gamma,1,4,conditional,512,256,training,0.6684303061,0.6440439639,0.6558504619
gamma,1,4,conditional,768,384,training,0.6685308515,0.6854702881,0.6843705929
gamma,1,4,conditional,1024,512,training,0.7065119484,0.7148627329,0.7083912483
gamma,1,4,conditional,1536,768,training,0.7235741088,0.7562890571,0.7475815416
gamma,1,4,conditional,2048,1024,training,0.7847267267,0.7856815018,0.7791727975
gamma,1,4,conditional,2560,1280,training,0.8934837093,0.8084800532,0.8058406891
gamma,1,4,conditional,3072,1536,training,0.7646098105,0.827107826,0.8290332531
gamma,1,4,conditional,4096,2048,training,0.8685682327,0.8565002708,0.8681951096
gamma,1,4,conditional,5120,2560,heldout,0.7417721519,0.8792988222,0.9007352152
gamma,1,4,conditional,6144,3072,heldout,1.005128205,0.897926595,0.9287257274
gamma,1,4,disorder,512,256,training,0.148469774,0.169490627,0.1618588774
gamma,1,4,disorder,768,384,training,0.1815037509,0.1697777327,0.1704885784
gamma,1,4,disorder,1024,512,training,0.1845095032,0.1699814374,0.1741646212
gamma,1,4,disorder,1536,768,training,0.1989243277,0.1702685431,0.1758971028
gamma,1,4,disorder,2048,1024,training,0.1688088088,0.1704722479,0.1746794905
gamma,1,4,disorder,2560,1280,training,0.1088909774,0.1706302535,0.172336345
gamma,1,4,disorder,3072,1536,training,0.191638796,0.1707593536,0.1695147528
gamma,1,4,disorder,4096,2048,training,0.1795973154,0.1709630583,0.1634034855
gamma,1,4,disorder,5120,2560,heldout,0.159335443,0.171121064,0.1572645262
gamma,1,4,disorder,6144,3072,heldout,0.007051282051,0.171250164,0.1513415283
uniform,1,32,marginal,512,32,training,0.6199393479,0.6270750248,0.625268828
uniform,1,32,marginal,768,48,training,0.6779498625,0.6651061557,0.6652743907
uniform,1,32,marginal,1024,64,training,0.6853248861,0.6920896725,0.6930797015
uniform,1,32,marginal,1536,96,training,0.7205999844,0.7301208034,0.7314529077
