model,component,method,common_log2_coefficient,coefficient_low,coefficient_high,coefficient_positive_fraction,delta_bic_log_minus_quadratic,delta_bic_low,delta_bic_high,quadratic_bic_win_fraction,log_holdout_rmse,quadratic_holdout_rmse
gamma,marginal,block_gls,-0.01545570809,-0.03681888762,0.0002820236948,0.0273,-1.097317763,-3.660185249,11.01815348,0.4846,0.1120105254,0.1183844881
gamma,conditional,block_gls,0.0105820938,-0.01342121401,0.03072380266,0.7771,-2.807431821,-3.687132173,3.770563271,0.1264,0.110035713,0.1010052911
gamma,disorder,block_gls,-0.02480179573,-0.04423603588,-0.006095623158,0.005,2.85060175,-3.27851606,17.11428715,0.7534,0.09510497711,0.08642486458
uniform,marginal,block_gls,-0.00275730972,-0.02401840183,0.01310366724,0.2824,-3.604226052,-3.687611057,2.839881267,0.0952,0.1600336442,0.16328639
uniform,conditional,block_gls,-0.02008207717,-0.04793867695,0.002731387975,0.0413,-1.354977631,-3.670919978,9.610684666,0.4235,0.1722430325,0.1765533347
uniform,disorder,block_gls,0.01312743516,-0.005344107679,0.03150902552,0.9192,-1.764338448,-3.681484751,7.398715417,0.2937,0.07116387111,0.05627882639
